,along_strike_km,depth_m,f_trace_dist,z_trace_dist,q_trace_dist,f_dip_slip,z_dip_slip,qa_dip_slip,qb_dip_slip,f_strike_slip,z_strike_slip,qa_strike_slip,qb_strike_slip,trace_dist_mean,trace_dist_median,trace_dist_std,trace_dist_st_mad,dip_slip_mean,dip_slip_std,dip_slip_median,dip_slip_st_mad,strike_slip_mean,strike_slip_std,strike_slip_median,strike_slip_st_mad,utm_lon_mean,utm_lat_mean,utm_lon_median,utm_lat_median,topo_easting_med,topo_easting_mean,topo_northing_med,topo_northing_mean,dip_slip_min,dip_slip_max,strike_slip_min,strike_slip_max,med_strike,med_dip,depth_km_bsl,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,sig_nn_med,tau_dd_med,tau_ss_med,tau_cs_med,slip_mag_med,slip_mag_mean
187,44.0,-14000.0,-11.738182392869778,-13.102832402469538,-17.872892096552977,1.9140559576725855,5.271084360889695,0.1447539791418732,0.9271847981839882,0.6061476349804457,1.4942995470764666,0.21471860689813574,0.4985422659084277,-14.237968963964098,-13.102832402469538,2.6299641375308345,2.0232331317162955,1.2250126731677584,0.7424994250802927,1.4206203779282869,0.7315686852184954,0.5710585118216882,0.16010681363763934,0.5523449504444367,0.07976797945464399,342192.0721672226,3439758.6720615174,342993.0984968519,3438954.3762002317,989639.5049088276,988838.478579198,421819.94483329076,422624.2406945773,0.1447539791418732,1.2250126731677584,0.1447539791418732,0.6061476349804457,225.3858547586253,46.728057072119256,14.0,46.00358316437901,45.29119743506733,62.14809259497278,0.7734099243802941,14.823315421192508,-9.952191777396507,70.45137069073351,-9.678395703633743,2.693563856975758,-32.224597767951145,1.524220194875588,1.3515782897581694
188,48.0,-14000.0,-11.70318646385715,-13.281612669905062,-17.872458496123254,2.513111029122661,5.566541444512873,0.3715828039253501,1.3995646191276179,0.4839041778131884,1.241319187072492,1.4493182677809076,0.9148673890987954,-14.285752543295155,-13.281612669905062,2.616766709258341,2.340178194834009,1.6993423703245725,0.8912422547154947,1.95633782412514,0.8254731889337998,0.6847389446698362,0.39695285070330505,0.6993857834559919,0.3194735065731697,344992.53481445834,3442615.189562232,345701.1213444853,3441903.7108100574,992347.527756461,991638.9412264341,424769.27944311727,425480.7581952922,0.3715828039253501,1.6993423703245725,0.3715828039253501,1.4493182677809076,222.33824429890404,46.94086680619258,14.0,45.90719876072103,44.673602137596426,61.35692590094844,0.9354388639889639,14.514471587805005,-9.763878791917534,69.57831939133128,-9.62241108260721,2.25882125813318,-31.863011236251005,2.077594319448106,1.8321113268379454
189,52.0,-14000.0,-11.669768565257074,-13.458966571769125,-17.912673410815508,2.9345245909857107,5.2248017189573215,0.5883728724470663,1.9743520946036768,0.5015954040830753,1.2168273668266534,2.8339667191804234,1.2913433492250113,-14.347136182613905,-13.458966571769125,2.624893543351852,2.652668933800564,2.107943537255541,0.9609128674947108,2.4544383427946936,0.7117769366420326,0.8914789438042235,0.9522014754708652,0.8964693766540432,0.5854410277638373,347783.40037311096,3445481.343323757,348410.15072861576,3444852.034775028,995056.5571405914,994429.8067850864,427717.6034080885,428346.91195681685,0.5883728724470663,2.107943537255541,0.5015954040830753,2.8339667191804234,222.78786313379862,47.2035538822989,14.0,45.92415958626716,44.258652493858385,60.336770134607214,1.2427533249934093,13.833219768009291,-9.573652943680198,68.10163652677757,-9.465633754971519,2.2903263296231864,-31.12220288174086,2.613029835623629,2.2887028342499374
190,56.0,-14000.0,-11.637947264725812,-13.6388393743154,-17.973334812065747,3.1603184977512004,4.600502893393605,0.6172473300970229,2.4204993763506764,0.7342766888400394,1.5867873883165098,3.0464105870577045,1.6137044166677807,-14.416707150368989,-13.6388393743154,2.644250688003994,2.9665270806678685,2.339595925487525,1.039254676878027,2.7904089370509384,0.5484287353406412,1.1265750210319443,0.9450978637882006,1.17399055275391,0.6519207501463751,350568.4884192868,3448353.298179705,351117.4026122793,3447802.143495652,997763.8090242548,997214.8948312623,430667.71212871186,431218.8668127651,0.6172473300970229,2.339595925487525,0.6172473300970229,3.0464105870577045,223.36845144239157,46.8067604221197,14.0,45.881305082359525,44.0220050748197,59.61005561538925,1.5613004107327817,12.723173368195772,-9.554808037797192,66.79742530120292,-9.062519641278342,1.96728644009839,-30.80486481959674,3.027314957834612,2.596705676924313
191,60.0,-14000.0,-11.607660873349955,-13.815354975645569,-17.98431271915375,3.22887737933202,4.01226747421893,0.4005765171913057,2.57273146715928,1.1107163336967258,2.2689023717626178,1.7598412720221766,1.813487921230356,-14.469109522716426,-13.815354975645569,2.6439829104982366,3.2731321738452053,2.357765685753656,1.1613000144332908,2.90080442324565,0.4864016925253428,1.2986851629360094,0.3385059215298513,1.4352788028594512,0.4811970368243126,353365.69174518384,3451213.0883052587,353827.0235558949,3450749.8734865827,1000473.4299678705,1000012.0981571594,433615.44211964257,434078.65693831904,0.4005765171913057,2.357765685753656,0.4005765171913057,1.813487921230356,222.4548336442145,46.9984878290903,14.0,45.652898892197136,43.9053530747416,59.5065086761833,1.8092729984445293,11.401378198626137,-9.664979561595315,65.60679365955701,-9.247084635833804,1.1393209002282854,-30.04706882340855,3.2364628136067295,2.691773055320143
192,64.0,-14000.0,-11.578952430342698,-13.994137686893447,-18.01489928880561,3.1709414523853274,3.62154931405885,0.41406671138222895,2.4443853097554977,1.5077813384750844,3.0229079214313685,0.307783530370942,1.8047217709795433,-14.529329802013919,-13.994137686893447,2.654577925183213,3.580759019464168,2.300083731477095,1.1285687269404685,2.8076633810704124,0.5385968744659294,1.468503674521974,0.5753890431708867,1.5077813384750844,0.22012227199756132,356157.37824647845,3454078.417773318,356535.044679015,3453699.2098279614,1003181.4510909908,1002803.784658454,436564.77846102096,436943.9864063785,0.41406671138222895,2.300083731477095,0.41406671138222895,1.8047217709795433,225.76238078723563,45.17623416559996,14.0,45.237311852870945,43.84195912277987,60.05032224509962,1.9656200813472062,10.103148979972161,-9.840237954831663,65.34754057995903,-8.833651072056947,0.7208842866043288,-30.34550762580199,3.1869073136910426,2.7288987181443978
193,68.0,-14000.0,-11.55181762649632,-14.1756895127948,-18.033751314704038,3.0087459140228634,3.4013457777030003,0.6656800249211848,2.1230149478502858,1.8453690250350705,3.58106805152807,0.0,1.5055867687709288,-14.58708615133172,-14.1756895127948,2.6621797435222323,3.890158279700607,2.2015467002043,0.9576266002403572,2.565880430936576,0.6565933477232869,1.6198582557104029,0.7627445984223586,1.6754778969029998,0.2518809634730277,358950.8034573301,3456942.0014349683,359241.1117343846,3456650.5082129664,1005887.5181463605,1005597.2098693056,439516.07684602594,439807.5700680278,0.6656800249211848,2.2015467002043,0.6656800249211848,1.8453690250350705,222.78000623397546,43.494414654886505,14.0,44.72351998961827,43.72482718621674,61.11929882978005,2.0271635194069906,8.966252304473844,-9.99504298900497,65.52730868729711,-8.723437903107895,-0.4534318731652296,-30.581170886846145,3.0644687253867953,2.7332670271624746
194,72.0,-14000.0,-11.526267334739964,-14.349629465734015,-18.09156272744345,2.7743712557163485,3.2013549354277835,0.5174000000000014,1.6455027468740129,2.087485904063207,3.7716051628989367,0.6033691235045412,0.9344971938316552,-14.655819842639144,-14.349629465734015,2.6890010919230924,4.185922959056482,1.9279113145766773,0.9357197272112312,2.2099370012951804,0.8368314778053784,1.584468638750107,0.6695902183179384,1.5109915489474308,0.8547118098506058,361736.482340329,3459813.363042487,361952.5502233485,3459596.413239913,1008598.956635324,1008382.8887523048,442461.981872973,442678.9316755468,0.5174000000000014,1.9279113145766773,0.5174000000000014,2.087485904063207,222.96362271846337,42.41507232539698,14.0,44.193566539929485,43.50026142258023,62.53575930529806,2.0159022916652005,8.00082618266441,-10.004262794235308,65.75132656072671,-9.153505500964068,-1.0494175346320755,-30.23733078383612,2.6771098241730935,2.4954724811256463
195,76.0,-14000.0,-11.502328305509806,-14.525131828357866,-18.066095995030434,2.5058616762054675,2.872397585609308,0.17412500000000047,1.1966421501645457,2.211409812115685,3.5882549752385406,3.739273406957599,0.3193602443444045,-14.697852042966034,-14.525131828357866,2.682428722246498,4.481615209081087,1.5956226256438701,0.9794017533498988,1.8512519131850067,0.9705258869095617,1.4483966935989792,1.2125449347990285,2.211409812115685,1.1326069776432826,364541.0035353821,3462665.805429698,364662.8861742235,3462543.425305155,1011309.2925861992,1011187.4099473576,445408.9939382151,445531.3740627585,0.17412500000000047,1.5956226256438701,0.17412500000000047,3.739273406957599,223.83193996052572,41.34858119017937,14.0,43.648219892976854,43.227558840198505,64.18042090828732,1.9612145343076703,7.185930508382217,-9.768250571788489,66.12775650791767,-9.735883825790232,-1.3622938781845246,-29.845922574894065,2.8840019076263936,2.154962771255015
196,80.0,-14000.0,-11.479934054989894,-14.703930373679288,-18.130580742798802,2.2283692357259315,2.37607658346164,0.0,0.6496043398152821,2.197424857908548,3.1728173994832845,1.7332981694676215,0.021267711521427413,-14.77148172382266,-14.703930373679288,2.7155352732252163,4.779904094542784,1.2765857028167862,0.9791016894609926,1.4389867877706068,1.170340168587947,1.2611135139080945,0.8955862362973906,1.9653615136880849,0.34405762897508785,367323.2274891051,3465540.6360684037,367370.8961237896,3465492.7728656945,1014017.3025357651,1013969.6339010808,448358.3414987545,448406.2047014628,0.0,1.2765857028167862,0.0,2.197424857908548,222.92443898453288,40.39673499658628,14.0,43.06482913803758,43.03117126833871,65.83232824006411,1.9018015765236804,6.578998264161951,-9.27444789564079,66.45695452329126,-10.399677177382703,-1.6596915149171876,-29.342892577236256,2.4358425349075192,1.7944576761790314
197,84.0,-14000.0,-11.459133456933813,-14.880182216120446,-18.231750501108465,1.9450568345600816,1.8182030681822128,0.0,0.2269573039923011,2.0577858716947364,2.7374145911848817,0.023349638284835415,-0.010411631272035557,-14.85702205805424,-14.880182216120446,2.7649578298716118,4.969042574796253,1.0292677432781163,0.9192977547783308,1.0860070692761916,1.2736290878166128,1.0856322618454437,1.025727888547329,1.0405677549897858,1.5081298365308502,370097.04650964186,3468423.905946525,370080.7031928653,3468440.315971461,1016727.1096048407,1016743.4529216177,451305.8846045211,451289.4745795853,0.0,1.0292677432781163,0.0,2.0577858716947364,223.40472804436527,39.35076931402268,14.0,42.49285463874644,42.97812153789836,67.28174329852936,1.8690252747387854,6.146001381226492,-8.684629342753288,66.88808990394422,-10.912883407100384,-1.7009637314587813,-29.088203568873258,1.5040587113681254,1.4959911414552163
198,88.0,-14000.0,-11.439951178505995,-15.058476915908212,-18.227692520007288,1.6578000894469196,1.390998714472211,0.012222292214196209,-0.005875147705228807,1.8622920253894402,2.4577058964079024,0.2847054155716081,0.007256879765192893,-14.908706871473838,-15.058476915908212,2.773106733062982,4.698686085559872,0.8304868308507016,0.8273380007684569,0.8350111908305579,1.2198686464503987,0.932732798821962,0.8637435779781706,1.0734987204805242,1.1694667038003246,372894.7561918785,3471283.1876489567,372789.06868867314,3471389.306534533,1019435.4751006487,1019541.1626038542,454254.8751675934,454148.7562820166,-0.005875147705228807,0.8304868308507016,-0.005875147705228807,1.8622920253894402,223.12964796243747,38.55359632474191,14.0,41.892026155064215,43.01770745031439,68.62930608421121,1.7867626741131342,5.810343983031509,-8.131308307388831,67.30774939594988,-11.457658430282997,-1.8117607700946217,-28.784631801674635,1.3600158792034707,1.2488790374630734
199,92.0,-14000.0,-11.422321011820312,-15.23472514075295,-18.325078718822887,1.4057378184190896,1.2404771923341529,0.021536337001113442,0.00725340807797292,1.6973307404674651,2.396492177666654,0.0,0.0006272175726568278,-14.994041623798713,-15.23472514075295,2.8231734398127166,4.5817650708132085,0.7100663454793164,0.6956898004998503,0.7136370777101015,1.026110093604516,0.8558628065035042,0.8485085948180217,0.8489789790200611,1.2577682035950568,375668.7202844058,3474166.311862952,375498.8783105605,3474336.847077068,1022145.284722536,1022315.1266963814,457202.4157101285,457031.8804960116,0.00725340807797292,0.7100663454793164,0.00725340807797292,1.6973307404674651,222.7010638884359,38.02178652896196,14.0,41.18415294529723,43.076827498490225,69.97954839439076,1.6101597176392572,5.72362693333921,-7.510299336167206,67.80072860397406,-12.086166960863803,-1.791686627165889,-28.462189629458905,1.109073119997306,1.1120680548142756
200,96.0,-14000.0,-11.406290518564713,-15.409156951035953,-18.38913240027718,1.2410238652448249,1.3638438904467545,0.7627884248595536,0.1336942717738071,1.5912653797059142,2.508547417099521,0.3708042872515222,-0.00044661148812355305,-15.068193289959282,-15.409156951035953,2.8609103853937285,4.418118212137272,0.8446326067807528,0.4545282845627598,1.0019061450521891,0.3545164624416039,1.0197533640112972,0.7151910545453356,0.9810348334787182,0.904729161636326,378450.5758912828,3477041.5123519762,378209.9697129304,3477283.100607305,1024856.3761249059,1025096.9823032584,460148.6692403653,459907.0809850354,0.1336942717738071,0.8446326067807528,0.1336942717738071,1.5912653797059142,223.1372663355526,37.61358562486405,14.0,40.468273408907116,43.18041603415229,70.98847105736921,1.4375668631718512,5.984618422042978,-6.795701288587724,68.27313638816882,-12.537837867168495,-1.4556621133545906,-28.34182452944794,1.40222867892222,1.3241227903218067
201,100.0,-14000.0,-11.391886084133414,-15.590886184683043,-18.44631285254872,1.1689031602660702,1.6243390433909568,1.0960410142355748,0.7887474599030098,1.5461182663250717,2.680224037570348,1.7099862468523863,7.156520444023472e-05,-15.143028373788395,-15.590886184683043,2.8973167726729634,4.233461912557714,1.0556486986676812,0.15694024066100318,1.1324720872508225,0.05401278967494585,1.2442562516971822,0.6963312094780837,1.5461182663250717,0.12147551573591442,381231.9492341176,3479917.197073488,380915.9115778338,3480234.524693764,1027562.3179898092,1027878.3556460931,463100.09332682326,462782.7657065475,0.7887474599030098,1.0556486986676812,0.7887474599030098,1.7099862468523863,222.9900137595811,36.56823477074303,14.0,39.82305923586181,43.287576916254785,71.54614872222562,1.3050054703430163,6.440687148438366,-6.115028923379752,68.89457417862045,-12.455332655243382,-1.0402626162714395,-28.83804626041136,1.9165006448906505,1.6317376611717616
202,104.0,-14000.0,-11.379041154176829,-15.765378514247756,-18.538192240618926,1.1568883320810492,1.8408100981755453,0.6562888006285466,1.529574047908144,1.5905792000738015,2.7577174463091225,2.907130463025873,-3.155284478874157e-05,-15.2275373030145,-15.765378514247756,2.947350894843468,4.110979782220672,1.1249098781746971,0.3104045938831513,1.1568883320810492,0.2762723345452994,1.3417553121710737,1.0301180325902903,1.5905792000738015,0.9759609116145468,384006.49608123844,3482799.7361542718,383626.9602738548,3483180.821104663,1030273.3666858305,1030652.9024932141,466046.3897377229,465665.3047873322,0.6562888006285466,1.1249098781746971,0.6562888006285466,2.907130463025873,222.8739716291624,36.57497096630664,14.0,39.265657675631104,43.298167755061286,71.73386333054384,1.1811377130693552,7.016059753794003,-5.492380841467036,68.94759654994925,-12.633821313722276,-0.5448076303372732,-28.722995216466565,1.9668077701221047,1.7509224859354304
203,108.0,-14000.0,-11.367801104637886,-15.942120795581596,-18.4250299030118,1.2042185508391787,1.8757238974457864,0.2361749999999993,1.8781588184014568,1.7289053298770385,2.5847404813311545,3.343502583013992,1.4807037955659134e-05,-15.244983934410422,-15.942120795581596,2.9229687454769,3.6811665510237774,1.1306927300199534,0.5851665607446052,1.2042185508391787,0.4995926679140464,1.3930361195388834,1.1824467209905691,1.7289053298770385,1.1969027347469492,386828.3664558622,3485634.758548146,386336.42125728796,3486128.7117086817,1032982.8276692636,1033474.7728678378,468994.2803417421,468500.3271812061,0.2361749999999993,1.1306927300199534,0.2361749999999993,3.343502583013992,222.76590603728883,35.930057549502585,14.0,38.77293474858389,43.18273748139097,71.59287115673052,1.0514316213856798,7.6845278969876984,-4.815159278961674,69.09918439034499,-12.352079842364397,0.12083485626591406,-29.106839769384536,2.106954189787344,1.7941615535006665
204,112.0,-14000.0,-11.358198639084543,-16.120140576551663,-18.390150958616005,1.3216611021127072,1.6790706169942942,0.0,1.844952235582601,1.8858035506381985,2.085469508936535,2.439553085449684,0.00010620138660209048,-15.289496724750734,-16.120140576551663,2.930252009917916,3.3655224284793426,1.1220686099520036,0.6821424021966198,1.3216611021127072,0.38791629770338776,1.4041398342147493,0.9245230926240412,1.8858035506381985,0.4104951444039768,389631.13718495273,3488488.9585461593,389044.980753729,3489077.5074792723,1035691.3871657044,1036277.5435969285,471943.0761123332,471354.5271792193,0.0,1.1220686099520036,0.0,2.439553085449684,222.77612317732414,36.057916392086405,14.0,38.35454886907317,43.01597475178421,70.93099136788021,0.9656865525189808,8.425660785995351,-4.0366927030395505,68.55077887169855,-12.19513245225285,0.9069306641493631,-28.901657946895675,2.3028337109824957,1.7973999664705254
205,116.0,-14000.0,-11.350147603521126,-16.294929644864308,-18.593727977751023,1.4884669379515931,1.298312210054459,0.0,1.5567116137888166,1.9588858787758152,1.3583334640409808,1.8097121710325328,3.3590695667594896e-05,-15.41293507537882,-16.294929644864308,3.0222287553981944,3.4082035082348283,1.1334113724230006,0.6549681944002711,1.4884669379515931,0.0505898538987316,1.3686208428351119,0.8289167150311101,1.8842990249041744,0.1105826350214484,392378.2128954738,3491399.080891881,391755.82005155226,3492024.0141430665,1038402.226463528,1039024.6193074492,474889.5827761265,474264.6495249411,0.0,1.1334113724230006,0.0,1.9588858787758152,220.50040429170429,35.842740993276756,14.0,37.94821912415881,42.85909585945001,69.71937138051578,0.9278422919046695,9.123567042267506,-3.27171279019531,67.82492667802018,-11.68498461694844,1.4514154957430456,-28.920174801218316,2.401273962010544,1.777004319235179
206,120.0,-14000.0,-11.34376826302946,-16.478204589825662,-18.7829502964925,1.6571089715371736,0.8592463574690246,0.0,1.230420630395436,1.8626989710751016,0.6491417179422122,1.7563251352773672,0.0002055038732793215,-15.534974383115873,-16.478204589825662,3.109407204906553,3.4170210977955167,1.136159643367446,0.6786973320142997,1.4437648009663049,0.3163045405936076,1.23895464313641,0.7923205939054283,1.8095120531762343,0.07885504247233599,395126.2758618281,3494308.2119521094,394460.67116182507,3494976.533436265,1041107.0775738008,1041772.6822738041,477842.10206932476,477173.78058516927,0.0,1.136159643367446,0.0,1.8626989710751016,223.26041796131116,34.62606478738764,14.0,37.54434197157377,42.739330393404316,68.01673804531966,0.9211762605913373,9.817974780318501,-2.5581173748911303,66.99459488703044,-10.38326153625868,2.5622293649536427,-29.502032090083254,2.314906190561368,1.681031630566811
207,124.0,-14000.0,-11.33879455972114,-16.650240335286743,-18.790273310653927,1.7523077190928242,0.5109463403176697,0.0,0.9299155805292628,1.5548476799219169,0.19828167818853,1.6936391139305949,-3.1176618229292074e-06,-15.593102735220606,-16.650240335286743,3.1325483580205558,3.1728176369545262,1.1086327546787278,0.7227795882406841,1.3411116498110434,0.6096402045579515,1.009902735093274,0.6956144827792232,1.5548476799219169,0.10288624398541993,397919.4385632717,3497172.0591946463,397173.4533836743,3497921.089245642,1043819.85979565,1044565.8449752472,480786.6578787016,480037.62782770576,0.0,1.1086327546787278,0.0,1.6936391139305949,222.45963869550425,35.37599196914209,14.0,37.248729838001225,42.67192069417267,65.7875724690241,0.9800306368286396,10.383745634104121,-2.015982327029952,65.24062236042508,-9.79188766074785,2.989419569897313,-28.90632216977307,2.0533221288968435,1.4996566670726403
208,128.0,-14000.0,-11.336324508450575,-16.846271066992177,-18.893433265619787,1.6907217833015156,0.2979447444733049,0.0,0.5514224580063458,1.0950547357535545,0.03140559952083562,1.177032120663667,-0.0004869844970713176,-15.692009613687516,-16.846271066992177,3.1913124592513817,3.0351272173261066,0.9832165061523442,0.733874688276647,1.1210721206539307,0.8445638536122769,0.6853829823783637,0.4873663373115333,1.0950547357535545,0.06076992636751016,400683.8252791575,3500064.7998770517,399869.3031795823,3500882.6465936727,1046515.709591558,1047330.2316911331,483748.2152267327,482930.3685101112,0.0,0.9832165061523442,0.0,1.177032120663667,223.11990952732185,34.50007877418139,14.0,36.99805024529397,42.599533290428695,63.383384577612496,0.9839829353465417,10.689005213947645,-1.672321428044345,63.794230964497686,-8.347464201582845,3.468868952521234,-29.23700261679919,1.5671463154421124,1.1985259824068408
209,132.0,-14000.0,-11.331776519094715,-16.958315659111406,-18.8611539026107,1.4572325015622671,0.15808288673994678,0.0,0.17593122028493807,0.6239750070064388,0.006075775850743001,0.2929175339126053,-0.031156012557703238,-15.71708202693894,-16.958315659111406,3.196704203089753,2.8211522012693537,0.7725990558523681,0.6874532196946042,0.8165818609236026,0.9498300610979192,0.35597030857445394,0.2718702666363472,0.458446270459522,0.2454132720308881,403500.3144051655,3502905.2254840657,402624.4190685881,3503784.6959434887,1049270.8254805636,1050146.720817141,486650.26457654923,485770.7941171257,0.0,0.7725990558523681,0.0,0.6239750070064388,221.5660262936259,33.51826135226124,14.0,36.681278495492265,42.48166893811847,60.852540226512325,0.9154035619561918,10.912236168494717,-1.4087060593864467,62.36154499321212,-6.820816425810831,3.627853669723245,-29.691329351502908,0.936471525721791,0.850661014559009
210,136.0,-14000.0,-11.343221564762855,-17.372045584594563,-18.97464448030034,1.1265166716965076,0.0650163198916203,0.0,0.12374742129569807,0.2514460572051609,-0.012484299757288816,0.0,0.1634737313314437,-15.896637209885919,-17.372045584594563,3.285551839297622,2.3760166781480203,0.5941951911721783,0.5341164074078616,0.6251320464961029,0.7433539576467199,0.15665988392650496,0.1026682035864592,0.2074598942683023,0.06521398275373544,406207.7904219161,3505855.1091567627,405166.646126871,3506900.5030677137,1051813.0525388466,1052854.1968338918,489766.0717007746,488720.67778982274,0.0,0.5941951911721783,0.0,0.2514460572051609,227.04509930239303,36.954578716418396,14.0,36.46034710499041,42.56621236506575,58.186967061697274,0.7895047454230398,11.014003661436444,-1.2243463952574474,59.304162791628045,-6.916260180694504,3.9104345231832616,-27.637300821080515,0.6586574855615177,0.6144999954792576
211,140.0,-14000.0,-11.300404905046847,-16.65126027714295,-18.99403399813988,0.7822950925806906,0.014487459096527518,0.005320469630331772,0.30862791910171505,0.03848175181104632,-0.008727307093680463,0.0,0.2987962943434489,-15.648566393443225,-16.65126027714295,3.2199408300804198,3.473401516206663,0.46963464347335704,0.3305389274338259,0.5454615058412029,0.35113000111660353,0.09772797308853487,0.11931267694224153,0.03848175181104632,0.02852656530351962,409217.0272103348,3508502.0003674473,408509.4610648622,3509212.4545701863,1055155.8674768377,1055863.4336223104,492078.0232032464,491367.5690005072,0.005320469630331772,0.46963464347335704,0.005320469630331772,0.2987962943434489,255.73162070884138,41.66283961171994,14.0,35.930530892174176,41.957510990756695,54.98918583663909,0.8157631525870818,11.083560821025994,-1.3965746988162282,52.95417845013962,-6.372220741448341,6.334245385736022,-22.78763857997984,0.5468172451349715,0.47969516890869407
212,144.0,-14000.0,-11.474433593801516,-12.988233977004965,-18.89718837005701,0.4762124591419272,0.04094688611275879,0.12807588842313586,-0.03905747055826251,-0.014313952532110654,0.05009864871030406,0.0,-0.031652793553861004,-14.453285313621164,-12.988233977004965,3.202509815888848,2.244363806512061,0.2603608340371819,0.22379369745573732,0.3021441737825315,0.2580740260453062,0.015097628200163013,0.011216474016768379,-0.014313952532110654,0.010610948889845569,412894.6772861053,3510477.7500428776,413928.51298015,3509439.694564284,1060574.9193921257,1059541.0836980809,492305.2631973433,493343.3186759376,-0.03905747055826251,0.2603608340371819,-0.03905747055826251,0.0,250.0274736298729,45.4878042130653,14.0,34.508988171897165,39.69857352429055,50.56709277676088,1.1802955080200543,11.057561513176436,-2.068831020489556,50.067560360044084,-6.212428440671754,4.95709010031337,-22.092768643110638,0.3024830424797729,0.26079820221352623
213,148.0,-14000.0,-10.838598668459284,-9.884473294073738,-19.16757397007944,0.2509744599061101,0.13900330277736012,0.1372100741025667,0.016653318636954746,0.0533743060685825,0.2116939495026488,0.0,0.013864267789673064,-13.296881977537488,-10.838598668459284,4.169440982592572,1.4145883967965012,0.1639530781379354,0.0968992378499017,0.1940922670043384,0.0843336653896303,0.06515300121917161,0.023732805970258487,0.03361928692912779,0.0292888352027762,416544.8926924033,3512481.046367272,418279.61759076023,3510739.240880224,1064926.024002736,1063191.299104379,493604.8095132834,495346.6150003318,0.016653318636954746,0.1639530781379354,0.016653318636954746,0.0533743060685825,258.67257384499317,49.65322930686988,14.0,33.3979831365669,38.316892802711166,47.07414400447826,1.2729285262788679,10.597854829798441,-2.5073987611890014,46.07278368384115,-5.390761261729505,4.791390486896475,-20.43133842516852,0.1969823965853457,0.1764242766706706
214,152.0,-14000.0,-1.8640271783420952,-8.414608799982418,-19.266545945642946,0.2782525209745291,0.2360980970944987,0.0,-0.043219386412175986,0.3860766391483866,0.5586242106772423,0.0,-0.04526198124822416,-9.84839397465582,-8.414608799982418,7.176522825941984,9.711906844745968,0.12832141388422058,0.15070775127230912,0.13912626048726456,0.2062689024508067,0.18223347297114928,0.2049794197642236,0.1930383195741933,0.2861990408572924,421812.55240463326,3512860.296498672,422824.32465733343,3511844.394517288,1069470.7310693092,1068458.9588166086,494709.9631503485,495725.86513173213,-0.043219386412175986,0.12832141388422058,-0.043219386412175986,0.3860766391483866,245.98707648856063,57.98904961366636,14.0,32.11330013796933,36.92901877292933,43.72448729074099,1.3547884273665889,9.972055962793515,-2.977158523572527,43.63360080757956,-6.8343680566038945,1.9000793994792495,-19.08657969220787,0.23794938365374801,0.22287984191571036
215,156.0,-14000.0,-3.721583800803992,-7.630537359306081,-19.37268635220472,0.6529966949111043,-0.058782486025891326,0.0,0.16801539135519208,0.6138588056375052,0.257607542259606,0.1482851603363375,0.18873830818158965,-10.24160250410493,-7.630537359306081,6.650939716130504,5.7954232178705665,0.3685021952943502,0.29062994817932497,0.4105060431331482,0.3595171782928672,0.3489332506575506,0.2231323836709604,0.4012985569095474,0.3151422963301728,424369.26069724665,3515961.5632808288,426211.79841500585,3514111.5049171518,1072858.2048269815,1071015.6671092222,496977.0735502108,498827.13191388967,0.0,0.3685021952943502,0.0,0.6138588056375052,210.23640802402093,51.193608213931505,14.0,31.266539798368935,36.41213857562863,41.55405293898637,1.2936098727869036,9.228887425457494,-3.048927493278317,44.703039157335326,-6.976260458000484,0.013987759080832385,-19.84554901332856,0.5740694585383543,0.5074921490537567
216,160.0,-14000.0,-3.2967636115109675,-3.723815316884616,-19.50482792712365,1.1224856787931037,0.39728605772248426,0.0,0.6384977893991466,0.8237337428180224,0.7479365536299608,0.7987260713687228,0.5357053218519406,-8.841802285173078,-3.723815316884616,7.541913115845218,0.6331478058035712,0.7208672867463384,0.4607138604531871,0.880491734096125,0.3587807592726622,0.5714913187587978,0.1215399688650381,0.8112299070933726,0.0185382145851954,428191.2328051826,3517792.4018480117,431802.8179266247,3514166.0753985387,1078449.2243386004,1074837.6392171585,497031.6440315987,500657.97048107156,0.0,0.7208672867463384,0.0,0.8237337428180224,256.751741203726,57.887683544602496,14.0,29.33672966478977,34.698295539170445,38.234996482820506,1.3681456379755028,8.523469535538112,-3.7726305729330916,40.12361398287855,-4.440263704994887,1.90059380982244,-19.24424099898612,1.197229992931318,0.9199195467635729
217,164.0,-14000.0,-3.527427751166795,-3.228299311951861,-19.636350600706308,1.5072681578979297,0.7069049812342479,0.02070389509630792,0.33611526814839915,0.9496256699775776,1.4851374225435383,2.0201725728592543,0.07330116798358807,-8.79735922127499,-3.527427751166795,7.665297126153544,0.443488487598179,0.8428388697601416,0.6737223617460041,0.9216917130231644,0.8681769362759504,0.5640176257999656,0.6900334627416485,0.9496256699775776,0.6496203253935529,431056.776581884,3520583.5725790383,434775.5836453626,3516849.586542072,1081421.9900573385,1077703.1829938595,499715.1551751318,503449.14121209783,0.02070389509630792,0.8428388697601416,0.02070389509630792,2.0201725728592543,224.5170874872829,66.38010773078994,14.0,28.65024410565108,34.648841555140834,36.94940661025333,1.3130777812258847,7.888799523769486,-3.6910285529178206,37.385708966903906,-8.022105422294988,-1.5657631166332018,-14.257944509434711,1.323368628514345,1.0141465587337872
