,lat_deg,lon_deg,depth_km,x_local_km,y_local_km,utm_lon,utm_lat,x_pixel,y_pixel,z_pixel,zz_stress,xx_stress,yy_stress,xz_stress,xy_stress,yz_stress,sig_nn,tau_dd,tau_ss,tau_cs
0,31.4746,104.1627,1.0893,2.0,2.0,420463.5890021189,3482504.922705377,1257.9827630869813,547.6105480842041,-0.41070000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,31.4948,104.1364,3.2678,2.0,6.0,417982.8526961407,3484763.23904172,1255.058300051799,550.2728071205506,1.7677999999999998,35.51388172351835,25.847037102230754,35.39633839956749,4.301922407130777,3.1417271831750755,-4.413695621822198,38.606396144171484,-1.3882355977227228,-2.744054763535825,-20.088608488529474
2,31.515,104.1101,5.4464,2.0,10.0,415503.19285477203,3487022.1756568467,1252.1351060273346,552.9357973843034,3.9463999999999997,38.81375890758925,30.35097362253719,37.07078977120568,7.661354341665297,1.0184392158306825,-4.90954115003966,45.097836242461646,0.6980104360441777,-0.522422179888915,-26.186839656115104
3,31.5351,104.0838,7.6249,2.0,14.0,413024.51749594,3489270.649102592,1249.2130725787756,555.586452942423,6.1249,45.189682085609626,32.92611644453973,37.67776788887156,11.161905792760217,0.8680600897961709,-6.073197247352407,53.21712685040361,0.0025062532492796663,1.2412372722990277,-30.689036307685996
4,31.5553,104.0575,9.8035,2.0,18.0,410547.0100502961,3491530.8281048173,1246.2924159468257,558.2509078177659,8.3035,51.21282476683509,33.900495535840854,38.09874879174506,12.704137540294907,1.4705557149939983,-5.864977768560932,58.411143009248924,-2.2810121459012667,2.420656484689843,-31.720637966654053
5,31.5755,104.0311,11.9821,2.0,22.0,408061.09184205905,3493791.713313041,1243.3618441279045,560.9161952174409,10.4821,55.85676594184427,34.378015183772014,38.63132246202313,12.943255906790123,1.8337711302464468,-5.051012874922136,61.38412764436521,-4.487110331641339,3.0679193905295428,-31.394826808063698
6,31.5956,104.0048,14.1606,2.0,26.0,405585.64355662686,3496042.0553100887,1240.4436149760163,563.5690535526965,12.6606,58.903688165439874,34.895914040853796,39.34291269100244,12.56330100842449,1.7914617130451989,-4.037776117901791,62.841744952503355,-5.974076045527255,3.4313341156790056,-30.815661047403612
7,31.6158,103.9784,16.3392,2.0,30.0,403101.8881441718,3498304.193634976,1237.5155928099143,566.2358182127127,14.839200000000002,60.559151860368836,35.6587744944832,40.36051522671148,12.152827427131399,1.411644119998281,-3.2852442537789233,63.63963823467241,-6.48603525766223,3.5793884144338346,-30.775633726254597
8,31.6359,103.952,18.5177,2.0,34.0,400619.111246821,3500555.876212487,1234.5887241848973,568.8902569166676,17.0177,61.555401364577286,36.55796466431573,41.49213979420692,12.028487272929748,0.9429021452022555,-3.084256552994251,64.56897499435416,-6.362182084300827,3.5452422242096038,-31.458109407832605
9,31.4479,104.1345,1.0893,6.0,2.0,417761.40203309216,3479566.3103425005,1254.7972387384139,544.1463091768876,-0.41070000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,31.4681,104.1082,3.2678,6.0,6.0,415280.5097868725,3481825.257975053,1251.8725918701207,546.8093124287418,1.7677999999999998,33.26223503146693,25.23531830914149,33.01819461155819,6.506027711257435,1.839262075572016,-2.243689623353633,37.16071205614665,-0.33311404364877806,0.2495567777888592,-21.880201872355457
11,31.4882,104.0819,5.4464,6.0,10.0,412800.6004947335,3484073.742085904,1248.9491037758849,549.4599805596235,3.9463999999999997,39.756568328005486,30.640817235003425,37.06345375698781,8.928310068376051,0.3671685745153033,-4.788599538494975,46.785817891697455,0.9848691846639213,0.3073529860632007,-27.03977703008743
12,31.5084,104.0556,7.6249,6.0,14.0,410321.8577257784,3486333.9312496874,1246.0269908596247,552.1244474141117,6.1249,46.89406964763568,33.55066716102202,38.254608649339545,12.206515802570271,0.38634014346875534,-6.7926489323676895,55.885944194658876,0.22989421929094256,1.364547476908351,-32.147788655720674
13,31.5285,104.0293,9.8035,6.0,18.0,407844.0939355001,3488583.6580145718,1243.1060320309416,554.7765804712649,8.3035,53.84753338517823,34.367379946985565,38.39009626040486,13.573220992127856,1.2044664388391528,-6.585032139985367,61.48816439537193,-2.7275755000494453,2.491984049764522,-33.19835501009534
14,31.5487,104.0029,11.9821,6.0,22.0,405358.0113882109,3490845.1776750414,1240.1752664778119,557.442615807001,10.4821,58.55797361683834,34.64724173508277,38.825567793966435,13.439203246976335,1.7272299509323312,-5.5197891746604695,64.00865569083307,-5.2874198743064005,3.06831020477628,-32.29198341974712
15,31.5688,103.9766,14.1606,6.0,26.0,402882.39799960423,3493096.151927228,1237.2568426909165,560.0962194882159,12.6606,61.38978899783035,35.07250577570068,39.54671983168589,12.720982608762668,1.7582964600660946,-4.453181023227691,65.01714946478725,-6.847646824794979,3.251660464284866,-31.429817212586485
16,31.589,103.9502,16.3392,6.0,30.0,400398.4767761377,3495358.9251179523,1234.3286250553588,562.7637325718629,14.839200000000002,62.86517128845481,35.839847727819766,40.5013403547187,12.051486156580808,1.4048214009084337,-3.703413840104922,65.4988175736408,-7.378607483364333,3.2724038499414334,-31.227582215046734
17,31.6091,103.9238,18.5177,6.0,34.0,397915.53055211884,3497611.2427687836,1231.4015568163886,565.4189199440439,17.0177,63.68188371202432,36.787280004547846,41.54982085017151,11.767663044614919,0.9418360706451648,-3.451194684379745,66.15744652390048,-7.242345451658231,3.2165999307584325,-31.76994378000201
