,lat_deg,lon_deg,depth_km,x_local_km,y_local_km,utm_lon,utm_lat
0,31.697500000000002,104.2813,1.6839,2.0,1.9443999999999999,431892.20808443858,3507131.1022224352
1,31.7134,104.2726,5.0518000000000001,2.0,5.8333000000000004,431079.48996789183,3508898.9468228174
2,31.729199999999999,104.26390000000001,8.4197000000000006,2.0,9.7222000000000008,430266.98296316847,3510655.7804450286
3,31.745100000000001,104.2552,11.787599999999999,2.0,13.6111,429454.8361236843,3512423.77147335
4,31.760899999999999,104.2465,15.1554,2.0,17.5,428642.89892331086,3514180.7515522521
5,31.776700000000002,104.23779999999999,18.523299999999999,2.0,21.3889,427831.24643808237,3515937.8049175763
6,31.7926,104.2291,21.891200000000001,2.0,25.277799999999999,427019.957426332,3517706.0159531925
7,31.808399999999999,104.2204,25.2591,2.0,29.166699999999999,426208.87583837693,3519463.2160809045
8,31.824300000000001,104.21169999999999,28.626999999999999,2.0,33.055599999999998,425398.15993371914,3521231.5740550268
9,31.682300000000001,104.24299999999999,1.6839,6.0,1.9443999999999999,428250.91156227351,3505470.8738140175
10,31.6981,104.2343,5.0518000000000001,6.0,5.8333000000000004,427438.59191337618,3507227.9251623754
11,31.713999999999999,104.2256,8.4197000000000006,6.0,9.7222000000000008,426626.6353173941,3508996.1339859278
12,31.729800000000001,104.2169,11.787599999999999,6.0,13.6111,425814.88536077808,3510753.3319674651
13,31.745699999999999,104.20820000000001,15.1554,6.0,17.5,425003.50066355546,3512521.6876010173
14,31.761500000000002,104.1995,18.523299999999999,6.0,21.3889,424192.32112883002,3514279.032419574
15,31.7774,104.1908,21.891200000000001,6.0,25.277799999999999,423381.50906316808,3516047.5350668868
16,31.793199999999999,104.18210000000001,25.2591,6.0,29.166699999999999,422570.90067995666,3517805.0269253482
17,31.809000000000001,104.1733,28.626999999999999,6.0,33.055599999999998,421751.11218005151,3519562.6643482
18,31.667100000000001,104.2047,1.6839,10.0,1.9443999999999999,424608.42230946897,3503811.91073186
19,31.6829,104.196,5.0518000000000001,10.0,5.8333000000000004,423796.57447384798,3505569.2531980658
20,31.698799999999999,104.18729999999999,8.4197000000000006,10.0,9.7222000000000008,422985.09367779212,3507337.7532991995
21,31.714600000000001,104.1786,11.787599999999999,10.0,13.6111,422173.81578854419,3509095.2426776458
22,31.730399999999999,104.1699,15.1554,10.0,17.5,421362.82268480014,3510852.8055695025
23,31.746300000000002,104.16119999999999,18.523299999999999,10.0,21.3889,420552.19993558706,3512621.5263621761
24,31.7621,104.1524,21.891200000000001,10.0,25.277799999999999,419732.30756546091,3514379.3102183007
25,31.777999999999999,104.1437,25.2591,10.0,29.166699999999999,418922.25968173711,3516148.1791824931
26,31.793800000000001,104.13500000000001,28.626999999999999,10.0,33.055599999999998,418112.41099044308,3517906.0374869974
27,31.651800000000001,104.1664,1.6839,14.0,1.9443999999999999,420964.65567583055,3502143.1278018681
28,31.6677,104.15770000000001,5.0518000000000001,14.0,5.8333000000000004,420153.3636540455,3503911.8457785444
29,31.683499999999999,104.149,8.4197000000000006,14.0,9.7222000000000008,419342.27154968679,3505669.5531370412
30,31.699400000000001,104.1403,11.787599999999999,14.0,13.6111,418531.55157406291,3507438.418381406
31,31.715199999999999,104.13160000000001,15.1554,14.0,17.5,417721.03003544395,3509196.2730324655
32,31.731000000000002,104.1228,18.523299999999999,14.0,21.3889,416901.32008414349,3510954.2776690228
33,31.7469,104.11409999999999,21.891200000000001,14.0,25.277799999999999,416091.46069918404,3512723.3649536422
34,31.762699999999999,104.1054,25.2591,14.0,29.166699999999999,415281.79751483223,3514481.4416809482
35,31.778500000000001,104.0967,28.626999999999999,14.0,33.055599999999998,414472.41997174401,3516239.5922619947
