,lat_deg,lon_deg,depth_km,x_local_km,y_local_km,utm_lon,utm_lat
0,31.6313,104.12649999999999,1.4993000000000001,2.0,2.0499999999999998,417163.3497242899,3499900.4425234757
1,31.648199999999999,104.1045,4.4977999999999998,2.0,6.1500000000000004,415092.30662083428,3501790.5707678604
2,31.664999999999999,104.0826,7.4964000000000004,2.0,10.25,413031.40739641193,3503669.9704630398
3,31.681799999999999,104.06059999999999,10.494899999999999,2.0,14.35,410961.77889121469,3505549.8836171688
4,31.698599999999999,104.0386,13.493499999999999,2.0,18.449999999999999,408892.90347258601,3507430.2328329789
5,31.715399999999999,104.0166,16.492000000000001,2.0,22.550000000000001,406824.78156276589,3509311.0184740638
6,31.732199999999999,103.99460000000001,19.490600000000001,2.0,26.649999999999999,404757.4135846243,3511192.2409033445
7,31.748999999999999,103.9726,22.489100000000001,2.0,30.75,402690.79996165127,3513073.9004830667
8,31.765799999999999,103.95059999999999,25.4877,2.0,34.850000000000001,400624.94111796562,3514955.9975748016
9,31.782599999999999,103.9286,28.4862,2.0,38.950000000000003,398559.83747831226,3516838.5325394487
10,31.604600000000001,104.09820000000001,1.4993000000000001,6.0,2.0499999999999998,414455.05417014373,3496962.7687473348
11,31.621400000000001,104.0763,4.4977999999999998,6.0,6.1500000000000004,412393.27225829556,3498842.2640326237
12,31.638200000000001,104.0543,7.4964000000000004,6.0,10.25,410322.75570123934,3500722.2730407971
13,31.655000000000001,104.03230000000001,10.494899999999999,6.0,14.35,408252.99129820394,3502602.7178886272
14,31.671800000000001,104.0104,13.493499999999999,6.0,18.449999999999999,406193.45913575293,3504483.5129605508
15,31.688600000000001,103.9884,16.492000000000001,6.0,22.550000000000001,404125.19862890325,3506364.828643098
16,31.705400000000001,103.96639999999999,19.490600000000001,6.0,26.649999999999999,402057.69154414593,3508246.5812561661
17,31.722200000000001,103.9444,22.489100000000001,6.0,30.75,399990.93830550869,3510128.7711624093
18,31.739000000000001,103.9224,25.4877,6.0,34.850000000000001,397924.93933764088,3512011.3987238104
19,31.755800000000001,103.9003,28.4862,6.0,38.950000000000003,395850.22379874607,3513894.5599830062
