,lat_deg,lon_deg,depth_km,x_local_km,y_local_km,utm_lon,utm_lat
0,31.474599999999999,104.1627,1.0892999999999999,2.0,2.0,420463.58900211891,3482504.922705377
1,31.494800000000001,104.13639999999999,3.2677999999999998,2.0,6.0,417982.85269614065,3484763.2390417201
2,31.515000000000001,104.1101,5.4463999999999997,2.0,10.0,415503.19285477197,3487022.1756568467
3,31.5351,104.0838,7.6249000000000002,2.0,14.0,413024.51749593997,3489270.6491025914
4,31.555299999999999,104.0575,9.8034999999999997,2.0,18.0,410547.01005029608,3491530.8281048173
5,31.575500000000002,104.0311,11.982100000000001,2.0,22.0,408061.0918420591,3493791.7133130403
6,31.595600000000001,104.0048,14.160600000000001,2.0,26.0,405585.64355662692,3496042.0553100887
7,31.6158,103.97839999999999,16.339200000000002,2.0,30.0,403101.8881441718,3498304.1936349757
8,31.635899999999999,103.95200000000001,18.517700000000001,2.0,34.0,400619.111246821,3500555.876212487
9,31.447900000000001,104.1345,1.0892999999999999,6.0,2.0,417761.40203309216,3479566.3103425009
10,31.4681,104.1082,3.2677999999999998,6.0,6.0,415280.50978687254,3481825.2579750535
11,31.488199999999999,104.0819,5.4463999999999997,6.0,10.0,412800.60049473349,3484073.7420859039
12,31.508400000000002,104.0556,7.6249000000000002,6.0,14.0,410321.85772577836,3486333.9312496874
13,31.528500000000001,104.02930000000001,9.8034999999999997,6.0,18.0,407844.09393550013,3488583.6580145718
14,31.5487,104.0029,11.982100000000001,6.0,22.0,405358.01138821087,3490845.1776750414
15,31.5688,103.9766,14.160600000000001,6.0,26.0,402882.39799960429,3493096.1519272276
16,31.588999999999999,103.9502,16.339200000000002,6.0,30.0,400398.47677613772,3495358.9251179532
17,31.609100000000002,103.9238,18.517700000000001,6.0,34.0,397915.53055211878,3497611.2427687841
18,31.421099999999999,104.1063,1.0892999999999999,10.0,2.0,415057.6132949256,3476617.2942972402
19,31.441299999999998,104.08,3.2677999999999998,10.0,6.0,412576.56176031946,3478876.8728219364
20,31.461500000000001,104.05370000000001,5.4463999999999997,10.0,10.0,410096.58522034,3481137.0720364223
21,31.4816,104.0274,7.6249000000000002,10.0,14.0,407617.58613647718,3483386.8085019579
22,31.501799999999999,104.00109999999999,9.8034999999999997,10.0,18.0,405139.75905836665,3485648.2509274418
23,31.521899999999999,103.9748,11.982100000000001,10.0,22.0,402662.90545972111,3487899.231721174
24,31.542100000000001,103.94840000000001,14.160600000000001,10.0,26.0,400177.73785475176,3490162.0110360892
25,31.562200000000001,103.92200000000001,16.339200000000002,10.0,30.0,397693.54374282772,3492414.3344637188
26,31.5823,103.89570000000001,18.517700000000001,10.0,34.0,395219.9164609689,3494667.1910601803
27,31.394400000000001,104.0782,1.0892999999999999,14.0,2.0,412361.90933951538,3473679.9615652561
28,31.4145,104.0519,3.2677999999999998,14.0,6.0,409880.60296990618,3475929.0844903258
29,31.434699999999999,104.0256,5.4463999999999997,14.0,10.0,407400.46375816938,3478189.9121631379
30,31.454799999999999,103.99930000000001,7.6249000000000002,14.0,14.0,404921.29850373481,3480440.2772951629
31,31.475000000000001,103.9729,9.8034999999999997,14.0,18.0,402433.80762490089,3482702.4375105882
32,31.495100000000001,103.9466,11.982100000000001,14.0,22.0,399956.78838215308,3484954.0496921055
33,31.5153,103.92019999999999,14.160600000000001,14.0,26.0,397471.45441979554,3487217.4630045276
34,31.535399999999999,103.8939,16.339200000000002,14.0,30.0,394996.58410141547,3489470.324763081
35,31.555499999999999,103.86750000000001,18.517700000000001,14.0,34.0,392513.29531507898,3491723.9092471804
36,31.367599999999999,104.05,1.0892999999999999,18.0,2.0,409655.09594420303,3470732.3003864675
37,31.387799999999999,104.02370000000001,3.2677999999999998,18.0,6.0,407173.72461067419,3472993.1374599952
38,31.407900000000001,103.9974,5.4463999999999997,18.0,10.0,404693.3257144927,3475243.5116414772
39,31.428100000000001,103.97110000000001,7.6249000000000002,18.0,14.0,402214.09944581933,3477505.5914853853
40,31.4482,103.9448,9.8034999999999997,18.0,18.0,399735.84164640534,3479757.2095573628
41,31.468299999999999,103.91840000000001,11.982100000000001,18.0,22.0,397249.1537158243,3482009.5441143508
42,31.488499999999998,103.8921,14.160600000000001,18.0,26.0,394773.15115961892,3484273.4951434969
43,31.508600000000001,103.8657,16.339200000000002,18.0,30.0,392288.61468200519,3486527.0843284018
44,31.528700000000001,103.83929999999999,18.517700000000001,18.0,34.0,389805.15465613129,3488781.302897166
45,31.340900000000001,104.0219,1.0892999999999999,22.0,2.0,406956.38112175686,3467796.3156493148
46,31.361000000000001,103.9956,3.2677999999999998,22.0,6.0,404474.74814828677,3470046.6964618783
47,31.3811,103.9693,5.4463999999999997,22.0,10.0,401994.18254493258,3472297.6984367943
48,31.401299999999999,103.943,7.6249000000000002,22.0,14.0,399514.7915866301,3474560.4062811313
49,31.421399999999998,103.9166,9.8034999999999997,22.0,18.0,397026.86045913503,3476812.7462673476
50,31.441500000000001,103.8903,11.982100000000001,22.0,22.0,394549.50601608132,3479065.6179212565
51,31.4617,103.8639,14.160600000000001,22.0,26.0,392063.83540538902,3481330.2959161978
52,31.4818,103.83759999999999,16.339200000000002,22.0,30.0,389588.62694986461,3483584.4179851436
53,31.501899999999999,103.8112,18.517700000000001,22.0,34.0,387104.9930515493,3485839.2679853048
54,31.3141,103.9937,1.0892999999999999,26.0,2.0,404246.54866526404,3464850.0051828441
55,31.334199999999999,103.9675,3.2677999999999998,26.0,6.0,401774.26493630913,3467100.9263808979
56,31.354399999999998,103.94119999999999,5.4463999999999997,26.0,10.0,399293.63857855165,3469363.6398117961
57,31.374500000000001,103.9148,7.6249000000000002,26.0,14.0,396804.46581815096,3471615.9851109874
58,31.394600000000001,103.88849999999999,9.8034999999999997,26.0,18.0,394325.87301035959,3473868.8615758135
59,31.4147,103.8622,11.982100000000001,26.0,22.0,391848.34901324386,3476122.3613148956
60,31.434899999999999,103.83580000000001,14.160600000000001,26.0,26.0,389362.50811375782,3478387.6699954108
61,31.454999999999998,103.8095,16.339200000000002,26.0,30.0,386887.12863459735,3480642.4205707847
62,31.475100000000001,103.7831,18.517700000000001,26.0,34.0,384403.32022599579,3482897.9016735069
63,31.287299999999998,103.96559999999999,1.0892999999999999,30.0,2.0,401544.72461199819,3461904.2804445401
64,31.307400000000001,103.9393,3.2677999999999998,30.0,6.0,399062.75977035135,3464155.9177296357
65,31.3276,103.913,5.4463999999999997,30.0,10.0,396581.9701695143,3466419.260593303
66,31.3477,103.8867,7.6249000000000002,30.0,14.0,394102.14055458992,3468672.1417515958
67,31.367799999999999,103.8604,9.8034999999999997,30.0,18.0,391623.37828832952,3470925.6457610391
68,31.387899999999998,103.83410000000001,11.982100000000001,30.0,22.0,389145.68409776251,3473179.7732550753
69,31.408100000000001,103.8077,14.160600000000001,30.0,26.0,386659.67226638517,3475445.7122913352
70,31.4282,103.7814,16.339200000000002,30.0,30.0,384184.12112368061,3477701.0910455259
71,31.4483,103.755,18.517700000000001,30.0,34.0,381700.1375654632,3479957.2029221598
72,31.2605,103.9375,1.0892999999999999,34.0,2.0,398841.39724075038,3458959.2248713188
73,31.2806,103.91119999999999,3.2677999999999998,34.0,6.0,396359.26451150508,3461211.4887378598
74,31.300799999999999,103.88500000000001,5.4463999999999997,34.0,10.0,393887.82637037052,3463475.3621565555
75,31.320900000000002,103.8586,7.6249000000000002,34.0,14.0,391398.31004847155,3465728.9665569402
76,31.341000000000001,103.8323,9.8034999999999997,34.0,18.0,388919.37768313166,3467983.0977796777
77,31.3611,103.806,11.982100000000001,34.0,22.0,386441.51265824225,3470237.8526986432
