   9.5738853e+01   9.5738853e+01   1.2670328e+02   1.2670328e+02  -2.2210526e+01  -3.5000000e+01  -3.5000000e+01  -2.2210526e+01   1.3055756e-17   8.0531286e-01
   1.2670328e+02   1.2670328e+02   1.5766770e+02   1.5766770e+02  -2.2210526e+01  -3.5000000e+01  -3.5000000e+01  -2.2210526e+01   1.1771569e-18   7.1233556e+00
   1.5766770e+02   1.5766770e+02   1.8863212e+02   1.8863212e+02  -2.2210526e+01  -3.5000000e+01  -3.5000000e+01  -2.2210526e+01  -8.8416108e+00   1.7417318e+00
   1.8863212e+02   1.8863212e+02   2.1959654e+02   2.1959654e+02  -2.2210526e+01  -3.5000000e+01  -3.5000000e+01  -2.2210526e+01  -1.3822630e+01  -1.6438155e-14
   2.1959654e+02   2.1959654e+02   2.5056097e+02   2.5056097e+02  -2.2210526e+01  -3.5000000e+01  -3.5000000e+01  -2.2210526e+01  -8.4428228e-01  -2.0602098e-14
   9.5738853e+01   9.5738853e+01   1.1785630e+02   1.1785630e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -4.4574648e+01   9.7411245e+01
   1.1785630e+02   1.1785630e+02   1.3997374e+02   1.3997374e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -6.2749131e+01   7.5566939e+01
   1.3997374e+02   1.3997374e+02   1.6209119e+02   1.6209119e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -7.2464656e+01   1.6405858e+02
   1.6209119e+02   1.6209119e+02   1.8420863e+02   1.8420863e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -1.5709860e+02   7.7271378e+01
   1.8420863e+02   1.8420863e+02   2.0632608e+02   2.0632608e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -1.1460432e+02  -2.0120921e-16
   2.0632608e+02   2.0632608e+02   2.2844352e+02   2.2844352e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -1.5673958e+02   2.1425068e+01
   2.2844352e+02   2.2844352e+02   2.5056097e+02   2.5056097e+02  -1.3684211e+01  -2.2210526e+01  -2.2210526e+01  -1.3684211e+01  -1.7229392e+02   8.2236734e+01
   9.5738853e+01   9.5738853e+01   1.0981359e+02   1.0981359e+02  -8.0000000e+00  -1.3684211e+01  -1.3684211e+01  -8.0000000e+00  -1.8772336e+02   2.3930915e+02
   1.0981359e+02   1.0981359e+02   1.2388833e+02   1.2388833e+02  -8.0000000e+00  -1.3684211e+01  -1.3684211e+01  -8.0000000e+00  -2.0171052e+02   2.0129152e+02
   1.2388833e+02   1.2388833e+02   1.3796307e+02   1.3796307e+02  -8.0000000e+00  -1.3684211e+01  -1.3684211e+01  -8.0000000e+00  -2.4039927e+02   1.6212613e+02
