east_utm48,north_utm48,z,strike_slip,dip_slip,net_slip,strike,dip
556466,3617519,22.27975224346148,5.1819661999999996e-21,0.8576003,0.8576003,-128,70
538795,3610145,22.27975224346148,-1.9846635e-20,2.2708763,2.2708763,-128,70
521124,3602772,22.27975224346148,-1.7717554,6.622271899999999,6.8551879853844095,-128,70
503453,3595398,22.27975224346148,-5.3655382000000005,4.8240935,7.215322464893824,-128,70
485782,3588025,22.27975224346148,-5.9778395,1.8531800999999999,6.258501543564263,-128,70
560255,3615543,13.261375099883963,-28.174771000000003,39.602446,48.60217536371553,-128,70
547632,3610276,13.261375099883963,-0.61047471,49.966013000000004,49.969742189526244,-128,70
535010,3605009,13.261375099883963,-41.1269,58.801173999999996,71.75653257640224,-128,70
522388,3599742,13.261375099883963,-73.338859,173.13509,188.02751827519816,-128,70
509766,3594476,13.261375099883963,-157.42837,215.06041000000002,266.5233041034592,-128,70
497143,3589209,13.261375099883963,-260.21369,141.47965,296.1885477656734,-128,70
484521,3583942,13.261375099883963,-297.29256000000004,143.68788999999998,330.1955117260162,-128,70
563392,3614481,7.249123890093897,-48.933440999999995,84.669754,97.79288772973726,-128,70
555360,3611129,7.249123890093897,-19.208087,45.747211,49.61610545456072,-128,70
547328,3607778,7.249123890093897,-6.8075054,85.042608,85.31463711000998,-128,70
539295,3604426,7.249123890093897,-59.69002,102.58373,118.6858043251732,-128,70
531263,3601075,7.249123890093897,-112.68311000000001,110.41955,157.76552317117515,-128,70
523231,3597723,7.249123890093897,-113.45346,216.48187000000001,244.40967170852406,-128,70
515198,3594371,7.249123890093897,-200.97576999999998,281.46932999999996,345.8558136821496,-128,70
507166,3591020,7.249123890093897,-305.28222999999997,278.43442000000005,413.18635770619204,-128,70
499134,3587668,7.249123890093897,-464.88284000000004,199.54583,505.8997857252507,-128,70
491101,3584317,7.249123890093897,-464.05069000000003,155.51363999999998,489.4155035504349,-128,70
483069,3580965,7.249123890093897,-489.64450999999997,212.64946,533.8272557779638,-128,70
565209,3613658,3.2409564012389773,-59.893716000000005,69.324259,91.61391871428565,-128,70
559687,3611354,3.2409564012389773,-47.87184,41.210133,63.16635280640548,-128,70
554165,3609050,3.2409564012389773,-31.763332000000002,43.602183000000004,53.9449684596044,-128,70
548642,3606746,3.2409564012389773,-11.179858,81.011199,81.77899234105153,-128,70
543120,3604441,3.2409564012389773,-42.213539000000004,132.59559,139.15305732305208,-128,70
537598,3602137,3.2409564012389773,-114.86478000000001,114.48481000000001,162.17487291557995,-128,70
532076,3599833,3.2409564012389773,-146.41092,114.65431000000001,185.96173879812616,-128,70
526553,3597529,3.2409564012389773,-160.41471,161.83531000000002,227.8673885117838,-128,70
521031,3595224,3.2409564012389773,-208.70103999999998,223.02547,305.44473209699083,-128,70
515509,3592920,3.2409564012389773,-261.02198,238.88083999999998,353.83121648919837,-128,70
509987,3590616,3.2409564012389773,-290.60211,265.67222000000004,393.7401615484259,-128,70
504465,3588312,3.2409564012389773,-431.54823,264.63038,506.22437005252647,-128,70
498942,3586008,3.2409564012389773,-568.5871,184.42082,597.747713618281,-128,70
493420,3583703,3.2409564012389773,-609.7686,153.49566000000002,628.7914305910948,-128,70
487898,3581399,3.2409564012389773,-628.03269,162.2282,648.6470909391917,-128,70
482376,3579095,3.2409564012389773,-637.22993,211.87007999999997,671.528789023234,-128,70
566504,3613145,0.568844679356189,-71.925735,40.137615000000004,82.36710200789179,-128,70
562822,3611609,0.568844679356189,-64.770973,37.406015999999994,74.7963165962,-128,70
559141,3610072,0.568844679356189,-54.941476,34.002461,64.61217485207487,-128,70
555459,3608536,0.568844679356189,-52.088115,36.114202,63.38302067864886,-128,70
551778,3607000,0.568844679356189,-34.86933,51.596298,62.273976442441054,-128,70
548097,3605464,0.568844679356189,-24.024244,76.33561999999999,80.02681538431936,-128,70
544415,3603928,0.568844679356189,-43.308987,103.67645,112.35868742366416,-128,70
540734,3602392,0.568844679356189,-107.03811,121.13508999999999,161.65044701973514,-128,70
537052,3600856,0.568844679356189,-138.58701000000002,109.24145,176.46544630278927,-128,70
533371,3599319,0.568844679356189,-143.84245,109.12008999999999,180.54873154805216,-128,70
529689,3597783,0.568844679356189,-166.01851000000002,124.98538,207.80637833417074,-128,70
526008,3596247,0.568844679356189,-200.6876,163.13817,258.6301902421852,-128,70
522326,3594711,0.568844679356189,-229.33631,187.80737,296.42326378125756,-128,70
518645,3593175,0.568844679356189,-267.42671,207.31116,338.37104232184186,-128,70
514963,3591639,0.568844679356189,-287.04622,223.1893,363.6055500824738,-128,70
511282,3590103,0.568844679356189,-289.12678999999997,238.67907000000002,374.9159894586639,-128,70
507600,3588566,0.568844679356189,-342.09634,257.90515,428.42148900109817,-128,70
503919,3587030,0.568844679356189,-488.1774,225.21137000000002,537.6219257508355,-128,70
500237,3585494,0.568844679356189,-578.9903,205.82811,614.4875738045987,-128,70
496556,3583958,0.568844679356189,-687.4699,153.64773,704.4306128641507,-128,70
492874,3582422,0.568844679356189,-716.4232900000001,156.82628,733.3872187003687,-128,70
489193,3580886,0.568844679356189,-729.75788,144.00191,743.830029983828,-128,70
485511,3579349,0.568844679356189,-704.59838,168.04076,724.3594232975795,-128,70
481830,3577813,0.568844679356189,-736.74243,184.45524,759.4821549751927,-128,70
