3.4597885e+02,3.4597885e+02,3.4988716e+02,3.4988716e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,1.8701142e-13,-1.1639712e-12
3.4988716e+02,3.4988716e+02,3.5379548e+02,3.5379548e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,2.2044928e-13,5.7362963e+01
3.5379548e+02,3.5379548e+02,3.5770379e+02,3.5770379e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-5.9957814e+01,1.2744620e+02
3.5770379e+02,3.5770379e+02,3.6161210e+02,3.6161210e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.9071749e+02,1.9596077e+02
3.6161210e+02,3.6161210e+02,3.6552042e+02,3.6552042e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-2.9534994e+02,1.7548079e+02
3.6552042e+02,3.6552042e+02,3.6942873e+02,3.6942873e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.7017400e+02,4.5268948e+02
3.6942873e+02,3.6942873e+02,3.7333705e+02,3.7333705e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.9736797e+02,5.8416242e+02
3.7333705e+02,3.7333705e+02,3.7724536e+02,3.7724536e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.8050139e+02,5.6113117e+02
3.7724536e+02,3.7724536e+02,3.8115367e+02,3.8115367e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.4805673e+02,4.9739989e+02
3.8115367e+02,3.8115367e+02,3.8506199e+02,3.8506199e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-9.5420799e+01,4.6702189e+02
3.8506199e+02,3.8506199e+02,3.8897030e+02,3.8897030e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-7.5111627e+01,4.6292588e+02
3.8897030e+02,3.8897030e+02,3.9287862e+02,3.9287862e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-5.3566225e+01,9.9815173e+02
3.9287862e+02,3.9287862e+02,3.9678693e+02,3.9678693e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-2.9424009e+01,1.1047711e+03
3.9678693e+02,3.9678693e+02,4.0069524e+02,4.0069524e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,4.0884121e-13,4.9850611e+02
4.0069524e+02,4.0069524e+02,4.0460356e+02,4.0460356e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-6.1993533e-01,3.4459838e+02
4.0460356e+02,4.0460356e+02,4.0851187e+02,4.0851187e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.6074394e+01,4.1508544e+02
4.0851187e+02,4.0851187e+02,4.1242019e+02,4.1242019e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,8.5700499e-13,1.1301447e+03
4.1242019e+02,4.1242019e+02,4.1632850e+02,4.1632850e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-1.5391785e-13,-2.8227625e-13
4.1632850e+02,4.1632850e+02,4.2023681e+02,4.2023681e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-8.5873022e-14,1.5950558e+01
