3.3816222e+02,3.3816222e+02,3.5184132e+02,3.5184132e+02,-1.1692308e+01,-2.0000000e+01,-2.0000000e+01,-1.1692308e+01,-1.6269641e-13,-6.3751357e-13
3.5184132e+02,3.5184132e+02,3.6552042e+02,3.6552042e+02,-1.1692308e+01,-2.0000000e+01,-2.0000000e+01,-1.1692308e+01,-4.5648295e+00,-3.3051923e-14
3.6552042e+02,3.6552042e+02,3.7919952e+02,3.7919952e+02,-1.1692308e+01,-2.0000000e+01,-2.0000000e+01,-1.1692308e+01,7.3537024e-14,2.0080269e-15
3.7919952e+02,3.7919952e+02,3.9287862e+02,3.9287862e+02,-1.1692308e+01,-2.0000000e+01,-2.0000000e+01,-1.1692308e+01,2.8522198e-13,-2.0281547e-14
3.9287862e+02,3.9287862e+02,4.0655772e+02,4.0655772e+02,-1.1692308e+01,-2.0000000e+01,-2.0000000e+01,-1.1692308e+01,2.2426370e-13,9.0226534e-01
4.0655772e+02,4.0655772e+02,4.2023681e+02,4.2023681e+02,-1.1692308e+01,-2.0000000e+01,-2.0000000e+01,-1.1692308e+01,-1.4831445e-15,3.6737020e+00
3.3816222e+02,3.3816222e+02,3.4728162e+02,3.4728162e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-1.6702297e-01,-5.5240728e-14
3.4728162e+02,3.4728162e+02,3.5640102e+02,3.5640102e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-4.4767078e+01,5.2140036e-14
3.5640102e+02,3.5640102e+02,3.6552042e+02,3.6552042e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-1.2877212e+02,-7.0052273e-13
3.6552042e+02,3.6552042e+02,3.7463982e+02,3.7463982e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-5.7481836e+01,2.5388623e+01
3.7463982e+02,3.7463982e+02,3.8375922e+02,3.8375922e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,5.5280312e-15,-5.0211619e-14
3.8375922e+02,3.8375922e+02,3.9287862e+02,3.9287862e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-6.0344148e-14,1.2294652e+02
3.9287862e+02,3.9287862e+02,4.0199802e+02,4.0199802e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-9.9097342e-13,4.5671822e+01
4.0199802e+02,4.0199802e+02,4.1111741e+02,4.1111741e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-8.7619100e+00,-8.2081523e-14
4.1111741e+02,4.1111741e+02,4.2023681e+02,4.2023681e+02,-6.1538462e+00,-1.1692308e+01,-1.1692308e+01,-6.1538462e+00,-1.2842894e+02,-2.7910293e-13
3.3816222e+02,3.3816222e+02,3.4402469e+02,3.4402469e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-6.6669495e+00,5.7020319e+00
3.4402469e+02,3.4402469e+02,3.4988716e+02,3.4988716e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-2.3325386e-13,1.0609301e+01
3.4988716e+02,3.4988716e+02,3.5574963e+02,3.5574963e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-3.2132277e+01,4.4972582e+01
3.5574963e+02,3.5574963e+02,3.6161210e+02,3.6161210e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-1.5088253e+02,1.0853952e+02
3.6161210e+02,3.6161210e+02,3.6747458e+02,3.6747458e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-1.8807144e+02,1.6103201e+02
3.6747458e+02,3.6747458e+02,3.7333705e+02,3.7333705e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-1.4556265e+02,3.4448566e+02
3.7333705e+02,3.7333705e+02,3.7919952e+02,3.7919952e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-1.0981709e+02,3.2643907e+02
3.7919952e+02,3.7919952e+02,3.8506199e+02,3.8506199e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-5.7253128e+01,3.1376104e+02
3.8506199e+02,3.8506199e+02,3.9092446e+02,3.9092446e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-5.7959482e-14,6.6084882e+02
3.9092446e+02,3.9092446e+02,3.9678693e+02,3.9678693e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-7.8947916e+01,6.1844097e+02
3.9678693e+02,3.9678693e+02,4.0264940e+02,4.0264940e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-1.2428613e+01,3.5477165e+02
4.0264940e+02,4.0264940e+02,4.0851187e+02,4.0851187e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,1.6356040e-13,3.5530879e+02
4.0851187e+02,4.0851187e+02,4.1437434e+02,4.1437434e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,-1.3096152e+02,1.6861766e+02
4.1437434e+02,4.1437434e+02,4.2023681e+02,4.2023681e+02,-2.4615385e+00,-6.1538462e+00,-6.1538462e+00,-2.4615385e+00,1.1851552e-13,1.8735316e-13
3.3816222e+02,3.3816222e+02,3.4207053e+02,3.4207053e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,-2.6225186e+00,-1.4771283e-12
3.4207053e+02,3.4207053e+02,3.4597885e+02,3.4597885e+02,-0.0000000e+00,-2.4615385e+00,-2.4615385e+00,-0.0000000e+00,1.9468812e-12,-1.1500240e-12
