,east_utm48,north_utm48,z,strike_slip,dip_slip,net_slip,strike,dip,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs
16,424054,3474337,7.2491238900939265,112.68311,110.41955,157.76552317117515,-128.0,70.0,20.829515718750308,28.14442527369062,19.59756934658311,1.1705429611614169,5.384428523349259,-4.003773675823187,1262.2153871748833,537.9816375190071,6.3981238900939275,27.852257933728904,-3.465540981168941,-2.9927771762183832,-12.132414979168468
17,424046,3474334,7.2491238900939265,113.45346,216.48187,244.4096717085241,-128.0,70.0,20.832705415203453,28.14659013683993,19.600846070135287,1.1698930463117292,5.386703142641447,-4.005551956681736,1262.2059562231834,537.9781009121198,6.3981238900939275,27.857253611726733,-3.467717032825364,-2.9919236233996416,-12.134322867129324
18,424038,3474330,7.2491238900939265,200.97577,281.46933,345.85581368214963,-128.0,70.0,20.835568337738614,28.14845471532844,19.60368242037498,1.1693196136658313,5.388706117127736,-4.007170316914704,1262.196525271484,537.9733854362698,6.3981238900939275,27.861669718298725,-3.4696504880370718,-2.991139071867132,-12.136020772692044
19,424030,3474327,7.2491238900939265,305.28223,278.43442000000005,413.18635770619204,-128.0,70.0,20.83875695252784,28.150619216384285,19.606953307950075,1.168668707102738,5.390978845731121,-4.008947770193792,1262.187094319784,537.9698488293825,6.3981238900939275,27.866663835324122,-3.47182316755328,-2.9902859569526306,-12.137928221949961
20,424022,3474323,7.2491238900939265,464.88284,199.54583,505.8997857252507,-128.0,70.0,20.84161862698943,28.1524833770728,19.609782924370283,1.1680941301720977,5.392979638653559,-4.010565175527488,1262.1776633680845,537.9651333535327,6.3981238900939275,27.871078140774387,-3.4737527318341126,-2.989501910694188,-12.139626077620182
21,424014,3474320,7.2491238900939265,464.05069,155.51363999999995,489.4155035504349,-128.0,70.0,20.844806160114537,28.154647516035034,19.613047975968076,1.1674422318956408,5.395250476567993,-4.0123418012270085,1262.1682324163846,537.9615967466452,6.3981238900939275,27.87607069682703,-3.4759220392099666,-2.9886492336839625,-12.141533097337678
22,424006,3474317,7.2491238900939265,489.64451,212.64946,533.8272557779638,-128.0,70.0,20.84799319401033,28.15681148787735,19.6163103340382,1.166789875905262,5.397520441856977,-4.014118044966883,1262.158801464685,537.9580601397579,6.3981238900939275,27.881062532431173,-3.478089790213556,-2.98779675878334,-12.143439807191108
23,424088,3474349,3.2409564012390315,59.89371600000001,69.324259,91.61391871428565,-128.0,70.0,16.407423951125146,26.185232373838293,17.478164663437305,2.8436391802199177,2.538432721664374,-2.003276530727443,1262.2554687196068,537.9957839465567,2.3899564012390315,21.476923127063216,-1.6859896283161215,-4.841734682458778,-7.759268295096713
24,424082,3474347,3.2409564012390315,47.87184,41.210133,63.16635280640548,-128.0,70.0,16.410402402840777,26.187178533401397,17.47959277696552,2.842885661473743,2.53977886508115,-2.0043770388773217,1262.2483955058326,537.9934262086317,2.3899564012390315,21.48088995969804,-1.6867615910266631,-4.840961697741727,-7.762124430731222
25,424077,3474345,3.2409564012390315,31.763332,43.602183,53.9449684596044,-128.0,70.0,16.412758033804437,26.188673718636274,17.48069240337623,2.8423093310162866,2.5408299218530295,-2.005252213621393,1262.2425011610205,537.991068470707,2.3899564012390315,21.48397990153667,-1.6873739177265392,-4.840339418968988,-7.764364489059062
26,424071,3474343,3.2409564012390315,11.179858,81.011199,81.77899234105153,-128.0,70.0,16.41573465935492,26.190619029409138,17.482118247371574,2.8415559406787985,2.5421744013431344,-2.006351794436488,1262.2354279472452,537.988710732782,2.3899564012390315,21.487944153840484,-1.6881442383930179,-4.839567162205191,-7.767218591141492
27,424066,3474340,3.2409564012390315,42.213539,132.59559,139.15305732305208,-128.0,70.0,16.417711133318882,26.191734408344654,17.482946567869142,2.8411344101314846,2.5430133422332863,-2.0071012633569665,1262.229533602433,537.9851741258944,2.3899564012390315,21.490386951796072,-1.6886637098093795,-4.8390104772567195,-7.769038757768494
28,424060,3474338,3.2409564012390315,114.86478,114.48481,162.17487291557995,-128.0,70.0,16.420685694508556,26.19367875961539,17.484369846305498,2.8403811649516917,2.5443559407627188,-2.008199795880492,1262.222460388658,537.9828163879697,2.3899564012390315,21.494348287203717,-1.6894321742520808,-4.838239043396653,-7.77189062762797
29,424055,3474336,3.2409564012390315,146.41092,114.65431,185.9617387981261,-128.0,70.0,16.4230377922391,26.19517230262527,17.48546508166319,2.839805082937293,2.545403778197953,-2.009073176433158,1262.216566043846,537.9804586500447,2.3899564012390315,21.497433236662037,-1.6900413239535257,-4.8376181730553345,-7.774126886374678
30,424049,3474333,3.2409564012390315,160.41471,161.83531000000005,227.86738851178382,-128.0,70.0,16.425632362744633,26.1967364601052,17.48661601809512,2.8392066962891005,2.546533501226796,-2.010045579784475,1262.2094928300712,537.9769220431572,2.3899564012390315,21.50074625020895,-1.6907161834838125,-4.836912665346106,-7.776558080618456
31,424044,3474331,3.2409564012390315,208.70104,223.02547,305.44473209699083,-128.0,70.0,16.427982594610857,26.198229135872946,17.487708934582315,2.8386307454748545,2.5475796385630782,-2.0109180128429287,1262.2035984852587,537.9745643052324,2.3899564012390315,21.503828563242227,-1.6913236554445974,-4.836292538783097,-7.778792358191974
32,424038,3474329,3.2409564012390315,261.02198,238.88084,353.83121648919837,-128.0,70.0,16.430953265273963,26.200171678850808,17.48912737792645,2.837877773861642,2.5489186922048583,-2.012014569739878,1262.196525271484,537.9722065673075,2.3899564012390315,21.507784401421777,-1.6920886216193012,-4.83552265578015,-7.781639969660804
33,424033,3474326,3.2409564012390315,290.60211,265.67222000000004,393.74016154842593,-128.0,70.0,16.4329230300653,26.20128393940434,17.489947360357267,2.837456715076864,2.549751519972808,-2.0127606317127653,1262.1906309266715,537.9686699604199,2.3899564012390315,21.510217719464737,-1.6926020603083956,-4.834968645268792,-7.783453252095724
34,424027,3474324,3.2409564012390315,431.54823,264.63038,506.22437005252647,-128.0,70.0,16.435891636367597,26.20322552288007,17.491363238142416,2.8367038886213463,2.5510886926539165,-2.0138561403181456,1262.1835577128968,537.9663122224952,2.3899564012390315,21.51417064074812,-1.6933651702593266,-4.834199585169574,-7.7862986371247676
35,424022,3474322,3.2409564012390315,568.5871,184.42082,597.7477136182811,-128.0,70.0,16.438238335000705,26.20471655642281,17.492451763576586,2.8361281862501584,2.5521316106535537,-2.014726779185194,1262.1776633680845,537.9639544845702,2.3899564012390315,21.517247961401075,-1.6939694652216817,-4.8335808670379805,-7.788529124871331
36,424016,3474319,3.2409564012390315,609.7686,153.49566000000004,628.7914305910947,-128.0,70.0,16.440825640543927,26.206277337193054,17.493593671214207,2.835530310445497,2.55325471414758,-2.01569549335648,1262.1705901543096,537.9604178776826,2.3899564012390315,21.520550709716797,-1.6946377922720788,-4.832878255316924,-7.790952732502631
37,424011,3474317,3.2409564012390315,628.03269,162.2282,648.6470909391918,-128.0,70.0,16.44317047331223,26.20776750349332,17.494679877777628,2.834954739274598,2.5542959320480385,-2.016565184729141,1262.1646958094975,537.9580601397579,2.3899564012390315,21.52362539394404,-1.6952404094936535,-4.832260280963761,-7.793181244087172
38,424005,3474315,3.2409564012390315,637.22993,211.87008,671.528789023234,-128.0,70.0,16.446135189088427,26.20970727867654,17.496090920470813,2.834202186385524,2.5556295598417234,-2.01765871770812,1262.1576225957226,537.9557024018329,2.3899564012390315,21.52757281800001,-1.6960000211767072,-4.831492771721554,-7.796022381887308
39,424089,3474349,0.5688446793561752,71.925735,40.137615,82.3671020078918,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2566475885694,537.9957839465567,-0.2821553206438248,0.0,0.0,0.0,0.0
40,424086,3474347,0.5688446793561752,64.770973,37.406016,74.7963165962,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2531109816825,537.9934262086317,-0.2821553206438248,0.0,0.0,0.0,0.0
41,424082,3474346,0.5688446793561752,54.941476,34.002461,64.61217485207487,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2483955058326,537.9922473396693,-0.2821553206438248,0.0,0.0,0.0,0.0
42,424078,3474344,0.5688446793561752,52.088115,36.114202,63.38302067864886,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2436800299824,537.9898896017444,-0.2821553206438248,0.0,0.0,0.0,0.0
43,424074,3474343,0.5688446793561752,34.86933,51.596298,62.27397644244106,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2389645541325,537.988710732782,-0.2821553206438248,0.0,0.0,0.0,0.0
44,424071,3474341,0.5688446793561752,24.024244,76.33561999999998,80.02681538431936,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2354279472452,537.986352994857,-0.2821553206438248,0.0,0.0,0.0,0.0
45,424067,3474340,0.5688446793561752,43.308987,103.67645,112.35868742366415,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2307124713952,537.9851741258944,-0.2821553206438248,0.0,0.0,0.0,0.0
46,424063,3474338,0.5688446793561752,107.03811,121.13509,161.65044701973514,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2259969955458,537.9828163879697,-0.2821553206438248,0.0,0.0,0.0,0.0
47,424060,3474337,0.5688446793561752,138.58701000000002,109.24145,176.46544630278927,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.222460388658,537.9816375190071,-0.2821553206438248,0.0,0.0,0.0,0.0
48,424056,3474335,0.5688446793561752,143.84245,109.12009,180.54873154805213,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2177449128085,537.9792797810821,-0.2821553206438248,0.0,0.0,0.0,0.0
49,424052,3474334,0.5688446793561752,166.01851000000005,124.98538,207.8063783341708,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2130294369585,537.9781009121198,-0.2821553206438248,0.0,0.0,0.0,0.0
50,424049,3474332,0.5688446793561752,200.6876,163.13817,258.63019024218517,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2094928300712,537.9757431741948,-0.2821553206438248,0.0,0.0,0.0,0.0
51,424045,3474331,0.5688446793561752,229.33631,187.80737,296.4232637812576,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2047773542213,537.9745643052324,-0.2821553206438248,0.0,0.0,0.0,0.0
52,424041,3474329,0.5688446793561752,267.42671,207.31116,338.3710423218418,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.2000618783713,537.9722065673075,-0.2821553206438248,0.0,0.0,0.0,0.0
53,424038,3474327,0.5688446793561752,287.04622,223.1893,363.6055500824738,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.196525271484,537.9698488293825,-0.2821553206438248,0.0,0.0,0.0,0.0
54,424034,3474326,0.5688446793561752,289.12679,238.67907,374.9159894586639,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.191809795634,537.9686699604199,-0.2821553206438248,0.0,0.0,0.0,0.0
55,424030,3474324,0.5688446793561752,342.09634,257.90515,428.42148900109817,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.187094319784,537.9663122224952,-0.2821553206438248,0.0,0.0,0.0,0.0
56,424027,3474323,0.5688446793561752,488.1774,225.21137,537.6219257508355,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1835577128968,537.9651333535327,-0.2821553206438248,0.0,0.0,0.0,0.0
57,424023,3474321,0.5688446793561752,578.9903,205.82811,614.4875738045988,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1788422370469,537.9627756156076,-0.2821553206438248,0.0,0.0,0.0,0.0
58,424019,3474320,0.5688446793561752,687.4699,153.64773,704.4306128641507,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1741267611972,537.9615967466452,-0.2821553206438248,0.0,0.0,0.0,0.0
59,424016,3474318,0.5688446793561752,716.4232900000003,156.82628,733.3872187003687,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1705901543096,537.9592390087204,-0.2821553206438248,0.0,0.0,0.0,0.0
60,424012,3474317,0.5688446793561752,729.75788,144.00191,743.830029983828,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1658746784594,537.9580601397579,-0.2821553206438248,0.0,0.0,0.0,0.0
61,424008,3474315,0.5688446793561752,704.59838,168.04076,724.3594232975795,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1611592026095,537.9557024018329,-0.2821553206438248,0.0,0.0,0.0,0.0
62,424005,3474314,0.5688446793561752,736.74243,184.45524,759.4821549751928,-128.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.1576225957226,537.9545235328703,-0.2821553206438248,0.0,0.0,0.0,0.0
63,423985,3474303,21.412902765106878,-1.3055756e-17,0.80531286,0.80531286,-137.0,35.0,27.77358341749182,30.71907263299996,26.09927477292059,-0.8502555230989418,10.963474253582966,-7.591288841301487,1262.1340452164732,537.9415559742833,20.56190276510688,39.77951200442162,6.3419795154347405,0.7003008808304365,-17.487180147786287
64,423964,3474280,21.412902765106878,-1.1771569e-18,7.1233556,7.1233556,-137.0,35.0,27.775082480874172,30.72042512477735,26.102206021791268,-0.8512380843570979,10.965078354060383,-7.593813760155334,1262.1092889682616,537.9144419881466,20.56190276510688,39.78499267168813,6.342725306895558,0.6996869945137043,-17.489794602493856
65,423943,3474257,21.412902765106878,8.841610800000002,1.7417318,9.011532122886091,-137.0,35.0,27.77658216939316,30.721779339278754,26.105116492959162,-0.8522246483315957,10.966681480199947,-7.596342318159469,1262.0845327200495,537.8873280020098,20.56190276510688,39.790462746775816,6.343483875483183,0.6990699095352262,-17.492390277002546
66,423922,3474235,21.412902765106878,13.822629999999998,-1.6438155e-14,13.822629999999998,-137.0,35.0,27.77826145251645,30.72326767831893,26.10848082644156,-0.853188002773553,10.968478764481851,-7.598944726890117,1262.0597764718375,537.8613928848357,20.56190276510688,39.79646264127557,6.344158557697807,0.6985309869323482,-17.495378595739567
67,423901,3474212,21.412902765106878,0.84428228,-2.0602098e-14,0.84428228,-137.0,35.0,27.779762377718782,30.724625300817838,26.111350193893056,-0.8541824851651613,10.970079963126961,-7.601480484082859,1262.035020223626,537.8342788986988,20.56190276510688,39.80191176227035,6.344942402775434,0.6979075741664988,-17.497937122179387
68,423993,3474301,13.248481908033627,44.574648,97.411245,107.12539333311186,-137.0,35.0,24.747732768530717,29.668476840901736,22.72168196880293,-0.07925386851570053,8.369599509393892,-5.974236962108893,1262.143476168173,537.9391982363584,12.397481908033626,33.747906639290065,5.551523391998699,-0.3142862898981391,-14.688331422987668
69,423978,3474285,13.248481908033627,62.74913100000001,75.566939,98.22329515489125,-137.0,35.0,24.749496279541656,29.66959855347147,22.72375531356172,-0.07988198605218623,8.370994943315909,-5.976078964901066,1262.125793133736,537.9203363329589,12.397481908033626,33.752125475484235,5.552310672667887,-0.3144517610583255,-14.690067348533061
70,423963,3474269,13.248481908033627,72.464656,164.05858,179.34978126781962,-137.0,35.0,24.751258976574842,29.670720744522104,22.72581104652303,-0.08051328885973899,8.37238792507711,-5.977921444673686,1262.1081100992988,537.9014744295594,12.397481908033626,33.75633208977643,5.55310711900262,-0.3146193851015251,-14.691786665548635
71,423948,3474253,13.248481908033627,157.0986,77.271378,175.07380152375424,-137.0,35.0,24.75302085963011,29.67184341405352,22.727849167686596,-0.08114777693833783,8.37377845467736,-5.979764401426657,1262.090427064862,537.8826125261598,12.397481908033626,33.76052648216627,5.553912731002872,-0.31478916202776075,-14.693489373927749
72,423933,3474236,13.248481908033627,114.60432,-2.0120921000000004e-16,114.60432,-137.0,35.0,24.75453382558195,29.672765746761108,22.729369360925695,-0.08177440893425716,8.374921148872378,-5.981488158778914,1262.072744030425,537.862571753798,12.397481908033626,33.764049588492355,5.554761874018996,-0.3150395676002227,-14.694741281747582
73,423918,3474220,13.248481908033627,156.73958000000005,21.425068,158.19712221586406,-137.0,35.0,24.756294055245036,29.67388938820697,22.731371708125874,-0.08241536709473178,8.376306697521107,-5.983332084398513,1262.0550609959878,537.8437098503985,12.397481908033626,33.76821915514418,5.5555861037773715,-0.3152137175700456,-14.696410251844943
74,423903,3474204,13.248481908033627,172.29392,82.236734,190.91379019849026,-137.0,35.0,24.75805347093021,29.67501350813362,22.7333564435283,-0.08305951052625234,8.377689794008889,-5.985176486998463,1262.037377961551,537.824847946999,12.397481908033626,33.772376499893646,5.556419499201274,-0.3153900204229141,-14.69806261295424
75,423999,3474301,7.805534669984637,187.72336,239.30915,304.152805614895,-137.0,35.0,21.316856563033227,28.34863983214564,19.92180607922329,1.0038233809998,5.731716700250797,-4.242388173232055,1262.1505493819475,537.9391982363584,6.954534669984637,27.78524975375771,4.144947407661581,-1.3110454910072955,-12.323802466575513
76,423990,3474291,7.805534669984637,201.71052,201.29152,284.96562933550564,-137.0,35.0,21.318219226768644,28.349111058364226,19.92259174217514,1.003578250996913,5.73247191134288,-4.243340868677995,1262.1399395612855,537.9274095467338,6.954534669984637,27.787298854787274,4.14554972107444,-1.3109491115120493,-12.324486712672284
77,423980,3474280,7.805534669984637,240.39927000000003,162.12613000000005,289.9598093621076,-137.0,35.0,21.319766817992786,28.34966613283589,19.923503673507074,1.0032963333123288,5.73333786523638,-4.244415605384053,1262.1281508716604,537.9144419881466,6.954534669984637,27.78964444873739,4.146230916228465,-1.3108365322683808,-12.325278508387942
78,423971,3474270,7.805534669984637,221.57798,280.42051000000004,357.39678740797393,-137.0,35.0,21.321126239723448,28.35013638013191,19.924268708746798,1.0030475808248789,5.734087059957797,-4.245365874353279,1262.1175410509986,537.9026532985221,6.954534669984637,27.79167448714295,4.146841519766917,-1.3107428525855869,-12.325942561703243
79,423961,3474260,7.805534669984637,276.65658,297.19728,406.0358192286672,-137.0,35.0,21.322988345761736,28.350978737024786,19.925613032566773,1.0026940410185072,5.735218299463736,-4.246595890423067,1262.105752361374,537.8908646088971,6.954534669984637,27.794714862085534,4.147597526654467,-1.3105701698281451,-12.32709795854208
80,423951,3474249,7.805534669984637,265.67675,191.99655,327.79080326095936,-137.0,35.0,21.324530556455432,28.351532186846505,19.92649072951617,1.002406111347697,5.7360742684042405,-4.247666600074027,1262.0939636717496,537.8778970503101,6.954534669984637,27.79702881912117,4.148292480354611,-1.310462071275872,-12.327856232569742
81,423942,3474239,7.805534669984637,152.89121,147.39192,212.36784167229862,-137.0,35.0,21.325885110902053,28.352000964467315,19.927224795974507,1.0021519203543734,5.736814430632588,-4.248613226127098,1262.083353851087,537.8661083606853,6.954534669984637,27.799030238442413,4.1489155300183285,-1.310372444873494,-12.328489963985605
82,423932,3474229,7.805534669984637,180.18405,228.57685,291.05612556743245,-137.0,35.0,21.32774208447906,28.352841771614752,19.928536463785942,1.0017926457439317,5.737936145541219,-4.249839400808977,1262.0715651614626,537.8543196710607,6.954534669984637,27.80204043508857,4.149684661115267,-1.3102040362254614,-12.329613363553596
83,423923,3474219,7.805534669984637,237.12014,264.96554,355.5737591289763,-137.0,35.0,21.329093473907715,28.35330959355909,19.929250392372133,1.001534918288133,5.738670434267763,-4.2507836580060765,1262.0609553408005,537.8425309814362,6.954534669984637,27.804023244460012,4.150315804041391,-1.3101170455239113,-12.33022737596835
84,423913,3474208,7.805534669984637,160.68178,170.89915,234.57441014460827,-137.0,35.0,21.330628601804683,28.35386090473198,19.93008302402952,1.0012390745877378,5.739513259263858,-4.2518490665416495,1262.0491666511755,537.8295634228489,6.954534669984637,27.806295555446248,4.151028869150462,-1.3100148452426517,-12.330941525742187
85,423903,3474198,7.805534669984637,114.48473,286.45827,308.48840149115136,-137.0,35.0,21.33248044292033,28.354700162133927,19.93136203583231,1.0008740651732393,5.740625449575127,-4.253071399835589,1262.037377961551,537.8177747332244,6.954534669984637,27.809275573795844,4.151811124456774,-1.3098507107040422,-12.332032928239364
86,424003,3474301,4.176902909836599,327.20992,310.96313,451.4027026567334,-137.0,35.0,17.68516389704809,26.778526822944198,17.938566937479766,2.3377437487006163,3.2885367531594265,-2.542013268331187,1262.1552648577976,537.9391982363584,3.3259029098365986,22.36858532818124,2.1879895269184164,-2.193701346312022,-10.322825234922844
87,423997,3474294,4.176902909836599,352.36657,316.53467,473.662746018276,-137.0,35.0,17.686190862646566,26.778591987885928,17.938703581943415,2.3377114718026664,3.288865132908036,-2.5425155972528226,1262.148191644023,537.9309461536211,3.3259029098365986,22.36942590230683,2.1884120934165425,-2.1935449639789963,-10.323141865505066
88,423991,3474287,4.176902909836599,338.73777,315.11041,462.6422454931467,-137.0,35.0,17.687215313474603,26.77865605617517,17.938835519294084,2.33767895424333,3.2891906874977486,-2.5430163811255686,1262.1411184302478,537.9226940708838,3.3259029098365986,22.370259854803738,2.188835045614125,-2.1933896496649243,-10.323453440529372
89,423985,3474281,4.176902909836599,359.40001,281.05088,456.243317032452,-137.0,35.0,17.68861212949684,26.77908620714375,17.939286391298747,2.337511077126809,3.289756366230145,-2.543661822460522,1262.1340452164732,537.9156208571088,3.3259029098365986,22.3717315133821,2.1894389787578468,-2.1931904687989503,-10.32405077088921
90,423979,3474274,4.176902909836599,356.74346,319.74463,479.0642176854879,-137.0,35.0,17.689631730409726,26.779148160459858,17.93940925064536,2.337478095434984,3.2900764722987486,-2.5441596265958357,1262.1269720026985,537.9073687743718,3.3259029098365986,22.372552695594138,2.1898626748040484,-2.193037214235814,-10.324352571621448
91,423972,3474267,4.176902909836599,365.65854,519.7196700000002,635.4641636314676,-137.0,35.0,17.69125590043262,26.779647627175876,17.939925069239095,2.3372817173661424,3.2907303096420537,-2.5449092938805213,1262.1187199199612,537.8991166916344,3.3259029098365986,22.37425528373952,2.190568099153684,-2.1928071505999656,-10.32503840229178
92,423966,3474261,4.176902909836599,378.47197,586.9429200000002,698.3860131859798,-137.0,35.0,17.69264571102252,26.780074723183727,17.94036282857168,2.3371131698358467,3.2912881182887683,-2.545550431150564,1262.111646706186,537.8920434778596,3.3259029098365986,22.375708496351805,2.19117310674571,-2.1926109449297013,-10.325621500879306
93,423960,3474254,4.176902909836599,405.30581,475.22245,624.5872049632129,-137.0,35.0,17.69365773768559,26.780133373486482,17.94047151054184,2.337079463295036,3.2915997152474503,-2.546043581745471,1262.1045734924114,537.8837913951223,3.3259029098365986,22.376509734847865,2.191597964481588,-2.1924609071380328,-10.325908023611364
