   2.5056097e+02   2.5056097e+02   2.7976139e+02   2.7976139e+02  -2.8556391e+01  -4.5000000e+01  -4.5000000e+01  -2.8556391e+01  -1.1687929e+00   4.0711601e+01
   2.7976139e+02   2.7976139e+02   3.0896180e+02   3.0896180e+02  -2.8556391e+01  -4.5000000e+01  -4.5000000e+01  -2.8556391e+01  -6.0121906e+01   6.6090402e+01
   3.0896180e+02   3.0896180e+02   3.3816222e+02   3.3816222e+02  -2.8556391e+01  -4.5000000e+01  -4.5000000e+01  -2.8556391e+01  -5.7301302e+01  -5.8292138e-14
   2.5056097e+02   2.5056097e+02   2.6808122e+02   2.6808122e+02  -1.7593985e+01  -2.8556391e+01  -2.8556391e+01  -1.7593985e+01  -3.6427965e+02   4.3760126e+02
   2.6808122e+02   2.6808122e+02   2.8560147e+02   2.8560147e+02  -1.7593985e+01  -2.8556391e+01  -2.8556391e+01  -1.7593985e+01  -2.9204850e+02   4.8851927e+02
   2.8560147e+02   2.8560147e+02   3.0312172e+02   3.0312172e+02  -1.7593985e+01  -2.8556391e+01  -2.8556391e+01  -1.7593985e+01  -3.5851560e+02   3.8347987e+02
   3.0312172e+02   3.0312172e+02   3.2064197e+02   3.2064197e+02  -1.7593985e+01  -2.8556391e+01  -2.8556391e+01  -1.7593985e+01  -1.7515831e+02  -1.1838568e-14
   3.2064197e+02   3.2064197e+02   3.3816222e+02   3.3816222e+02  -1.7593985e+01  -2.8556391e+01  -2.8556391e+01  -1.7593985e+01  -1.5046042e+01  -7.4044090e-16
   2.5056097e+02   2.5056097e+02   2.6307543e+02   2.6307543e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01  -3.5271829e+02   6.4816633e+02
   2.6307543e+02   2.6307543e+02   2.7558990e+02   2.7558990e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01  -3.8565155e+02   5.8993659e+02
   2.7558990e+02   2.7558990e+02   2.8810436e+02   2.8810436e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01  -1.9637490e+02   4.9841400e+02
   2.8810436e+02   2.8810436e+02   3.0061883e+02   3.0061883e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01  -1.7901141e+02   3.5375427e+02
   3.0061883e+02   3.0061883e+02   3.1313329e+02   3.1313329e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01  -1.1870296e+02   1.3468724e+02
   3.1313329e+02   3.1313329e+02   3.2564776e+02   3.2564776e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01   4.6227971e-14  -5.1938850e-16
   3.2564776e+02   3.2564776e+02   3.3816222e+02   3.3816222e+02  -1.0285714e+01  -1.7593985e+01  -1.7593985e+01  -1.0285714e+01   4.1343081e-15  -1.0560231e-15
   2.5056097e+02   2.5056097e+02   2.5932109e+02   2.5932109e+02  -5.4135338e+00  -1.0285714e+01  -1.0285714e+01  -5.4135338e+00  -2.8124486e+02   7.1796982e+02
   2.5932109e+02   2.5932109e+02   2.6808122e+02   2.6808122e+02  -5.4135338e+00  -1.0285714e+01  -1.0285714e+01  -5.4135338e+00  -4.1540285e+02   6.8504881e+02
   2.6808122e+02   2.6808122e+02   2.7684134e+02   2.7684134e+02  -5.4135338e+00  -1.0285714e+01  -1.0285714e+01  -5.4135338e+00  -3.0900215e+02   5.6861957e+02
   2.7684134e+02   2.7684134e+02   2.8560147e+02   2.8560147e+02  -5.4135338e+00  -1.0285714e+01  -1.0285714e+01  -5.4135338e+00  -1.4625077e+02   3.9613112e+02
   2.8560147e+02   2.8560147e+02   2.9436159e+02   2.9436159e+02  -5.4135338e+00  -1.0285714e+01  -1.0285714e+01  -5.4135338e+00  -1.0975128e+02   3.0098590e+02
