   0.0000000e+00   0.0000000e+00   1.9147771e+01   1.9147771e+01  -1.8483412e+01  -3.0000000e+01  -3.0000000e+01  -1.8483412e+01   5.1819662e-21   8.5760030e-01
   1.9147771e+01   1.9147771e+01   3.8295541e+01   3.8295541e+01  -1.8483412e+01  -3.0000000e+01  -3.0000000e+01  -1.8483412e+01  -1.9846635e-20   2.2708763e+00
   3.8295541e+01   3.8295541e+01   5.7443312e+01   5.7443312e+01  -1.8483412e+01  -3.0000000e+01  -3.0000000e+01  -1.8483412e+01  -1.7717554e+00   6.6222719e+00
   5.7443312e+01   5.7443312e+01   7.6591082e+01   7.6591082e+01  -1.8483412e+01  -3.0000000e+01  -3.0000000e+01  -1.8483412e+01  -5.3655382e+00   4.8240935e+00
   7.6591082e+01   7.6591082e+01   9.5738853e+01   9.5738853e+01  -1.8483412e+01  -3.0000000e+01  -3.0000000e+01  -1.8483412e+01  -5.9778395e+00   1.8531801e+00
   0.0000000e+00   0.0000000e+00   1.3676979e+01   1.3676979e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -2.8174771e+01   3.9602446e+01
   1.3676979e+01   1.3676979e+01   2.7353958e+01   2.7353958e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -6.1047471e-01   4.9966013e+01
   2.7353958e+01   2.7353958e+01   4.1030937e+01   4.1030937e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -4.1126900e+01   5.8801174e+01
   4.1030937e+01   4.1030937e+01   5.4707916e+01   5.4707916e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -7.3338859e+01   1.7313509e+02
   5.4707916e+01   5.4707916e+01   6.8384895e+01   6.8384895e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -1.5742837e+02   2.1506041e+02
   6.8384895e+01   6.8384895e+01   8.2061874e+01   8.2061874e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -2.6021369e+02   1.4147965e+02
   8.2061874e+01   8.2061874e+01   9.5738853e+01   9.5738853e+01  -1.0805687e+01  -1.8483412e+01  -1.8483412e+01  -1.0805687e+01  -2.9729256e+02   1.4368789e+02
   0.0000000e+00   0.0000000e+00   8.7035321e+00   8.7035321e+00  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -4.8933441e+01   8.4669754e+01
   8.7035321e+00   8.7035321e+00   1.7407064e+01   1.7407064e+01  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -1.9208087e+01   4.5747211e+01
   1.7407064e+01   1.7407064e+01   2.6110596e+01   2.6110596e+01  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -6.8075054e+00   8.5042608e+01
   2.6110596e+01   2.6110596e+01   3.4814128e+01   3.4814128e+01  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -5.9690020e+01   1.0258373e+02
   3.4814128e+01   3.4814128e+01   4.3517660e+01   4.3517660e+01  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -1.1268311e+02   1.1041955e+02
   4.3517660e+01   4.3517660e+01   5.2221193e+01   5.2221193e+01  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -1.1345346e+02   2.1648187e+02
   5.2221193e+01   5.2221193e+01   6.0924725e+01   6.0924725e+01  -5.6872038e+00  -1.0805687e+01  -1.0805687e+01  -5.6872038e+00  -2.0097577e+02   2.8146933e+02
