,lat_deg,lon_deg,depth_km,x_local_km,y_local_km,utm_lon,utm_lat,x_pixel,y_pixel,z_pixel,zz_stress,xx_stress,yy_stress,xz_stress,xy_stress,yz_stress,sig_nn,tau_dd,tau_ss,tau_cs,slp_strk_m,slp_ddip_m,slp_am_m,strike_deg,dip_deg,rake_deg
10,32.5867,105.3383,9.8481,6.0938,10.0,531749.1728621846,3605520.463586896,1389.173883869611,692.6297511304947,8.3481,4604.711685092785,-165.17175986546926,2211.344419160646,944.8444586034132,51.931065241303116,330.59667251342495,1402.7059012396085,-918.6825792565991,-998.722314231662,515.3672264959403,2.3488,0.021,2.3489,230.0,80.0,89.48774722792852
11,32.5915,105.3335,13.7873,6.0938,14.0,531297.026512143,3606051.138527023,1388.6408625710542,693.2553473465696,12.2873,2483.780224028361,218.56104981206926,1430.7995974224418,80.05353303895421,37.33604448640653,-40.755072188701625,969.4033927761321,-349.7031100376976,-588.1275183995692,102.59932750149562,2.146,-0.0,2.146,230.0,80.0,90.0
12,32.5963,105.3287,17.7265,6.0938,18.0,530844.928059805,3606581.8339812295,1388.1078977376137,693.8809677460554,16.2265,1073.464038821666,67.684044180444,587.8868647474461,-1020.444172403727,267.7296285784275,-50.38419103468854,-72.77729576208252,415.21906714438853,-439.4084346834918,648.2212932351734,1.7864,-0.0,1.7864,230.0,80.0,90.0
13,32.6011,105.324,21.6658,6.0938,22.0,530402.260969372,3607112.578539488,1387.5860512439967,694.5066460327844,20.1658,-269.19924373372413,92.23710749841632,90.27172982565487,-346.491316273835,203.18798481133572,-65.48083849331883,-172.86608759709867,189.5452270699113,-87.19407831366689,312.3585760551803,1.3603,-0.0,1.3603,230.0,80.0,90.0
14,32.6059,105.3192,25.605,6.0938,26.0,529950.2578343146,3607643.3146150457,1387.05319877714,695.1323143195209,24.105,-537.6294149060642,3.953661711140789,-136.55715647912567,309.1801810434711,115.3901375820669,48.09855922338689,-147.1862238354861,-93.04588650062637,94.90061627369462,221.21645191437892,0.9005,-0.0,0.9005,230.0,80.0,90.0
15,32.6106,105.3144,29.5442,6.0938,30.0,529498.3354038497,3608162.985829434,1386.5204414504224,695.7449385848508,28.0442,48.92013497085798,246.47634229314377,-117.96031872734949,-183.64402318981135,67.76733819939008,166.89730010982814,-115.71864504781541,216.8645930318746,159.3350347873249,338.53693765761693,0.4226,-0.0,0.4226,230.0,80.0,90.0
16,32.5537,105.3146,1.9696,10.1562,2.0,529535.7509855102,3601855.4830892733,1386.5645495183544,688.3092193738012,0.4696,19433.42985214986,24681.89503588387,8712.337226798796,902.5735438994451,5014.12464339727,6306.80372829939,9191.869997474834,2445.2655321364928,7710.563359267633,2573.889735956788,2.178,0.49,2.2324,230.0,80.0,77.32086846446781
17,32.5584,105.3098,5.9088,10.1562,6.0,529083.5923084613,3602375.170489965,1386.0315136878717,688.9218627206615,4.4088,9620.328035722314,-3378.3206994278007,2255.6158273802275,137.00605791018063,-341.5881544610178,2880.1228942411085,-178.1503144591884,390.5002391317221,-2333.910270971935,2473.243414571897,2.3693,0.3968,2.4023,230.0,80.0,80.49258647842521
18,32.5632,105.3051,9.8481,10.1562,10.0,528640.8361398544,3602905.990598991,1385.50956218276,689.5476300718456,8.3481,784.1836742972497,-718.5292388608106,63.43270452409928,597.041813729114,-173.44794103201042,138.93957307996283,32.33760239657124,-409.9079402583907,-254.60199767433357,463.13935042737677,2.427,0.2074,2.4359,230.0,80.0,85.11563874136075
19,32.568,105.3003,13.7873,10.1562,14.0,528188.7399426671,3603436.803908911,1384.976600007847,690.1733894077747,12.2873,-83.79469323499308,144.38323724790175,162.877715790789,551.2366243722498,35.281978611998696,243.18070336673634,171.80368523270369,-122.97195531487385,85.46830769275827,46.67403552083378,2.2521,0.0481,2.2526,230.0,80.0,88.77647170922653
20,32.5728,105.2955,17.7265,10.1562,18.0,527736.6916244443,3603967.6377465674,1384.4436942759585,690.7991729432147,16.2265,-65.84829706185646,-282.34848391976504,-389.4946882079098,-200.86553293749606,36.37132120958131,217.0879390153249,-472.5760842785068,223.69580244600013,43.24935009365479,511.3840106285376,1.9087,-0.0,1.9087,230.0,80.0,90.0
21,32.5776,105.2908,21.6658,10.1562,22.0,527294.0770860589,3604498.5177625325,1383.9219097343193,691.4250109168297,20.1658,239.55218807118564,-157.68150824456794,-252.93388245291442,-93.75520288559127,19.76938577745316,179.30101186072784,-286.3854050528648,104.88023870338523,50.35117357558756,288.17171385300276,1.4687,-0.0,1.4687,230.0,80.0,90.0
22,32.5823,105.286,25.605,10.1562,26.0,526842.1538464037,3605018.3069210905,1383.3891514536726,692.0377742228807,24.105,624.4872492652705,15.827769472516769,25.646329923654527,118.1698026929483,36.103128712836096,115.5412329379906,0.9936784739848523,-97.38710439563413,17.680548717789083,98.38283062323814,0.97,-0.0,0.97,230.0,80.0,90.0
23,32.5871,105.2812,29.5442,10.1562,30.0,526390.2482153865,3605549.2019430655,1382.856413931302,692.6636298866151,28.0442,850.2655426036602,187.34963856265787,259.2481984028812,77.16496659244663,-17.00199501801284,-6.517189128888294,283.1693333605241,-154.58750329149882,-22.420550285097185,-13.696679322420408,0.4491,-0.0,0.4491,230.0,80.0,90.0
24,32.5301,105.2814,1.9696,14.2188,2.0,526425.7189046714,3599230.6396986987,1382.898229225978,685.2148729693163,0.4696,-10995.3915634127,-3340.731277147752,-5594.694599930148,6654.643322797073,4049.2233411295106,-638.4524728248771,-7091.531285378897,-4078.2493478468796,1214.4931100849967,8510.1639178267,2.1927,1.2171,2.5079,230.0,80.0,60.96669891093765
25,32.5349,105.2767,5.9088,14.2188,6.0,525982.9677972121,3599761.5750826295,1382.376283687296,685.840776214508,4.4088,683.5142896003442,-24.650905569415308,-162.4906898002053,3987.9367146929408,2136.5237930019475,667.8650796705431,-1420.6148568178003,-2422.7967147924246,306.50518092762377,3294.4764766571698,2.2186,1.077,2.4662,230.0,80.0,64.10615009246055
26,32.5397,105.2719,9.8481,14.2188,10.0,525530.8736990008,3600292.5061920555,1381.8433239868004,686.4666744206183,8.3481,-61.72028957504139,1064.4656304499917,73.14836374887463,2554.42475982582,500.2300950462972,613.2637336742551,389.44768717945453,-1092.612223011524,803.4153902791159,1122.531136701126,2.1590000000000003,0.7543,2.287,230.0,80.0,70.74187665936039
27,32.5445,105.2671,13.7873,14.2188,14.0,525078.8274529569,3600823.4578380706,1381.3104206977396,687.092596836676,12.2873,841.8162855178749,2007.9438389049199,1076.6740533799903,2352.2601681824353,57.729449188608065,634.9004318365992,1738.420020384829,-867.5463136635555,825.4917246881236,154.47593895846717,1.9409,0.3679,1.9755,230.0,80.0,79.26685119090999
28,32.5493,105.2624,17.7265,14.2188,18.0,524636.2178975528,3601354.4531555283,1380.7886420303826,687.7185707356421,16.2265,3393.565890774643,1418.9095242727017,1836.905500588624,1462.7517843989258,484.34528019395304,324.9395876118552,1490.1878922736794,-1026.9374532416682,-54.675958442444596,134.27921000588492,1.6065,0.096,1.6094,230.0,80.0,86.58022928399252
29,32.554,105.2576,21.6658,14.2188,22.0,524184.293697151,3601874.360201083,1380.2558826171412,688.3314730150146,20.1658,2343.0207667367285,490.8092023300833,1065.7261308723205,420.6854523625416,297.91321225844854,85.77142187429185,659.3354866030822,-501.5858171580559,-264.202465783239,171.3125241513746,1.2088,-0.0,1.2088,230.0,80.0,90.0
30,32.5588,105.2528,25.605,14.2188,26.0,523732.3900585431,3602405.373057812,1379.7231474435607,688.9574675904832,24.105,-131.36408392875612,-4.588658960245171,52.808850905909,-145.0282111800158,-91.16976712039654,-124.81275156064272,112.14989758610888,40.54830755891022,-45.46586968278146,-6.369412028139273,0.7779,-0.0,0.7779,230.0,80.0,90.0
31,32.5636,105.248,29.5442,14.2188,30.0,523280.53430423146,3602936.4064704482,1379.1904687192905,689.5834863986729,28.0442,71.48598026098756,-40.738084111196976,120.16516837728112,-48.85705823925788,-6.692786662846595,34.6338807719737,40.79777133914647,52.52464436840547,-79.51445780480563,70.81765016831436,0.3484,-0.0,0.3484,230.0,80.0,90.0
32,32.5066,105.2483,1.9696,18.2812,2.0,523323.4231784885,3596617.8910052893,1379.241029081987,682.1347846279305,0.4696,-10826.795966313744,-638.5492465916559,-30332.813482439615,8655.987163008802,7407.466957119325,46900.760331494115,-35305.732187826,26047.808617113922,19519.134630480603,53733.169733647184,2.3109,1.8975,2.9901,230.0,80.0,50.610285785974426
33,32.5114,105.2435,5.9088,18.2812,6.0,522871.3310227794,3597148.939858112,1378.7080716714468,682.7608216380768,4.4088,1913.1658973385904,-217.76890260315005,-1104.234623160521,0.9444966697563473,236.9085704758914,229.62198580580684,-944.2550403642214,-328.5468710705142,415.1097944106775,1095.9481393319045,2.2274,1.7746,2.8478,230.0,80.0,51.45518909800015
