index,length_km,width_km,depth_km,dip,strike,lat,lon,s_slip_m,d_slip_m,easting_utm48,northing_utm48,segment,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs
1,3.8142,4,3.9730000000000003,96.66,222.99,32.6194,105.4699,1.43708,1.25042,544083.8049368862,3609192.324932117,beichuan,13.654931544464537,28.965407048979422,22.751846779150174,0.8984287769400804,0.2969408050129049,0.9764251139933653,1403.7147987859244,696.9583945048571,2.1220000000000003,20.019298727600123,0.7676583565920587,-7.628629391127994,-4.344422935842872
2,3.8151,4,7.9605,96.66,224.1,32.6168,105.4732,1.4473799999999999,1.1813900000000002,544394.6815110112,3608905.4756768565,beichuan,16.82441137259567,30.136547143638516,23.01234090182193,0.6740247732184607,1.1246374857748103,-0.1995823040757648,1404.0812815303184,696.6202368209238,6.1095,22.385222921454314,-0.873298018348029,-6.661007972985814,-6.713122391983774
3,3.8189,4,11.9407,96.66,225.22,32.614000000000004,105.4764,1.46385,0.9962700000000001,544696.2931502962,3608596.4230113374,beichuan,18.849239599433663,30.563916908164423,24.114911560134388,0.4755076771351861,1.7512286651532198,-1.1107697804350982,1404.4368421305903,696.2559042257758,10.0897,23.808053756974942,-1.9861543461977629,-5.87469172927943,-8.083476595864406
4,3.8259,4,15.921,96.66,226.33,32.6112,105.4795,1.45666,0.8148200000000001,544988.5409519002,3608287.337077185,beichuan,20.376568257536764,30.66168735906665,25.10335293611866,0.2639802330963593,2.3818045941714105,-1.8456301667349353,1404.7813639932506,695.8915324112686,14.07,24.8023596028467,-2.944496919718311,-5.166527396823872,-8.934730344405178
5,3.8359,4,19.9012,96.66,227.44,32.6084,105.4826,1.43474,0.6812100000000001,545280.8068050711,3607978.259643881,beichuan,21.679079662928423,30.59708046475041,25.892780360092758,0.06590599677522374,2.971946576214247,-2.475683660755716,1405.1259071363424,695.5271706181475,18.0502,25.560991339052933,-3.794882994326087,-4.4781050246179195,-9.466793993171363
6,3.8489,4,23.8815,96.66,228.55,32.6055,105.4855,1.4119100000000002,0.6013200000000001,545554.3751935926,3607658.019525718,beichuan,22.834805957843667,30.443812784436247,26.539044967836077,-0.1099767697943242,3.5055446850017575,-3.023810309960575,1405.4484084186824,695.1496494823086,22.0305,26.15274715378642,-4.541893618477337,-3.8089382167178805,-9.764017401237968
7,3.8648,4,27.8617,96.66,229.66,32.6025,105.4884,1.39795,0.56645,545828.0119680343,3607326.701385585,beichuan,23.865360968128666,30.23735994255072,27.09077933459912,-0.262258827793446,3.9852222378733946,-3.503085092677228,1405.7709903190616,694.7590688102036,26.0107,26.60672773478724,-5.193311467387966,-3.16984040447044,-9.879764113518174
8,3.8162,4,3.9875,94.53,223.0,32.5953,105.441,1.52134,1.30318,541383.6008843125,3606509.112824276,beichuan,14.114209676270056,29.54097463027867,23.07063258201727,1.1216875519634812,0.040259380440994294,1.401455248934353,1400.531612036018,693.7952390312084,2.1365,20.334539715510246,1.1431230611559053,-7.675676474988396,-4.440392671318317
9,3.8192,4,7.9713,94.53,225.22,32.5932,105.4434,1.5288800000000002,1.21042,541609.7901431146,3606277.255172242,beichuan,16.838615115619145,30.324148225820732,23.788531645496082,0.6754548870793852,1.4550454861745452,0.13398701559959905,1400.7982595328635,693.521909241515,6.1203,22.816493823157696,-0.8527949857875228,-6.8157026000753405,-6.821049140226246
10,3.8267,4,11.957,94.53,227.45,32.5912,105.4457,1.5172,0.9793299999999999,541826.5588785721,3606056.448715937,beichuan,18.857111331813545,30.671924326052128,24.659776003033375,0.44929128379101957,2.217937278625396,-0.8177800640301672,1401.0538014671274,693.2616073634645,10.106000000000002,24.489407391095796,-2.0887934306357154,-5.991059202636913,-8.34889476541383
11,3.8388,4,15.9427,94.53,229.66,32.589,105.4479,1.48256,0.7803899999999999,542034.0457779315,3605813.436569996,beichuan,20.437805650973758,30.74120592712599,25.50079895784843,0.2512378675313333,2.80925825009866,-1.6236808624715005,1401.298401332901,692.9751278871126,14.0917,25.69044354335565,-3.071116625933091,-5.194480029896278,-9.37983325199168
12,3.8552,4,19.9283,94.53,231.86,32.5868,105.45,1.4421,0.6491899999999999,542232.1577241067,3605570.3890138464,beichuan,21.777245649399042,30.67392426274936,26.217581469122443,0.06475947276845118,3.3449550660294474,-2.3214090004261583,1401.5319493573406,692.6886066667644,18.0773,26.598675521908582,-3.9217855750580815,-4.417776457808122,-10.051824258236184
