index,length_km,width_km,depth_km,dip,strike,lat,lon,s_slip_m,d_slip_m,easting_utm48,northing_utm48,segment,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs,slip_rake
16,3.8197,4,7.9893,92.4,225.24,32.57,105.4133,1.61512,1.10268,538795.097894894,3603694.0690063513,beichuan,14.990603523942886,30.761744068738352,24.89404618858073,0.8174422997572848,1.8024721466264808,0.5007899220369039,1397.4801062025406,690.4766712462729,6.1383,22.053229512610343,-0.7945326944197062,-7.9535806422572275,-5.2387701730157925,145.67773735850105
17,3.8241,4,11.984000000000002,92.4,227.47,32.5689,105.4145,1.56847,0.91165,538908.2136309415,3603572.567994052,beichuan,16.877690784664043,31.00269294051463,25.53607126430685,0.5201457769905037,2.534534868175874,-0.5651278340806752,1397.6134548329333,690.3334374739653,10.133000000000004,23.85457630870941,-2.059265589112377,-7.137063172171192,-6.884539710400804,149.83333752298284
18,3.8285,4,15.9786,92.4,229.7,32.5677,105.4157,1.50756,0.74138,539021.3754045538,3603439.982890315,beichuan,18.484885746552504,30.9822676656636,26.171097009784173,0.3170182522762972,3.1177500404905665,-1.4532400216470744,1397.746857735582,690.1771370102838,14.1276,25.181186083414623,-3.0833794406449746,-6.2713205575066375,-8.120386363544322,153.81320376466692
19,3.8329,4,19.9733,92.4,231.92,32.5666,105.4168,1.45327,0.63061,539125.1096568176,3603318.4476680937,beichuan,19.880480761805266,30.86045830122052,26.749190167320357,0.1409862098873084,3.6424130569169866,-2.2134036897069738,1397.8691468259208,690.0338629089606,18.1223,26.213426575632763,-3.9663252129677953,-5.422517454593129,-9.009765147833662,156.54277878798644
20,3.8372,4,23.9679,92.4,234.15,32.5653,105.4178,1.4171200000000002,0.57704,539219.5462351129,3603174.7059414536,beichuan,21.10944722197345,30.680004199309145,27.27758105649759,-0.01825550628089206,4.135705550530202,-2.865509166422098,1397.9804751769946,689.8644102488133,22.1169,27.01732555612418,-4.733878203075358,-4.603652025562728,-9.607122295701613,157.8442374687598
21,3.8416,4,27.9626,92.4,236.37,32.5641,105.4188,1.40383,0.56835,539313.9418927777,3603042.050473354,beichuan,22.202714602988415,30.46396145860011,27.770021578344593,-0.1620954757005395,4.603595673345851,-3.427792510226788,1398.0917552880078,689.7080268347689,26.1116,27.626814547601818,-5.397683722440301,-3.824615507535575,-9.96075250521019,157.95910575744054
22,4.5089,4,4.0,90.27,232.2,32.547,105.378,1.62376,1.10649,535490.6352476581,3601132.1254487354,beichuan,13.115383774140053,30.372603929892765,27.543204158484787,0.9452832620153899,1.2846128773303829,1.7116727515419174,1393.584577750083,687.4564755026075,2.149,22.979684154801763,0.5866437510120173,-8.602240399702943,-5.1655897357394895,145.72803830289942
23,4.5247,4,7.9962,90.27,234.07,32.5469,105.3782,1.61942,1.01358,535509.4528438775,3601121.1068079406,beichuan,15.125460981500163,30.959849447188734,26.67440399656112,0.622678188830312,1.9688196068089319,0.6691871532146799,1393.6067612302145,687.4434859689662,6.1452,24.91012144145617,-0.6051183075552258,-7.726840550049162,-7.1955739743491325,147.9579312419535
24,4.5399,4,11.9943,90.27,235.94,32.5468,105.3783,1.57181,0.8669500000000001,535518.8813460564,3601110.0548462183,beichuan,16.979240992435383,31.157301344692076,26.775926534528203,0.3615081923393748,2.672936581181669,-0.4423262612174383,1393.617876198795,687.4304571543174,10.1433,26.357075776046177,-1.8614789673444083,-6.7222959579515775,-8.838977234788283,151.12055928226545
25,4.5546,4,15.9924,90.27,237.8,32.5467,105.3785,1.5086,0.7350399999999999,535537.6990152018,3601099.036258296,beichuan,18.604040412558746,31.120294507215828,27.10903299568944,0.18886793014491146,3.3028156331981915,-1.388426466180407,1393.640059764897,687.4174676830057,14.1414,27.368221278655337,-2.9360904875689418,-5.735009833389282,-9.978032400101947,154.02311906259263
26,4.5688,4,19.9906,90.27,239.66,32.5466,105.3786,1.45698,0.64665,535547.1275693497,3601087.984323104,beichuan,20.032906681175078,31.001297870188278,27.505726891261087,0.0458052690681186,3.8752903852782095,-2.1844794280718447,1393.651174794743,687.4044388996323,18.1396,28.126471261028648,-3.8457515953618944,-4.814599096507316,-10.71388877793483,156.06696287141017
27,4.5823,4,23.9887,90.27,241.51,32.5465,105.3788,1.42733,0.6040800000000001,535565.9453114171,3601076.9657880533,beichuan,21.293402477029666,30.835646949012837,27.92324286656888,-0.08599043433386037,4.405266189255498,-2.8610027064721626,1393.6733584468093,687.3914494906494,22.1377,28.693041025671487,-4.619499609429387,-3.9654039496143163,-11.12778674387687,157.06076303598056
28,4.5953,4,27.9868,90.27,243.36,32.5463,105.3789,1.42187,0.60068,535575.4133563299,3601054.8285708325,beichuan,22.41119039294917,30.636643527056012,28.352624103713552,-0.2098558069644586,4.90291063205911,-3.4423208876463134,1393.684520031093,687.3653526123521,26.1358,29.101414892670334,-5.278800461586192,-3.1844949580135604,-11.295888071910007,157.0979963418932
29,4.5089,4,3.9979,88.13,232.2,32.5232,105.339,1.65009,1.13731,531837.2792143901,3598481.505205533,beichuan,13.792236439723446,30.35408876286992,28.991271818396765,1.1232818540359069,1.1146777674322843,1.3845770238096562,1389.2777497136221,684.3317415666103,2.1469,23.02408715127874,0.2160125011383188,-8.239261096039073,-5.572360031555932,145.4237884866289
30,4.5113,4,7.9921,88.13,234.09,32.5242,105.3382,1.60817,1.03603,531761.7948172671,3598592.1189627037,beichuan,15.506983215545528,31.168807418751555,28.375406413385264,0.4600381515819722,1.631540575487716,0.499719455946905,1389.1887635007038,684.4621406917604,6.1411,25.38333808886334,-0.6498673122675266,-7.526810189930288,-7.675189873581692,147.20918512492602
31,4.5137,4,11.9881,88.13,235.98,32.5251,105.3374,1.54698,0.91586,531686.347176039,3598691.648043781,beichuan,17.260374609138438,31.341922631327535,28.038377180945385,0.1939072313550075,2.5181766444291527,-0.5592417000444103,1389.099820618168,684.5794724363054,10.1371,26.877774533049998,-1.910291154080455,-6.541030677517713,-9.312393326820628,149.37315526206038
32,4.5162,4,15.9841,88.13,237.87,32.5261,105.3367,1.49557,0.8031699999999999,531620.2572832471,3598802.292616985,beichuan,18.86516481729199,31.314003673784594,28.107725667391787,0.050331227301507526,3.3154422680300386,-1.4833376120005468,1389.0219092948237,684.7099078895208,14.1331,27.944777187146762,-3.02476669933825,-5.5597802624637644,-10.437540111790307,151.7627471864896
33,4.5186,4,19.9802,88.13,239.75,32.5271,105.336,1.46308,0.7180300000000001,531554.168839284,3598912.9376328737,beichuan,20.2947053138798,31.205718194143863,28.355937340385786,-0.06180554629088082,4.009063129421221,-2.2628728535217983,1388.9439996794574,684.8403438646037,18.1292,28.749528030108944,-3.9615611504773236,-4.639473914192344,-11.149004978497588,153.85976300484919
34,4.5211,4,23.9762,88.13,241.64,32.5282,105.3353,1.45072,0.6696799999999999,531488.046961282,3599034.6683456893,beichuan,21.565208543708934,31.05490379442564,28.69078738807753,-0.1685526326949638,4.624342955391317,-2.9287019287207214,1388.8660506497406,684.9838484237213,22.1252,29.365614382294282,-4.751776786020911,-3.784740723274164,-11.544531597276276,155.22105264226462
35,4.5235,4,27.9722,88.13,243.52,32.5292,105.3347,1.45815,0.6594099999999999,531431.3524354253,3599145.3437432973,beichuan,22.692762375532517,30.869262930223414,29.07029190777947,-0.2729304261113804,5.18078839826786,-3.5060603665819765,1388.7992152328666,685.1143202148696,26.1212,29.81648805096519,-5.423914918082664,-2.9969378682004133,-11.693079970369975,155.6663893936736
36,4.5104,4,3.9903,86.0,232.22,32.4994,105.3001,1.77298,1.22397,528191.386872252,3595832.270870337,beichuan,14.764540363173225,30.648801961221057,31.208786968106843,1.407152338363798,-0.04250788761735057,0.267068511105686,1384.9797203909795,681.2086414345457,2.1393,23.329832823581718,-0.3138258387752755,-8.013469575508669,-5.978287403353041,145.3808887694648
37,4.4811,4,7.9769,86.0,234.09,32.5015,105.2984,1.6293799999999998,1.2006800000000002,528031.0368707301,3596064.6116802106,beichuan,16.115329713863098,31.290416195656988,29.341673148693115,0.4614315986865439,1.113548752532455,-0.022185590449493385,1384.7906887510546,681.4825408040206,6.1259,25.743262472490397,-0.922705996712592,-7.272831905931183,-8.114827264469348,143.61372903858205
38,4.4498,4,11.9653,86.0,235.96,32.5037,105.2969,1.53882,1.12029,527889.4505906153,3596308.092572518,beichuan,17.740209286666158,31.520878744193894,28.843159419171077,0.14345499713179002,2.2716328578959413,-0.865996477771698,1384.6237770799164,681.7695728709156,10.1143,27.35517490881044,-2.093250812797418,-6.332563597819452,-9.743542689357831,143.94467512452073
39,4.4163,4,15.9537,86.0,237.85,32.5059,105.2955,1.5045899999999999,0.98919,527757.2644961092,3596551.601534021,beichuan,19.26118376325629,31.52928143263752,28.861033200818273,-0.015455594329172003,3.25402968440182,-1.6936116240367551,1384.467946995833,682.0566380277141,14.1027,28.513650719066554,-3.1897925987132267,-5.377784594305791,-10.855563466270935,146.6771520763533
40,4.3806,4,19.9421,86.0,239.75,32.5081,105.2942,1.49637,0.8666200000000001,527634.477900033,3596795.1381976907,beichuan,20.645144332168318,31.43701684726017,29.08308291630507,-0.1275180031933166,4.081128740191234,-2.4151679163668414,1384.3231976887125,682.3437358417367,18.0911,29.386978839806442,-4.121023780376055,-4.4612552667620875,-11.558832748645266,149.92279953533915
41,4.3427,4,23.9306,86.0,241.65,32.5104,105.293,1.50236,0.7820199999999999,527521.0596480779,3597049.7874266882,beichuan,21.89145490213677,31.293437698555127,29.401727548154465,-0.22896630425300146,4.7902212781190014,-3.043646684318912,1384.1894924317053,682.643933914118,22.0796,30.054311199891334,-4.907635828351049,-3.6008970273534486,-11.945604805609953,152.50177379859298
42,4.3026,4,27.919,86.0,243.57,32.5127,105.2919,1.52106,0.7437199999999999,527417.0397453217,3597304.4637099323,beichuan,23.008256049181814,31.115590478985528,29.77171853946102,-0.3267710455830631,5.412813028282146,-3.5994968505980287,1384.0668665968672,682.9441638799108,26.068,30.553780763095578,-5.577851434905122,-2.800394758964376,-12.09090342800144,153.94374831587194
43,3.5213,4,3.9771,83.87,240.71,32.4806,105.2643,1.86252,1.4114799999999998,524833.4887359317,3593739.361609189,beichuan,15.0830229417168,30.75590757126316,30.03567889123493,1.2881642783360507,0.1876856118526496,0.31177544235154,1381.0211984989471,678.7413756653191,2.1261,25.914237267092737,-0.26254286634149304,-7.283061216006835,-8.260750552528851,142.84393279925473
44,3.5038,4,7.9506,83.87,243.16,32.484,105.2621,1.68705,1.51802,524625.8513573471,3594115.746503895,beichuan,16.748047190291743,31.54180109403247,29.375948008937808,0.5357752788180888,1.0472259346657125,-0.3854643717125512,1380.7764212378854,679.18508413563,6.0996,28.282419439038854,-0.9342053575638434,-6.160072317677254,-10.738943609571312,138.01888625747702
45,3.4852,4,11.9259,83.87,245.62,32.4874,105.2601,1.6150200000000001,1.4410100000000001,524437.0199879549,3594492.181607675,beichuan,18.272920038507547,31.801290945139232,29.19098250081337,0.16999536931897613,2.220539606786069,-1.1650433509932334,1380.5538137973695,679.6288517958587,10.0749,29.78627850216093,-1.913828623672632,-5.00408103548246,-12.514196102190347,138.25889625291506
46,3.4655,4,15.9012,83.87,248.1,32.4909,105.2583,1.59655,1.25003,524266.9656615178,3594879.751027649,beichuan,19.71310803074537,31.82927688415667,29.352597182933522,-0.023507261242690158,3.278280932434368,-1.9100698451037943,1380.353342029999,680.0857453558674,14.0502,30.786722042748035,-2.840967526478819,-3.903486035772108,-13.6441662310046,141.94058329925602
47,3.445,4,19.8765,83.87,250.6,32.4945,105.2567,1.5966,1.0591,524115.6867474017,3595278.453837376,beichuan,21.042411560728407,31.73761222076538,29.66279473726652,-0.15683082043039498,4.181067187919306,-2.573620056370708,1380.175004013472,680.5557637235029,18.0255,31.454927930109157,-3.62381184294767,-2.8803031599230158,-14.243900853655793,146.4418087458087
48,3.4235,4,23.8518,83.87,253.11,32.4981,105.2552,1.60456,0.91745,523973.813874046,3595677.181564184,beichuan,22.25297595389885,31.587076411262004,30.03661021445508,-0.2684898695040179,4.9514858149736645,-3.16452372232311,1380.0077544864569,681.0258114651118,22.0008,31.886537258233698,-4.267920781771217,-1.9504246400997447,-14.43944922489644,150.24008510339578
49,3.4014,4,27.8271,83.87,255.65,32.5018,105.254,1.6190200000000001,0.8363400000000001,523860.1070726377,3596087.06372463,beichuan,23.34615718912373,31.40301831476224,30.43794365057973,-0.3684824842842098,5.620348989218243,-3.6977885792014513,1379.8737090674554,681.5090088223304,25.9761,32.134200209467465,-4.7932138427931035,-1.1185444624339944,-14.358524528650232,152.68040118900163
50,3.5231,4,3.9585,81.74,240.71,32.4663,105.2308,1.96596,1.7119000000000002,521689.2670030466,3592146.886872468,beichuan,15.59862043075693,31.010661421284684,30.36624562934705,1.1331080874224104,-0.0015209730110251948,0.023138473028496517,1377.314573086935,676.8640566246863,2.1075,26.43173185309404,-0.5502540705434997,-7.090994357088762,-8.746727215263697,138.9516126598204
51,3.526,4,7.9133,81.74,243.1,32.4709,105.228,1.84357,1.88083,521425.04906506353,3592656.2362150727,beichuan,17.21269118069619,31.88565466127509,29.419343929924572,0.5527812912714192,1.1690802903133108,-0.6828135956879635,1377.00309476052,677.464512755736,6.0623,28.779914247859374,-1.230690821251574,-6.076523170460523,-11.068050667406885,134.42681518461467
52,3.5291,4,11.87,81.74,245.49,32.4756,105.2254,1.7843900000000001,1.75508,521179.62734063563,3593176.7175453133,beichuan,18.75589363326162,32.20056576567285,29.430994557360112,0.20982462665870547,2.3374263495893493,-1.3958522409588667,1376.7137747068768,678.0780920415,10.018999999999998,30.359041501046185,-2.1050307678225177,-4.9361247282664715,-12.849189547376492,135.4744498224739
53,3.5326,4,15.8267,81.74,247.88,32.4804,105.2231,1.75552,1.48645,520962.3956861087,3593708.3491654214,beichuan,20.169430296250805,32.22838879222772,29.776093257571322,-0.014293473927574228,3.404792147853992,-2.086185342370804,1376.4576870516898,678.7048160579116,13.9757,31.42711400854628,-2.9750220349287604,-3.8124960603676095,-14.020373212029574,139.74443715887648
54,3.5365,4,19.7833,81.74,250.27,32.4852,105.2211,1.7391800000000002,1.2226199999999998,520773.37329438,3594240.0441577043,beichuan,21.463466209929358,32.115682662376884,30.218637745287538,-0.17488308950103454,4.333551905914693,-2.7115384898995982,1376.2348544208694,679.3316147818127,17.9323,32.13820121279969,-3.736644975818206,-2.7616929719362844,-14.636474370887383,144.89330069705426
55,3.5408,4,23.74,81.74,252.65,32.4902,105.2193,1.7319000000000002,1.02412,520603.115108564,3594793.9519134727,beichuan,22.644468797445153,31.94564215341714,30.68203646479824,-0.30262591996338833,5.135369757165377,-3.277413392344356,1376.0341423300051,679.984599443158,21.889,32.60320831088408,-4.3808031673595025,-1.8100033503020636,-14.821930416992233,149.40301005639415
56,3.5458,4,27.6967,81.74,255.03,32.4952,105.2177,1.73472,0.90354,520451.6643707192,3595347.9012418543,beichuan,23.716263502140087,31.747334704699703,31.142700256661925,-0.4085544710416337,5.833603499791776,-3.793761521840508,1375.8556017558174,680.6376331131663,25.8457,32.88036520104085,-4.919643852538794,-0.964121198417628,-14.714994078691818,152.48695814480098
57,3.5222,4,3.9344,79.61,240.72,32.4519,105.1972,2.10858,1.84369,518534.6735601736,3590544.304598098,beichuan,15.93092541726139,31.33412267717963,29.668255397213784,1.3777459595756334,0.4843462556392888,-0.8256732391707159,1373.595720787931,674.9748221216328,2.0834,26.917679894647485,-1.4613972191572189,-7.166652502673668,-8.836471629182569,138.83435722691874
58,3.525,4,7.8651,79.61,243.1,32.4577,105.1938,2.08171,2.0483200000000004,518213.94267927826,3591186.6536344127,beichuan,17.602490566434845,32.36148168496236,29.398035998392785,0.6921003020639626,1.4161088918631737,-0.9571171650330856,1373.2176211071387,675.7320674636139,6.0141,29.33203328339849,-1.5063533958974031,-6.109711028019958,-11.306552062129102,135.46320835393246
59,3.528,4,11.7977,79.61,245.48,32.4636,105.1906,2.03533,1.90766,517912.02826021437,3591840.1319587813,beichuan,19.174718638155266,32.67525143319012,29.69468677350284,0.2951505533622429,2.535504029692917,-1.5484511608384317,1372.8617035691832,676.5024327778569,9.9467,30.986186992034416,-2.2242663946727794,-4.904166347214342,-13.206713722089912,136.85453106630186
60,3.5313,4,15.7302,79.61,247.85,32.4696,105.1877,1.97651,1.6035700000000002,517638.32471604936,3592504.7544444483,beichuan,20.596252473405762,32.67422623705909,30.220141363768423,0.017522819021823732,3.5843027534852867,-2.2023926542627765,1372.5390429560498,677.2859355979672,13.8792,32.124633689520394,-3.0420590529872538,-3.7119396532330975,-14.475549101220784,140.94710053775668
61,3.5347,4,19.6628,79.61,250.22,32.4757,105.1851,1.92227,1.30155,517392.8273348372,3593180.518839778,beichuan,21.87867115838319,32.53102348678724,30.798173275891532,-0.1835080073936852,4.519064921767215,-2.816321888311629,1372.249633712972,678.0825732695616,17.8118,32.890282851454806,-3.79585378574126,-2.602355702423705,-15.131913615796964,145.898459698603
62,3.5384,4,23.5953,79.61,252.59,32.4819,105.1828,1.88317,1.06996,517175.5312169935,3593867.4231310873,beichuan,23.03927683476131,32.33180607585888,31.358334213991824,-0.3342111628294881,5.336069346937925,-3.375524770611193,1371.993470063981,678.8923434187717,21.744300000000006,33.389063023614234,-4.445134598736127,-1.6035324036031933,-15.307917972893252,150.39607721257372
63,3.5424,4,27.5279,79.61,254.96,32.4882,105.1808,1.86376,0.92427,516986.431275105,3594565.4655427323,beichuan,24.09236940460273,32.11315881817378,31.8841581904048,-0.4504965364748488,6.051898147851365,-3.8848259393396143,1371.7705460116845,679.7152439523453,25.6769,33.689837496532924,-4.9910996060403034,-0.7214002460830461,-15.170937735752132,153.62241185381035
64,3.5241,4,3.9048,77.48,240.72,32.4376,105.1637,2.27224,1.7613,515388.46049503976,3588953.821934197,beichuan,15.926198067793234,31.720994861143947,30.304900678126888,1.246254480758761,1.4879483457020477,-1.4781921631974804,1369.886747856137,673.099851473818,2.0538,27.894323156161636,-2.5523562649998333,-7.087699263338737,-9.203334084622533,142.21936940575387
65,3.5267,4,7.806,77.48,243.08,32.4445,105.1596,2.33455,1.94393,515001.9006102999,3589718.106322722,beichuan,17.875560849555413,32.89179090304352,29.70065388706123,0.8564708947662993,1.7884189794244127,-0.9663028271930753,1369.4310444058826,674.0008426179478,5.955,29.856845167281648,-1.6366093352027775,-6.160189402665869,-11.540221033549956,140.2165725996959
66,3.5305,4,11.709,77.48,245.43,32.4516,105.1557,2.30609,1.82064,514634.1649009956,3590504.6037188997,beichuan,19.5474187215208,33.19662451989712,30.068742019975478,0.3976097041292133,2.7663833422378863,-1.5522640741290614,1368.9975321917927,674.9280199873633,9.857999999999999,31.598452080282396,-2.2222989647505735,-4.887236029914946,-13.590301491434634,141.70918430330525
67,3.5359,4,15.612,77.48,247.79,32.4588,105.1522,2.21679,1.54172,514304.063572356,3591302.2538592946,beichuan,21.00006108472859,33.157607000078336,30.72684134550053,0.05256699231117204,3.791942494299436,-2.231948848495519,1368.6083859809905,675.8683449807812,13.761,32.834063160090665,-3.0317802393020354,-3.6119543745055895,-14.984729484486484,145.18238751588603
68,3.5433,4,19.515,77.48,250.13,32.4662,105.149,2.11917,1.25536,514002.175814229,3592122.125062778,beichuan,22.28032651201168,32.97705527664033,31.427446505824093,-0.196113869611056,4.72497047267157,-2.8750629595680373,1368.2524998727858,676.8348656957887,17.664,33.670218409774,-3.8118244602551514,-2.439246093912811,-15.67665568713484,149.3582262156917
69,3.553,4,23.418000000000006,77.48,252.47,32.4736,105.1462,2.04141,1.02898,513737.92372077634,3592942.0575693664,beichuan,23.426281854522067,32.743954900116485,32.079079174175185,-0.3731155680875494,5.5459236418224656,-3.451979690287339,1367.940981281548,677.8014586791232,21.567000000000004,34.2115773818462,-4.488583697087262,-1.3933873960504193,-15.827062170827551,153.2494482482199
70,3.5654,4,27.321,77.48,254.81,32.4811,105.1438,1.994,0.88213,513511.2831348197,3593773.133547512,beichuan,24.46428971599441,32.49973636622262,32.66639835794915,-0.5005768769470629,6.2694654007542185,-3.967971070411584,1367.6738017291282,678.7811883552104,25.47,34.53914031171369,-5.056206273916617,-0.4757737341125032,-15.644942808791242,156.1357763878362
71,3.5232,4,3.8698,75.34,240.73,32.4232,105.1302,2.4516,1.51042,512241.2679597414,3587353.247762511,beichuan,16.125783263532945,33.81626517549312,30.960304970501646,1.6211043322654022,0.3642828190648462,-2.101734533054458,1366.1766202573665,671.212984260691,2.0188,29.366087600496282,-2.4285494015464977,-8.297559987354118,-8.973997354387,148.3629596565893
72,3.5901,4,7.7361,75.34,242.97,32.4312,105.1251,2.55858,1.61438,511760.7326850104,3588239.475530025,beichuan,18.198076934826023,33.53325346683074,30.144767253181143,1.0017193848314885,1.811859666371856,-0.9280878898355668,1365.6101321366154,672.2577306694898,5.8851,30.400854478052093,-1.5831317127303368,-6.272912522965084,-11.770911652716038,147.74941947650908
73,3.6598,4,11.6042,75.34,245.16,32.4393,105.1202,2.5370700000000004,1.52108,511299.0698930339,3589136.833330554,beichuan,19.966954164353236,33.73717215582592,30.562771991751852,0.4854533269567987,2.9835092518080777,-1.4096983078933203,1365.0658922000287,673.3155979287608,9.7532,32.1532004008596,-2.116554362286265,-4.84714582957514,-14.002815868159251,149.0555429275566
74,3.7329,4,15.4722,75.34,247.31,32.4475,105.1158,2.4263600000000003,1.3086799999999998,510884.4742153443,3590045.349172033,beichuan,21.422759811793572,33.66302489225161,31.340346044177018,0.07167990770938426,4.023425648529049,-2.164182928640692,1364.5771382236276,674.3866190561897,13.621200000000002,33.49957272910245,-2.9838517003812344,-3.5349129700718294,-15.473840409350224,151.65937988311862
75,3.8094,4,19.3403,75.34,249.4,32.4559,105.1116,2.29427,1.08171,510488.727125671,3590976.0728580668,beichuan,22.693091530468717,33.45181629002952,32.15058545374157,-0.22404296175093086,4.949160930334125,-2.882484372329776,1364.1106042626252,675.4838203222876,17.4893,34.434013670995235,-3.842155282708204,-2.3491024515488443,-16.157027301061568,154.75690506082054
