index,length_km,width_km,depth_km,dip,strike,lat,lon,s_slip_m,d_slip_m,easting_utm48,northing_utm48,segment,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs
11,3.8388,4,15.9427,94.53,229.66,32.589,105.4479,1.48256,0.7803899999999999,542034.0457779315,3605813.436569996,beichuan,811.8697349478504,924.4965908457895,1688.8076194495811,-98.01741087923295,639.4910426111541,-159.255051075109,1401.298401332901,692.9751278871126,14.0917,894.185507190059,-472.3867315386288,-69.92798288864569,-58.976858514967034
12,3.8552,4,19.9283,94.53,231.86,32.5868,105.45,1.4421,0.6491899999999999,542232.1577241067,3605570.3890138464,beichuan,496.5832647705985,467.5631141380584,1303.836907141212,-29.527416496313357,456.3893637585389,-60.59429777649543,1401.5319493573406,692.6886066667644,18.0773,460.39672488433786,-262.69237610774223,-4.3614087398031955,-13.50945568706635
13,3.8761,4,23.914,94.53,234.04000000000002,32.5846,105.4521,1.41028,0.5804,542430.279261105,3605327.3453740287,beichuan,327.9817881002615,223.1984709907241,978.399878054536,-0.13485489133222472,260.0693724646786,29.056080718596053,1401.765508688104,692.4020900632581,22.063000000000002,243.5987836650112,-70.98199629382162,31.717225733367545,-68.41336222902095
14,3.9014,4,27.8997,94.53,236.20999999999998,32.5823,105.4541,1.396,0.55992,542619.0722352647,3605073.180171061,beichuan,230.05599016525906,76.4427409439313,728.3588350667719,23.61569390134054,115.43870366469594,108.95196836650429,1401.9880708656724,692.1024625941404,26.0487,110.18042357055141,75.32406127085693,49.43739603202407,23.99041584098798
15,3.8152,4,3.9965,92.4,223.01,32.5711,105.4121,1.62103,1.18426,538681.9849016129,3603815.5712943855,beichuan,-870.899873486889,-3121.3596673249554,1157.9675174874399,2163.309853478595,1558.2450517755776,-215.7684547246351,1397.3467608055093,690.6199065225051,2.1455,-4174.605793570991,-1063.1230195765968,1233.64802130423,4133.295942881132
16,3.8197,4,7.9893,92.4,225.24,32.57,105.4133,1.6151200000000001,1.1026799999999999,538795.097894894,3603694.0690063513,beichuan,53.29393048260184,-569.0172181875937,-817.875823303111,213.39461223145594,64.63842009874676,76.19990914699375,1397.4801062025404,690.4766712462729,6.1383,-473.739747951237,-5.831288547132466,304.91675610067404,589.2163591336893
17,3.8241,4,11.984000000000002,92.4,227.47,32.5689,105.4145,1.56847,0.91165,538908.2136309415,3603572.567994052,beichuan,243.03341809384418,60.61682360301951,-422.9639963560363,-11.335824184913504,-369.89325745401726,283.81650808616484,1397.6134548329333,690.3334374739652,10.133000000000003,192.67473481027645,433.3871669499646,95.14570345439931,328.1035558821948
18,3.8285,4,15.9786,92.4,229.7,32.5677,105.4157,1.50756,0.74138,539021.3754045538,3603439.982890315,beichuan,256.7385266206714,276.15671253763,-88.49873991655188,-2.8504826834150787,-385.5715375356112,286.4238316047279,1397.7468577355821,690.1771370102838,14.127600000000001,309.3624529170586,451.1547903469345,-4.548796844589638,265.56024978056007
19,3.8329,4,19.9733,92.4,231.92,32.5666,105.4168,1.45327,0.63061,539125.1096568176,3603318.4476680937,beichuan,191.06131985429025,342.1484496958426,141.99661185297418,33.53666053000575,-291.89663109947855,235.3260538832132,1397.8691468259208,690.0338629089606,18.1223,282.48445643909474,359.37930333755025,-77.75752765869909,198.20446721808685
20,3.8372,4,23.9679,92.4,234.15,32.5653,105.4178,1.4171200000000002,0.57704,539219.5462351129,3603174.7059414536,beichuan,103.74793246316743,254.19223233677442,210.11596032240735,25.183352187198885,-185.70540159465722,141.42261732254062,1397.9804751769948,689.8644102488133,22.1169,197.4276180043548,223.92352965382815,-76.42073832057038,118.1483242821887
21,3.8416,4,27.9626,92.4,236.37,32.5641,105.4188,1.40383,0.56835,539313.9418927777,3603042.050473354,beichuan,61.93865094523643,169.92014317374714,215.43234831834292,4.727643742473628,-145.4004752407689,77.28980659870128,1398.0917552880078,689.708026834769,26.1116,144.70820296474574,147.8449323839821,-48.29897271712548,68.70936639309834
22,4.5089,4,4.0,90.27,232.2,32.547,105.37799999999999,1.62376,1.10649,535490.6352476581,3601132.1254487354,beichuan,2742.5550289675784,-3318.418553275189,-1479.6111814481578,622.3366943832533,840.9071101342194,-2256.5223934768574,1393.584577750083,687.4564755026076,2.149,-1666.0259569073999,-2297.5219135756884,2783.865031053533,4609.118511459103
23,4.5247,4,7.9962,90.27,234.07,32.5469,105.3782,1.61942,1.01358,535509.4528438775,3601121.1068079406,beichuan,3392.181618224365,1060.8207471143965,-131.92640885784238,-286.16212316899913,-1333.1991114070365,227.59140819256558,1393.6067612302145,687.4434859689663,6.1452,2144.577325386769,955.8772224514906,1201.2827477758785,248.43486589169947
24,4.5399,4,11.9943,90.27,235.94,32.5468,105.3783,1.57181,0.8669500000000001,535518.8813460564,3601110.0548462183,beichuan,2584.5214574738357,1223.6752263678566,911.0833295022655,62.90970271305384,-715.0774401166653,419.4438211726316,1393.6178761987953,687.4304571543175,10.1433,1599.1854073313,744.7330644447345,609.6435005439315,2.9296810780535907
25,4.5546,4,15.9924,90.27,237.8,32.5467,105.3785,1.5086,0.7350399999999999,535537.6990152018,3601099.036258296,beichuan,1812.916158751306,1074.9533423411422,1292.9422996080434,165.9098240121984,-163.54965486856082,387.74278484990623,1393.6400597648967,687.4174676830057,14.1414,1138.797424064429,415.98342178410616,260.7477678620329,-192.32875676663912
26,4.5688,4,19.9906,90.27,239.66,32.5466,105.3786,1.45698,0.64665,535547.1275693497,3601087.984323104,beichuan,1259.7957892353752,894.0162382891278,1384.1448798677645,179.83143636574272,142.06991359437075,338.73978758141806,1393.651174794743,687.4044388996322,18.1396,832.6437692695883,223.18213488708014,70.01530358594005,-265.6794252593777
27,4.5823,4,23.9887,90.27,241.51,32.5465,105.3788,1.42733,0.6040800000000001,535565.9453114171,3601076.9657880533,beichuan,887.2966165391708,736.0837797584154,1345.648100401908,165.59138985622167,282.8246814323971,296.0388364529934,1393.6733584468097,687.3914494906494,22.137700000000002,632.8412967605384,128.63880145956358,-28.67802864351121,-247.90807639869027
28,4.5953,4,27.9868,90.27,243.36,32.5463,105.3789,1.42187,0.60068,535575.4133563299,3601054.8285708325,beichuan,640.8653200946213,600.1903324046957,1228.7279234341204,139.74274213142783,336.20815006619245,265.43434526526414,1393.6845200310927,687.3653526123521,26.1358,497.18632119176,89.95345569120799,-69.22726727033397,-184.8039131449205
29,4.5089,4,3.9979,88.13,232.2,32.5232,105.339,1.65009,1.13731,531837.2792143901,3598481.505205533,beichuan,-6078.199436366399,-6091.590856573952,-8111.7431977304705,-72.39292606926688,-1656.5057055700129,-1491.2471431650858,1389.2777497136221,684.3317415666102,2.1469,-6008.038456675417,-94.34799006039879,-48.06141403387154,3710.7071745462304
30,4.5113,4,7.9921,88.13,234.09,32.5242,105.3382,1.60817,1.03603,531761.7948172671,3598592.1189627037,beichuan,-754.6146005157291,-1599.4359485336847,-2415.9416198672425,74.84279130546885,-48.45614806886803,-379.36145560840043,1389.1887635007038,684.4621406917604,6.1411,-1362.8402862088562,-244.4565813859209,369.2305721977234,1260.5249431761904
31,4.5137,4,11.9881,88.13,235.98000000000002,32.5251,105.3374,1.54698,0.91586,531686.347176039,3598691.648043781,beichuan,83.94008840300853,-606.9238224125822,-889.882950263323,138.15179111126398,51.02179515656555,-150.8528302210908,1389.099820618168,684.5794724363054,10.1371,-509.17488197602296,-141.14916683077888,267.1888136771419,607.685255234848
32,4.5162,4,15.9841,88.13,237.87,32.5261,105.3367,1.49557,0.8031699999999999,531620.2572832471,3598802.292616985,beichuan,298.3043115055939,-122.79909312991965,-258.0358643551234,135.5497768237952,128.4576590132105,-103.30356430968979,1389.0219092948237,684.7099078895208,14.133099999999999,-115.76527585244463,-151.1561164536734,132.47918351667235,270.45395551011484
33,4.5186,4,19.9802,88.13,239.75,32.5271,105.336,1.46308,0.7180300000000001,531554.168839284,3598912.9376328737,beichuan,331.60275685463307,141.79584599008854,73.6846418678623,116.99043394852319,207.29596322358896,-90.2692261507672,1388.9439996794572,684.8403438646037,18.1292,100.02620795451294,-181.54804200058726,29.337039567687974,123.887384077695
34,4.5211,4,23.9762,88.13,241.64,32.5282,105.3353,1.45072,0.6696799999999999,531488.046961282,3599034.6683456893,beichuan,323.26848067953165,315.9640146054952,269.7943139359727,97.57388552527226,281.729617904541,-89.22916625679935,1388.8660506497408,684.9838484237212,22.1252,249.9274297125259,-212.99293782080903,-43.75478223027949,67.48427554495586
35,4.5235,4,27.9722,88.13,243.51999999999998,32.5292,105.3347,1.45815,0.6594099999999999,531431.3524354253,3599145.3437432973,beichuan,225.8671310085741,261.35871490259507,257.9227738076216,84.43277900648239,290.13649114650394,-31.694640705610272,1388.7992152328666,685.1143202148696,26.1212,197.2716278647158,-159.71739623478987,-56.97702906419349,51.21304900710507
36,4.5104,4,3.9903,86.0,232.22,32.4994,105.3001,1.77298,1.22397,528191.386872252,3595832.270870337,beichuan,-15974.154810365511,-26634.35400534626,-39160.97197557566,-2918.438649547888,1660.5703791468695,2759.108044257885,1384.9797203909798,681.2086414345458,2.1393,-20063.245434481665,2498.8391231950814,6084.594296355096,18615.673669931584
37,4.4811,4,7.9769,86.0,234.09,32.5015,105.2984,1.6293799999999998,1.2006800000000002,528031.0368707301,3596064.6116802106,beichuan,-1100.1549642211978,-6667.954252362083,-12317.62598747943,63.07145385990998,177.7237382542831,1630.87233979807,1384.7906887510549,681.4825408040206,6.1259,-5018.410602415964,1727.0810293129184,2695.621945355978,6212.481438738718
38,4.4498,4,11.9653,86.0,235.95999999999998,32.5037,105.2969,1.53882,1.12029,527889.4505906153,3596308.092572518,beichuan,-122.3743025379359,-2933.403418785438,-5014.961456319732,292.45096697242724,509.92736577296336,1095.00231809043,1384.6237770799162,681.7695728709155,10.1143,-2423.5425498547033,803.1371976520202,1264.0515323346692,2951.7421813460132
39,4.4163,4,15.9537,86.0,237.85,32.5059,105.2955,1.50459,0.98919,527757.2644961092,3596551.601534021,beichuan,-212.0370921809636,-1583.432238335016,-2321.902093263618,313.4653729017843,547.7161218247862,822.3218329078504,1384.4679469958332,682.0566380277141,14.102699999999999,-1537.9910642019704,459.58128822905064,543.6279292284311,1634.6557808287712
40,4.3806,4,19.9421,86.0,239.75,32.5081,105.2942,1.49637,0.8666200000000001,527634.477900033,3596795.1381976907,beichuan,-82.02402406675596,-737.8554113544667,-951.3185058588188,208.30870783767548,278.3825630504523,621.4964380676886,1384.3231976887123,682.3437358417368,18.0911,-808.8822551386378,406.58891155092937,220.99694268185044,948.097320504108
41,4.3427,4,23.9306,86.0,241.65,32.5104,105.29299999999999,1.5023600000000001,0.7820199999999999,527521.0596480779,3597049.7874266882,beichuan,113.37163978131987,-290.0706515735284,-153.6666328760805,132.3246313376454,135.03770460969574,508.0355202543635,1384.1894924317053,682.643933914118,22.0796,-362.2381808071031,368.3951552877952,120.8353497913162,605.049204794637
42,4.3026,4,27.919,86.0,243.57,32.5127,105.2919,1.52106,0.7437199999999999,527417.0397453217,3597304.4637099323,beichuan,280.9270084307396,-25.653874903518947,373.67506019856495,77.40938538192061,61.56092766872142,444.37132699773565,1384.066866596867,682.9441638799108,26.068,-76.24180471210147,339.0628406326953,92.9192093051987,397.30957101657714
43,3.5213,4,3.9771,83.87,240.70999999999998,32.4806,105.2643,1.8625200000000002,1.4114799999999998,524833.4887359317,3593739.361609189,beichuan,1081.7077226780775,-3651.0055233875714,305.42925747915507,931.878312479482,4398.330749819555,-527.7513931778348,1381.021198498947,678.7413756653191,2.1261,-2717.5480739395653,-2936.741324053944,1906.8689166805252,5132.042612694298
44,3.5038,4,7.9506,83.87,243.16,32.484,105.2621,1.68705,1.5180200000000001,524625.8513573471,3594115.746503895,beichuan,831.8553001297049,-2645.948599918413,156.41831903626934,-75.7815857839516,1520.897016873997,154.2110807691538,1380.7764212378856,679.18508413563,6.0996,-1736.1571587388792,-752.3481215935856,1590.0355262096248,2800.7396814326985
45,3.4852,4,11.9259,83.87,245.62,32.4874,105.2601,1.61502,1.44101,524437.0199879549,3594492.181607675,beichuan,639.1735511502429,-357.2547372869529,2006.3888224317832,-121.35871629641593,474.2030209358445,-10.983029699774598,1380.5538137973695,679.6288517958587,10.0749,-28.548144791522468,-424.29800748476,497.6744883884342,671.1233024078194
46,3.4655,4,15.9012,83.87,248.1,32.4909,105.2583,1.59655,1.25003,524266.9656615178,3594879.751027649,beichuan,404.53785355423094,113.99362526150927,1538.1797700243249,-167.38357678564682,403.0212916906338,-105.16574331606243,1380.353342029999,680.0857453558674,14.0502,337.366300985947,-376.86450766644765,255.8363537735393,253.07895382029983
47,3.445,4,19.8765,83.87,250.6,32.4945,105.2567,1.5966,1.0591,524115.6867474017,3595278.453837376,beichuan,72.67906122483402,-632.4933542008517,-826.411741953806,-144.47014633170795,232.35880432897966,141.08905309263181,1380.175004013472,680.5557637235029,18.0255,-480.16590853587917,93.08420797350114,360.02387617409556,659.9622364330849
48,3.4235,4,23.8518,83.87,253.11,32.4981,105.2552,1.60456,0.91745,523973.813874046,3595677.181564184,beichuan,-233.23499278650905,-963.4214689323138,-1812.1696798978292,-69.66406476784523,-20.673387162065314,192.52103418902038,1380.007754486457,681.0258114651119,22.0008,-914.2685568197318,286.6563367448731,263.2659018561282,937.7664661160941
49,3.4014,4,27.8271,83.87,255.65,32.5018,105.25399999999999,1.61902,0.8363400000000001,523860.1070726377,3596087.06372463,beichuan,-346.44242788406086,-717.8288916871406,-1113.517387227223,69.7934252609623,-18.601839966217746,282.6423428533347,1379.8737090674554,681.5090088223305,25.976100000000002,-792.0471950240292,312.95972020317276,33.35137198477438,789.9601083589129
50,3.5231,4,3.9585,81.74,240.70999999999998,32.4663,105.2308,1.96596,1.7119000000000002,521689.2670030466,3592146.886872468,beichuan,4044.523172001784,-2378.023621023034,-9004.813857354828,4201.482143482295,-3673.0321162772084,3420.8696399675364,1377.314573086935,676.8640566246863,2.1075,-5880.0574529150845,5234.11079101265,324.64173910772746,8772.203427014123
51,3.5260000000000002,4,7.9133,81.74,243.1,32.4709,105.228,1.8435700000000002,1.88083,521425.04906506353,3592656.2362150727,beichuan,808.5714415395784,1742.4246269187624,3622.2767427355184,643.2595275569978,-1973.1920940658317,394.4349258975723,1377.00309476052,677.464512755736,6.0623,731.7688099121701,824.8778720022372,-976.0223649986192,838.8444854992616
52,3.5291,4,11.87,81.74,245.49,32.4756,105.2254,1.78439,1.75508,521179.62734063563,3593176.7175453133,beichuan,1106.4460304531272,1548.8681258582278,4012.7658604770722,-57.52269456507128,-449.7326157556521,981.1799931687026,1376.7137747068768,678.0780920415,10.018999999999998,1260.772258214225,679.826758394975,-128.2471641557156,-64.6456357684931
53,3.5326,4,15.8267,81.74,247.88,32.4804,105.2231,1.75552,1.48645,520962.3956861087,3593708.3491654214,beichuan,382.01098398718455,-427.01845807228136,1171.552634800461,-79.32859128969336,271.8390405817411,715.9500181681562,1376.4576870516898,678.7048160579116,13.9757,-386.9688400652113,334.64117340158,410.4416600951715,761.7538404090433
54,3.5365,4,19.7833,81.74,250.26999999999998,32.4852,105.2211,1.7391800000000002,1.2226199999999998,520773.37329438,3594240.0441577043,beichuan,231.98246790634846,-478.79017976153773,831.4996387735889,-77.43403501723617,220.70801590755434,381.1262909771974,1376.2348544208694,679.3316147818127,17.9323,-405.04227452644585,104.73303908177243,331.01432878032716,590.2133474186026
55,3.5408,4,23.74,81.74,252.65,32.4902,105.2193,1.7319000000000002,1.0241200000000001,520603.115108564,3594793.9519134727,beichuan,331.6006854460668,140.44202319810853,1184.5592942333008,-122.69161572527655,368.44862377713514,-6.6296845345096465,1376.0341423300051,679.984599443158,21.889,280.08718028510634,-247.50574574738783,203.91155030169048,152.63291837423472
56,3.5458,4,27.6967,81.74,255.03,32.4952,105.2177,1.73472,0.90354,520451.6643707192,3595347.9012418543,beichuan,-117.68076750327522,-459.83586905520366,-428.387279233213,-79.46178489478645,142.1260634183281,47.992657513155415,1375.8556017558171,680.6376331131664,25.8457,-400.73138926316847,13.665640870524307,174.14767196287735,415.1218647615417
57,3.5222,4,3.9344,79.61,240.72,32.4519,105.1972,2.10858,1.84369,518534.6735601736,3590544.3045980986,beichuan,5783.716274932107,-45187.758833288004,-32577.279996093737,-649.7630965400692,9561.792968922278,18539.143321172018,1373.595720787931,674.9748221216328,2.0834,-36523.46908271992,10770.571213248182,24860.27670615817,49007.22748634023
