iter,txx,tyy,txy,likelihood
4,1.403279740952073,0.6780165051777456,-0.008199962711543655,0.9499939436593691
11,1.8156181170532977,-0.30190412140570905,-0.5915885479021472,0.815851434308904
18,0.6283928306216003,0.7136521895017738,-0.13097558279019947,0.2013852721595063
20,1.275387070083242,0.1362282133525256,-0.24048990546287558,0.9476929392581264
21,0.7096700200521945,0.4467748094945117,0.08091150143295332,0.8403230798646977
26,0.8923493292008203,0.6604047224643583,0.28150096937827507,0.7577013366920475
27,0.17644400026973023,0.15452064030093823,-0.8036086345738622,0.3016193692745821
32,1.3673336286162028,0.8890615261267895,-0.5205959358801239,0.6248023650022585
37,0.9573212416667596,0.6158493250494778,0.3095312123346743,0.9332009469063528
41,1.6337816070076872,0.8004045609143092,0.6798530661722235,0.7929617916016507
50,1.8922780988864,1.3332707832703121,0.6474438684960119,0.8448881763097578
53,1.7620212846390946,1.8111785029556138,0.4560095074025125,0.2809821956578186
64,2.4429685370141936,1.5424868950920827,-0.11134009313565425,0.7614234772649592
66,1.9039797917449963,1.7876747842592613,0.05233791696925429,0.3853816226431509
69,0.6445096039594572,0.15114894256657718,-0.17999243831224052,0.9957011437946639
73,1.347318185340545,-0.09273593845523483,-0.4032456035973731,0.8746147119622459
74,1.2268862695027696,0.4522429962891005,0.5087231252530003,0.4930777778977238
77,1.6506957610172002,-0.5315680736250605,-0.44187261576432096,0.5776604482778787
84,0.8665842918298797,-0.3170877638104472,-0.4295812047068615,0.755767169363046
88,0.43093296322368624,0.09338055152574962,-0.14958620943377673,0.9882530084437464
90,1.0111698758392036,1.0677556841042164,-0.00411828735708551,0.2561934786644311
99,1.446070300550637,0.9055395513873312,0.20406722249998535,0.8604119433501966
103,1.4309545331832019,1.4503356588115934,0.06909292595503684,0.3024790730849988
104,0.42404956108690794,0.07279480500765982,-0.4879667105075236,0.8128370790781831
105,1.7492064951197792,1.4982419245698462,0.5098445300524126,0.5300933028200858
107,1.9249574506234326,1.2892299714415272,0.3951100440818162,0.8269101354183129
113,1.9539696985481148,0.7437822565300382,-0.3915241820326483,0.9539571817573561
128,1.0765649438519511,1.0524361533252273,-0.01820809574802666,0.3315691557579036
129,1.6819917217703426,0.38381086631908395,-0.9959952307094544,0.9285723988419289
133,1.1217926538977891,-0.5998725324641344,0.1492381425071002,0.0515681056748362
144,0.47399946099222,-0.19024402656395945,-0.044545402994080836,0.24856922519317678
145,1.5015871695667065,0.9095763453074154,-0.8977195427058304,0.6169221363197746
146,1.0920607664690443,0.7209969082013411,-0.12989167583868635,0.6922419117808088
147,1.8270293740902444,1.0123714896731664,-0.4343737724607234,0.777694655300459
148,1.0805646176338581,0.4110810756401404,-0.6623858441093106,0.813411383192013
152,0.09966753502050081,-0.08142474991402335,-0.28161479809853057,0.8695868929813888
156,2.1850301275944477,2.1056265958795786,-0.03300287755801893,0.3594565868873946
167,2.3087524348993593,-0.6125468616201034,-0.6167574467747483,0.6556805885035754
168,1.6708954167734582,1.4209306529615338,0.17241183588401532,0.5002457583394558
170,0.7747906624396402,0.8182024896092654,0.025395789002591793,0.2453372533785045
174,2.1992784272034527,2.0553669866161566,-0.23516661857047552,0.38313309259472156
175,0.42292921524532096,0.23172345735747948,-0.10528162647607674,0.7681708242925807
181,0.9749199257609976,0.17190983087533002,-0.1640309285605148,0.9764227869240572
191,0.9486232928870788,0.9529345997527755,-0.3996695473927776,0.3022607200866777
194,0.6456213420434266,-0.36149120860902695,-1.1081942421820388,0.9869614137514936
197,0.2635665897397528,0.14363289317137218,0.01745098199232231,0.7398068103762955
199,0.53453696423745,-0.21391388187511587,0.09545164244995508,0.06328041687377982
202,0.2428086793619145,0.025272361625859083,-0.23536691729596668,0.8873332385904953
204,1.9361018390131555,0.049860193624363475,0.4309876957364244,0.28897401076277174
205,0.8821241244183978,0.7824996161473515,-0.006738651530752783,0.4247403664750882
207,0.5302060603810408,0.5663039542605479,-0.028472781390417982,0.22434297646626955
208,1.458552812418788,0.116969061653719,-0.3939963275376366,0.9719029791014647
216,1.0647630694358508,1.4337106049196882,-0.3336297781913407,0.12805482692691345
217,0.49145302367186056,0.0012382079169730557,-0.2479930670796932,0.9886232111815982
