iter,txx,tyy,txy,mu,phi,likelihood
2,0.8714443435766271,0.14477640862282856,0.05531787397004719,0.43758781240990446,0.584631272595559,0.7741006766820053
15,0.7848399789864569,0.2090373771499117,0.149269276649687,0.5790342116101188,0.7081302751725644,0.7329477811557423
20,1.3217296219331658,1.271236983337076,0.011135359990627026,0.3000971302998955,0.307064661664804,0.17886736678402038
25,1.614164668984038,0.7324952779174513,-0.2754371013841204,0.2584169097961706,0.004893437771281361,0.8473204390923684
36,0.9873212090428448,0.06744978442409166,0.21250450764386009,0.26223570100374655,0.15511409362491785,0.42985146092987697
38,0.6245850138379746,0.2513649181870505,-0.34462631303258995,0.2107623444301438,0.2668294934409603,0.6146016053239465
48,0.5971834951669738,0.08518282361088535,-0.15935605684330761,0.18592091898378849,0.2321335152198593,0.8874652371438932
51,1.3664853347200958,0.6071466654719909,0.0077683703328001895,0.30913585249728864,0.29985243789929744,0.940317232404591
56,1.6130364865379287,1.1335581373859898,0.0887483362003958,0.2480586644483309,0.10897001329416436,0.6166862299493865
58,0.879121585459527,0.4356079312603354,-0.3918691077068955,0.6608633284330285,0.8299366072128586,0.6073237169229035
72,0.8442788912069902,0.22112316566511933,-0.36380688704576875,0.4392903485108011,0.6523089838933638,0.8282660312754621
76,0.9867491054210403,0.2146810044958351,0.233934861712811,0.32167885675918045,0.38323499904600866,0.6084066886315485
83,0.6798935015401073,0.5591697326970441,0.2838483203388215,0.10247770986421703,0.21121957439283973,0.3111698023461217
85,0.16254880354537699,0.0057397001387045074,-0.024827708280679945,0.058410683797446857,0.29500138028379097,0.14433591449504254
92,1.6827836483817897,1.784739460291575,0.0375529216386169,0.26598263961781937,0.08005388427905304,0.11483075467601565
93,1.5080379853243302,1.1118466506579825,0.12486428906271016,0.4834514335089686,0.5524724617475406,0.5507256078746333
97,1.7427098257724036,1.2830799187160056,-0.1893231944795972,0.50912692570396,0.5403390589352912,0.4740549981687797
100,1.6929592653108076,1.0124691461960535,-0.15631935701352676,0.8815497409421192,0.7626317227865744,0.7180121830903956
102,1.38401787683074,1.3079161563917903,0.10832016643809085,0.2618434528639003,0.21545362765779777,0.19907984499517686
109,0.5329416265382894,0.06901410704780798,-0.1372910591029887,0.7473447827662301,0.8944395952771718,0.8624536496146452
118,2.419807989341281,2.0697961410485313,-0.020195277128630566,0.4741943604151456,0.40661614402619617,0.3357777143855543
121,0.561067679970847,0.45816896840009985,-0.002582708329116986,0.16319127367629527,0.34649738579466166,0.2217319513542952
127,0.7693055559986987,0.4592323190142337,0.14785556784823947,0.23118129968108136,0.470672484738791,0.7632801415084419
129,2.1229307905691717,0.25498203046851137,-0.4408206737425257,0.7370336807317625,0.6113939605778559,0.9403473373038402
130,0.9969875890516574,1.0204694586654175,-0.06722240456134909,0.20440010732878636,0.09038581352446871,0.1192644012392353
132,0.8831536472777087,0.7982103011478331,0.20256009101663605,0.7688146163809524,0.7758290311151592,0.20479138502113695
134,1.2421637645862804,0.7931824183962138,-0.8083058244616297,0.31313876761995496,0.22056108059354912,0.4156246596213711
138,1.594796741552594,0.9095698796996864,-0.30431362206320506,0.47551729952160243,0.5251417808456724,0.6956163392227905
141,0.9332355614791347,0.25507136540014125,0.008587184634481384,0.46446069602681517,0.6222174594597621,0.9348191185044096
148,1.4879517883932805,0.904468424245804,0.004508016896762605,0.248465734574717,0.12064733458120688,0.7541314785511046
153,1.8346837068388553,0.5692050564661163,0.31203729090120186,0.4223015212270237,0.30912636414152755,0.8752560059021479
156,2.183122909014855,1.5716476246013824,-0.09300533124746833,0.8035373765434456,0.6813899992975371,0.5507643304908629
157,1.1519465612719835,0.5895994019729146,0.006607070961944029,0.2610405904288648,0.2815691412533546,0.8637766401133709
170,0.8048991343097243,0.45559887998918547,-0.09674538347246654,0.15494224675159954,0.004451615098711093,0.6496762836573526
173,1.0630057523928829,0.6388777968081173,0.5952549780845393,0.11852633134180439,0.028731548799580498,0.5687138084209277
176,2.0360275176285505,1.3875383874631027,0.5957424777919259,0.2303742378242387,0.03725985609042607,0.8722844558265324
183,1.1264087932208808,0.6374480557372485,0.45492565366697724,0.17012427630318394,0.1512736729124808,0.8941679468554126
189,1.7291657420751105,1.2052405219797035,-0.031290394680666085,0.2522421017476434,0.05202710250406007,0.5900643917729737
192,1.3310569015778808,1.2051026254349593,-0.2810821135078139,0.3461049315374131,0.36152472840954253,0.22080514671668727
194,1.0689965781956519,0.8706736476043516,0.376630731284537,0.28194269777378117,0.47589334925288124,0.4421254529805875
208,1.5652698250785309,0.4482161005586817,0.02201773566774879,0.4925588603921353,0.4767458404599346,0.9572422538957686
209,1.7997686934683514,1.3105836291777222,-0.44632496293519336,0.6954363639726747,0.6980298358195649,0.43930321450177934
214,1.748158113709308,0.9322213507798874,0.230838415404093,0.2688667369171772,0.12649027390620982,0.9502498943658926
223,1.9775864622663488,0.6320248212818455,-0.8561700675169254,0.3426227418273882,0.09331181749239326,0.8360285297525618
226,1.6864883457089197,0.5292761234028804,-0.7300285174071633,0.3965226670553132,0.32628836016039786,0.8344981123600931
229,1.0074955235115775,0.1538680970460293,-0.1340572242020919,0.3139865236064538,0.34899439495011825,0.9253518777256922
233,1.2168619184805054,0.8604490596757158,0.2852968276582693,0.761508164852324,0.7168181534696555,0.6934426896216954
237,0.3671890059483189,0.08666281017524109,0.051782329453381085,0.09113083075552492,0.18226751157786142,0.3346211357192801
239,1.3734319158955943,0.5398040215293348,0.25802447544913326,0.3274555435632517,0.328656566369553,0.9450229215664422
250,0.5301176411581565,0.06713424909729385,-0.16491754593450306,0.16556604863473023,0.19955363555249342,0.8611216884080151
252,0.7122950675113771,0.27049178091604625,-0.04476274656024173,0.1673563258403668,0.1641010297779852,0.8770365354421318
254,1.6726005225843898,0.9318743953955714,-0.26519040416241063,0.44647598998377236,0.47090845867834613,0.7369654188014454
261,0.4968488398706086,0.3815117512668071,-0.1214893666556198,0.4000024856148749,0.7612116280521374,0.2333223452690425
266,0.9608552746010758,0.9293608135573889,0.11741715788458863,0.1691873725162155,0.07776144429904965,0.1479400501339995
269,1.535915926964107,1.5453078784875194,-0.18600008746791843,0.27586027425224036,0.11406521936316948,0.15398917825713662
271,0.6369766124565209,0.1274833100109695,0.1186955590237528,0.4858144152615347,0.7057808563960601,0.6021213431367775
279,0.8243796201184093,0.7556005011531909,-0.3139224399925789,0.6557625891807211,0.8085576946566104,0.1761136342687227
