iter,txx,tyy,txy,likelihood
0,0.44188140455129254,0.714396165133529,0.08851562208710019,0.8420462981314665
3,0.5570686912946484,1.801553309229579,0.4935457765485965,0.7707706797299266
5,0.4658028899105593,0.5865948993988863,0.08926056212442757,0.6476804069815278
7,0.0414631602890836,0.13614148770513396,0.03237234335683321,0.34349475161489246
9,0.6306960920342233,1.6618203677845182,-0.30360766336485867,0.9056558633737966
18,0.6614936910162068,0.7646591125292994,-0.0805901182182528,0.4064517147027081
20,1.3217296219331347,1.271236983337081,0.011135359990627284,0.234180127356788
21,0.1576749951620309,0.6960468570577779,-0.14491676304010084,0.9620050329945969
24,0.07439949897755965,0.5818532919442441,0.03022109128569482,0.727679330542587
26,0.4709632240057742,1.0560060558211486,0.12304506616675656,0.9780982116718198
27,0.48049140722920947,0.8247318407179086,0.26567107929045736,0.9110551676294147
31,0.6075860718365425,0.8303554919252821,0.5980307380245363,0.46547270421842907
32,0.5410149217115048,1.274234507124427,0.7036938572461219,0.28653593898123914
35,0.765646908131316,1.6919211150955553,-0.276273903933989,0.8431633842849591
45,0.1883761508147401,0.18305741256361385,0.0029710195180461235,0.2997067025725618
47,0.3107560730682054,0.3331536999787696,0.058114808549445396,0.45917580677588554
50,1.1710013325574313,2.1737741565550577,0.40668509454480856,0.9601711199680364
52,0.570035197173658,2.0521400000077867,-0.8225739983211626,0.8647646622267161
53,0.3553219846730579,2.0730504747174434,-0.5668935554631387,0.9845761699459855
55,0.17643443290630503,0.8078143083262782,-0.3273879394252503,0.9240309975128769
64,1.30314810180492,2.2676780833918078,-0.46671149402923756,0.6493614952584322
65,0.7389039684291566,0.563001732266326,-0.052954550152410455,0.11014096000116938
67,0.39209140726751374,0.7715653219784914,0.05676598718626246,0.9198811301865845
71,0.625571386888507,0.972810288299002,-0.2241091513190043,0.5906916623897961
77,1.1458073605245485,1.5963541180387448,-0.2880666310556126,0.4956910947149402
82,0.9936960742340946,0.7002073430485969,0.5007804235352653,0.04970208319406558
83,0.6798935015401147,0.559169732697032,0.2838483203388281,0.20712256209557559
84,0.8872353201547293,1.0035177954518173,-0.01736373043628489,0.3991650672161292
87,0.0024365520058301526,0.002396112323488433,-0.00010153304137780577,0.015888988457719057
92,1.6827836483818137,1.7847394602915612,0.03755292163861594,0.3162858817399087
94,0.07519841809703116,0.659350913520541,-0.04983856883357885,0.8759051964567242
95,0.3778119307314364,1.6196659662733608,0.2968372836767809,0.7936878686186764
99,0.19563952180942576,1.4775361055094838,-0.22066961071267452,0.9884531785581101
101,0.7769442216130659,0.900661750352889,-0.5083255706857697,0.27416443903292964
102,1.3840178768307583,1.3079161563917459,0.10832016643809103,0.23021049593257303
110,1.3857238588200287,1.4417769432310332,0.8120670956067783,0.5335503074126653
112,0.1063676574729593,0.16686562310398284,-0.012781547094557937,0.5365855334606536
116,0.3473425908103837,1.3799485198030697,-0.016808716540102873,0.9864526104517475
118,2.4198079893413142,2.069796141048568,-0.02019527712863109,0.13462591809383526
120,0.3179156101170312,1.1170163857496156,0.010950648309378091,0.9831774500627902
123,0.37619459698556035,0.543299792408627,-0.17657038700882527,0.5286959491518091
130,0.9969875890516603,1.0204694586654202,-0.06722240456135019,0.2844401799437057
132,0.8831536472777034,0.798210301147835,0.20256009101663455,0.24783660530722423
133,0.7908352590684442,1.129143776391857,0.04344257131447136,0.6811854776107645
137,0.2799280103613502,1.6056348339453737,0.12902287670851112,0.8559459059629617
144,0.07873426656026189,0.43936037108966575,-0.12238872046393194,0.9199776959836302
146,0.6259806203731659,1.0792383101264316,-0.16511846587265736,0.7149798825713852
151,1.3489002913373578,1.4435613547306478,0.7267802067613243,0.5704607592914891
155,0.10413835456688582,1.325534023477231,-0.23631788486677857,0.9738861010202825
156,2.1831229090148527,1.571647624601379,-0.09300533124746813,0.06685369663374537
158,0.3629799755571277,0.39835353694118597,0.014426842539359086,0.46473772216597803
163,2.094500490453623,2.2436467973637244,-0.007893824831409353,0.3106964909697657
164,0.5019534024544902,0.6447978135490553,-0.23472865892036957,0.4112439757209441
165,0.34593422611648794,0.5917610637624368,0.17743773588863135,0.8683039003779394
167,2.1401191100550156,2.28476093206867,-0.20902961776261156,0.2835084959629489
