,txx,tyy,txy,mu,phi
98606,1.7555493769906685,0.9041712035873364,0.2361000654750285,0.3224829791851309,0.2777000530407201
86637,1.4009421900919956,0.5006738419700294,-0.2467949890196911,0.4921262240057447,0.4845866750315113
98609,0.4430823588132284,0.19967850501778814,0.0007390947779116251,0.12611069830250438,0.44771444948769945
306,1.4450389988543288,1.0638507402265966,-0.4826111025351462,0.3938576884337369,0.32527290251810004
98355,1.7610070956029582,0.8037792174958437,-0.4576484769164609,0.5216290534059916,0.435585797948041
98612,0.4678491573499918,0.3067090634880593,0.05100569906619199,0.30823106189296,0.725878909357778
310,1.3075071239336482,0.4393191310376199,-0.19782518649788086,0.21621908916711047,0.06463362566258075
38281,1.746854599367074,1.4962569510079455,-0.4839193096734107,0.3456500086723751,0.2417538645949649
98356,0.3920221614461886,0.09096733907597396,-0.18099607602570786,0.15466293551097512,0.4579008185368704
98619,0.6343093918030758,0.34043329034153474,-0.1616878288702424,0.14227313554699178,0.18484045442977484
65854,0.5061270216132411,0.2604654715949631,0.2547188005484599,0.13413069929557359,0.5440138963671007
65855,0.7492519751408505,0.4335146981202909,0.10798673294054596,0.20298216263572716,0.4651672741495642
65858,2.0041334500983754,0.9509973055341608,-0.3381041593111434,0.4142195181429178,0.27344528061118706
331,1.0100076300299201,0.7910317783329252,-0.14911917949720424,0.1685265161207913,0.04013937883442134
98639,2.0854983486401584,0.3852366232704867,-0.02695549048662464,0.45595743680167966,0.2994263188374495
65875,0.3679409083933101,0.0931452516150204,-0.11013056392116026,0.07723209482721705,0.04252766229621939
98644,2.0173166168034884,0.9941761442539702,-0.07664912814507277,0.3405789013130843,0.1976751444336464
98646,0.5929077386166021,0.5433666153291331,-0.18858916083280605,0.31900463785856964,0.596112620442681
347,0.4178218364059474,0.1800793716503071,-0.153610049669382,0.10654935455404795,0.20589932231550287
350,1.1785887090160276,0.5019296043356418,0.0570177937129039,0.20452903056612692,0.18543345300753414
98657,1.8158541141012905,0.8729112810420241,-0.6647644558145733,0.3042529458871054,0.06784717581897053
354,1.3066145494654997,0.9255066466688504,-0.03089821379174047,0.18069009241884773,0.011593032056968823
98659,2.290992018138009,2.0272451565924667,0.03926024587323617,0.28446179694588064,0.03699696049039865
33125,2.1648764345213745,1.3802223499955057,-0.14317748957811094,0.44765005951231485,0.3154718431015705
366,1.0149960910790388,0.3474205613753725,0.04954955711563968,0.607521768273044,0.6614281666593225
98673,1.2331438763751263,0.4911437649014535,-0.10922667110420532,0.18309474487480856,0.05827361288494631
371,0.8843089595937955,0.4793872902325626,-0.1392226883004926,0.22444518378943662,0.3316816365279542
65909,0.6317787396913433,0.3862112739828961,-0.005403086978736925,0.10251526953871407,0.07415379974716313
98681,1.4067672641399662,0.9469821348682216,-0.11562756154867768,0.46145591994650204,0.4830739329936993
33150,1.5639586405029535,0.7624051505422899,0.3696046693100357,0.2561208583754749,0.2442084012682239
98691,1.1333631233485724,0.5806587837666948,-0.783166121388717,0.3905822698993456,0.3773824336908821
33156,1.4474079279220928,0.3818769630494199,-0.5847348456063196,0.3535624759403849,0.2764962086386924
65928,0.3928468982214426,0.25370736237880515,0.10467515005758768,0.3384186882999676,0.7971475746390466
33162,0.401856201263875,0.13170992791216946,0.041526236881288994,0.11247877887397367,0.5176414324253233
399,0.8784716967973749,0.2672430389316105,-0.14909295601648842,0.2688317958443708,0.4227940557443045
400,0.3569589017095324,0.0691148894825293,-0.04883706531726075,0.21542584873275708,0.6955872466958765
401,1.784656730891584,0.4729660264285772,-0.41108036176543816,0.38380378421480715,0.26229225800517497
49220,0.9369967292176734,1.0328921255904768,-0.3905272159237841,0.3345670965314469,0.3998939661268524
65948,0.9627366277744264,1.0125995359060178,0.0536165244417532,0.18157162508594493,0.1929718080428832
417,2.1806238649814382,1.1109212186371735,0.009560535132572556,0.2782041889041804,0.053219088554712406
33191,2.1554783186633686,0.8496878300903721,-0.2452245640535017,0.28112409493574364,0.0018216597859395114
33192,1.5369045738804183,0.421177003929016,-0.5412394364400369,0.35328729398599845,0.2582563971363433
33193,2.242094599608227,1.8370501571955675,-0.024203842843066845,0.39043061174326266,0.229702444152016
427,1.47616195233911,0.9222874512069408,-0.1807437747130516,0.3563940288195272,0.33032591261542904
431,2.293503227396686,0.4757699567008444,-0.5808072086328524,0.3580844572602938,0.07555822746764025
432,1.0908458622656096,1.0017075914541584,-0.0028701476589223663,0.2800378082036024,0.3486717399097487
65608,1.3372143024438323,0.4103670796017711,0.1481360988160707,0.20882816831036158,0.08172571180971032
437,1.2855503883454034,0.9398653843817328,-0.19149495234393035,0.39682218549616666,0.4200941714763014
65974,0.1852484290505458,0.12627749319045758,-0.0828022753306423,0.15168001438520973,0.7361803789144105
98748,1.7332664165088782,0.34182166467007274,-0.7436758028545103,0.340621804265392,0.14340071455429987
445,2.110564422654244,1.1135066862645149,0.34667379846575663,0.2817550709058701,0.13909252581594084
33217,1.2266232066474456,0.7983029333186515,0.04414283485196791,0.18745108213455303,0.11712025548995225
98379,0.9058425041816944,0.5117623483960198,0.3088171523923507,0.10275168862980977,0.02860679203287253
98758,0.8590411143005671,0.3027148493639253,-0.25068178948078795,0.173232372288678,0.10586202258693336
98769,2.095952922680617,0.6437190899393423,0.2467678406447925,0.2950366908392862,0.0898974281318199
98772,0.8669046280607065,0.3584596491301965,0.1860934337138498,0.27278237458333765,0.514594807659973
33241,1.354368308068054,0.2933510147865594,0.2591051191193193,0.45604978967746357,0.4788245203822437
33242,0.4887563859016951,0.4133277135650802,-0.19491287956766826,0.13587817880565245,0.22038992825082385
98780,0.7178219832425154,0.3827130941833476,0.08153657620733562,0.2919467565039161,0.5914975999564692
33247,0.6033611511718434,0.5342005923835129,0.007750310875460433,0.43882282340635703,0.7358827299770034
98787,0.6003434408523841,0.27008600304537816,-0.22408451517322625,0.34293425461621785,0.6280156588302797
33253,1.5807400218611745,1.2855212987834406,0.07057135703193224,0.2591654466618961,0.164913342405768
487,1.747991618340241,0.8839777512644104,0.8388159007997703,0.3272415990969949,0.3172164865207994
33257,1.7601986297045908,1.940739688736362,-0.5384607383441716,0.3088199243375184,0.0723623631125463
493,1.7314351196378142,1.6527791300816208,-0.0007113172082172656,0.284450350397963,0.14449247430961604
494,1.8748893648463956,0.7561131635928319,0.5428518638635752,0.6215764405057742,0.472374996394076
30991,1.2902406637730257,0.40308852849299415,-0.2433271023918815,0.26335903965966967,0.20564519758872296
66032,1.428689311892519,0.5558401417664528,0.27041290134189194,0.3184180626714152,0.35723406522138224
498,0.9846691089306092,0.5251493871142954,-0.3117963961142544,0.21747653326138433,0.189352684584552
66036,1.6144528910813276,1.2149785669454245,-0.005229690577350788,0.5277477418626134,0.501711365871663
504,1.1655595801443317,0.4882764259369322,-0.1043255968619974,0.28335930597574654,0.34052833956917383
505,0.4604695813541394,0.1341604837755209,0.11884883517038687,0.43138106272095184,0.7899653809898961
98814,2.3268313035932766,0.8405975191353051,-0.05015845448663152,0.4327658425434205,0.2556662506866505
66047,1.4603021928212458,0.33773435911904803,0.11998389255674655,0.3955168374197371,0.3998674847806824
66056,0.4029591866782893,0.2571348431691471,-0.06972579462017534,0.08444567144467097,0.15357889680046394
33290,2.051432182869572,1.6460298433908065,-0.5237584190829249,0.3670762741196105,0.24223398143791186
523,1.8115704377623787,0.8634169757281118,-0.14428359404918475,0.32291429516792614,0.20333720046899775
526,1.4429044568137284,0.7877381447736361,0.3813561742445841,0.29887011365155186,0.3650150600541636
98834,1.838863598108829,1.1036649872382898,0.3344686059377845,0.2014490020077895,0.0132582436359865
98838,1.4541542391228792,1.3474732861391203,0.015180885955383343,0.3112556327594028,0.2999479196054441
540,1.2292887658254672,1.0463268258092757,0.002528341754992173,0.4121638581004377,0.5275401037306281
66077,0.4052935595486248,0.17952058608909746,0.10527540450396472,0.05595318338876874,0.08631790893917739
66079,1.875717249713489,1.0837842296549527,0.4875103229670522,0.5862523925569424,0.4941022497934042
544,0.906610978057418,0.4916426187252057,0.17254392383426595,0.3649294524562394,0.5834772511908735
548,0.29118041672530354,0.06151166051743232,0.0226043100733584,0.6150341785496025,0.8997226837619814
33319,0.6519024282823694,0.18311890205070802,0.19638771178105688,0.2867036894591762,0.5998924395988924
554,0.8052104041064466,0.4556612539134349,-0.3728269693191351,0.17603271324480538,0.08208409240362456
555,0.348963914558624,0.10668058352685247,-0.1007196600237418,0.39169511677862057,0.8165548287769958
66093,1.8016603698698244,0.7714374740996847,-0.7590266354540688,0.3344245475607146,0.12409176132161358
98866,2.3155983724153058,1.3805835259646604,-0.018532787354100716,0.2971283631430883,0.06409516784871268
33331,1.6691679635914574,0.4386137802653721,-0.2311504297578503,0.4498274112717288,0.3862388608457077
66106,1.98089714978164,0.8579367991386171,-0.14948729466290114,0.4733986427084118,0.3535646351349709
16479,2.054830095747486,1.438453522977973,0.205511903397678,0.43415221137269167,0.3521821854448034
33342,0.5584838306556936,0.16909034959533634,-0.13817442611360786,0.1793812027799438,0.4161094485886515
66113,0.8411922984585088,0.2451617095723867,-0.047461189529670364,0.25698753848059125,0.4437780454830942
33346,1.113520137314138,0.9863849149654697,-0.025310506001016263,0.3531153844235466,0.47984471195039896
98885,1.4350416973397773,0.35890674013299234,0.056759974115441585,0.2476486100066977,0.13232215603796274
66120,1.4888528080616654,0.6942842306584681,0.2117166438696173,0.40101636645401295,0.4290717945652901
98895,1.8392864239850435,1.2816121028860232,-0.20004406964795785,0.3096174057592729,0.15517434620772566
594,2.283114671040248,1.6117075940323893,0.3287958300076864,0.4234854976492473,0.3100924208044961
32867,0.4795953346719154,0.2682381982302497,-0.08801100831507777,0.3966236071090721,0.7417031160486562
596,0.905501469710239,0.3799296496447056,0.2467143402357697,0.1486508169186435,0.18847762233132345
599,0.9693266556949668,0.6552696540169902,-0.05866494520644493,0.2374537986397204,0.3330929108612472
98905,0.7258807019657072,0.5772883719585024,0.11067832804647502,0.14027081149581444,0.2999501769103655
98908,0.6777499154766814,0.3716599733180311,-0.011438447271294672,0.48164799128993924,0.7212789956573139
98909,0.16406758158690612,0.13232317945171726,-0.005196490761472198,0.17781280587009018,0.8388344374843648
608,0.844258486899437,0.6288918828587956,0.012931171676194321,0.14600221092037774,0.16434045378681705
33379,0.6688665133943952,0.6754115950360566,0.007935540814780076,0.1277305761444601,0.1470009041707421
102,1.3840178768307412,1.307916156391774,0.10832016643809084,0.25681752241873185,0.2154536276577972
66150,2.1320206079170148,0.33006776256988235,0.14677364616339952,0.3434548465116996,0.10318002010726117
33383,2.242643099835961,1.9700548284175279,-0.3501894800055255,0.3261766806075072,0.11405439361894308
618,1.5639771797880264,1.0859229441036553,0.24726454460137234,0.5241144339380576,0.5205435867460957
98923,1.7995380272129016,0.34830021110349035,-0.5987051248476537,0.28588221451824836,0.0023449021153407745
66157,0.6705340468035954,0.4176257950645094,0.032735544071671105,0.13285465544785302,0.2642889427303606
623,0.9638105235031844,0.3196522254238799,-0.10583783455706948,0.16782349458495938,0.06337489204877501
32872,1.1349283747847771,0.2036970693854516,-0.4502447612261461,0.4646133003390975,0.5230020722975686
98933,1.0678762476282229,0.39352675953571503,0.2386854096650097,0.18128334016497247,0.17790981892844454
98934,0.568089672573085,0.10551138641720602,-0.2353485686158484,0.1864470805439534,0.37196855365044695
631,0.7651472762923958,0.0723222524860746,-0.05497135698668162,0.18826880232640691,0.2374352257966843
98937,1.0714445544603823,0.3739386565225669,-0.1277769896425023,0.20255320774349772,0.15775628338489842
33403,2.2033862068096224,2.0224565303010458,0.3331426592988295,0.4184152447522365,0.35913726426710296
636,0.39727132863180253,0.3433044129895961,0.053384864484158516,0.059191358641666886,0.08717255345992038
98941,0.5837945122141833,0.3376936679684435,0.3217660015000661,0.2984638591196537,0.6972516176541566
66174,1.2080423350329286,0.2560001669767112,0.1480203956189141,0.2321020800351996,0.1737152676970623
639,1.2377485117965537,0.02992701369564088,-0.17534395546863374,0.33859617534891195,0.33999957239137
98947,1.0569239955550216,0.3777292809397492,0.08203063236968686,0.17198072341714613,0.10034847077818047
98948,2.0140725670501074,0.42754480825272057,0.12420599473004758,0.561276281603688,0.40560439522450586
33413,0.7900340658779471,0.514076764666414,-0.505256055342541,0.4405539417870007,0.5723612408680901
648,0.517960529048155,0.015647023284155823,-0.03949458004982636,0.408027393644962,0.7441340524167699
98956,2.316605247525105,0.7926947028909125,-0.2801195256591318,0.4177677261330406,0.22141407723047427
66190,0.8629688096381639,0.09551376556136404,0.14454983329520135,0.17468118853665288,0.12044680132720363
33425,0.5599713154602597,0.061788350826714834,-0.1708850197970833,0.1660406103069165,0.31351020159169657
659,1.0681339606675218,0.6457277164627157,0.17890740015464246,0.2286879940842093,0.3626995189839803
66196,1.7333734982784483,0.8833888667704766,-0.5507773444819574,0.2852867579325093,0.05664973347659912
66197,0.926830421716204,0.885822819544431,0.032403782435722964,0.3267483961172155,0.5046462001899387
662,1.586285798944015,1.0494180442979089,-1.0594053242537325,0.5270693672649978,0.4382562938217289
98968,0.7215739615172085,0.1521987823168728,-0.3115870281315268,0.3547279779369959,0.5788674360258037
66202,0.8625981846628676,0.41317716989764025,-0.14564984290204222,0.2300973554223655,0.3557185262792545
33439,0.8814721580882859,0.24577105586414005,-0.1783734138546285,0.194213959297665,0.20570249036919186
33441,0.2981385785942358,0.2355712648326947,0.1118964549789609,0.10037191945342386,0.6776806384096999
674,1.2335932828822251,0.5013758537743921,0.2092377489706798,0.2638038390460743,0.33912138971083994
675,1.7444359798929319,1.3826483901668856,0.21136047204948752,0.5170574484085884,0.47866417710135795
66212,1.1998800635706088,0.2999355505221784,0.05105789958930016,0.6405132657834964,0.6150519228620509
680,1.0393900236299165,0.4579541455045159,0.209240369790064,0.13559754399699958,0.003881521333310545
66222,2.263927873908873,0.450042064900664,0.3549890235629522,0.32956808062704784,0.055820892691478864
687,0.3797007694644225,0.07003434855770496,-0.10149560205530234,0.0988363822300795,0.2338221027351124
688,0.4919357560216487,0.14002446300378316,-0.07995007086407163,0.20794023867767175,0.5673972547517531
66231,0.6264353194611617,0.13621885463634012,0.05578579772877389,0.15269631519070892,0.3046869444938801
698,1.935433590919047,0.6176914876076021,-0.8067178448856834,0.46468880398150714,0.3046503719371068
33467,0.6537887973572085,0.242756777905518,-0.03207307123914046,0.1161977257697667,0.0791626952253514
704,1.262906610084315,0.8286745670670826,0.18379144324508434,0.2897047999958122,0.3747230986851932
707,0.6341995730251669,0.13754439203084698,-0.10803731770676027,0.1554849078831308,0.2460222238420019
33477,1.2033942756410434,0.2479404314298756,-0.2871143645366199,0.4196702581467908,0.47433892597365995
33479,1.6557008409953553,1.9498133233191763,-0.2027174969913964,0.3459632416833701,0.23603871768606746
66250,1.3743918240867514,0.1434513649613399,-0.0012436739636580115,0.41210012071568297,0.4169414089957078
33485,0.2072575893214428,0.08668813741265066,-0.06255260541488834,0.14607743935112966,0.7364146220873067
33486,2.028232846617063,0.7175107787010121,0.4120800765539672,0.39244672311469986,0.29091585030634104
99023,1.0239023276075971,0.309360638003284,0.06070886333436715,0.3279448250665243,0.4810662278681914
66256,0.3895334867193597,0.2983218362256319,0.036198647709532863,0.059379809388955276,0.12455213798597654
721,1.4694074538525697,0.4402699773308081,-0.2715566952601804,0.31133642147273505,0.2451466636742048
722,0.6401472671943224,0.4557439681286369,-0.08045347430621927,0.4014980537645973,0.7111093636497233
66259,1.0205512616003862,0.4202191244168602,-0.012414716385640288,0.24100883351980928,0.34116974867492145
33494,1.4516141998479948,0.4952786127594607,-0.01998807947934547,0.4832942311923172,0.4802127976929366
99031,0.3889824186997897,0.009762698227056194,-0.059405053720837625,0.1568137216677931,0.5010636987459117
99038,2.3073556145229936,1.695627182322374,-0.0805812256586407,0.33562689077990876,0.1261964936500807
740,0.5552356323397588,0.3966189930969222,0.095544979136179,0.3383028302637173,0.7203572495914294
87505,1.8720803107680697,1.8358200266341096,0.023213746158749046,0.43549606353368747,0.4029620287245988
33514,0.8697093132712251,0.4324808679688216,-0.059409656772092215,0.19094889739203713,0.2788950157815554
748,0.8534252356558885,0.1861255832462372,0.12601331892928186,0.310191929568924,0.5166762883724804
33517,2.252839890236201,1.0650598638532365,0.2763825125697111,0.5016656849102272,0.3597962345303913
33519,0.9058649363719268,0.09878280101979403,0.02089015567036333,0.19721878311385116,0.17445649607058664
66290,0.6411207488520054,0.16071642390528493,0.2130001578990912,0.24383810588910293,0.5466858944839524
66293,0.560047881305593,0.1818599247055621,0.0972776648521082,0.14837651314131156,0.4171681299533002
759,1.7106809939032297,0.9619226526770366,-0.26936941238901063,0.30782475972539625,0.17695552332639844
33529,0.4964345228043667,0.3068127215908042,0.021914847609785675,0.08104892177589586,0.1161343449040599
764,1.5700953902507135,0.7925390527162152,-0.8130532354178964,0.4483483050352328,0.34497958865253514
766,2.3451384799275283,2.318412042971904,0.061268808854535575,0.34434556149225937,0.18159023104738006
773,0.9171126589343428,0.41719374942670256,0.060157122555160925,0.18834653099452053,0.2905922838777713
33542,0.8945821184614718,0.2593267871031912,0.03834648797685248,0.23480350667950606,0.3832223403474948
775,2.213247065165429,0.42350269336471935,-0.4936221379535368,0.49243751491613996,0.3004145897920912
66312,2.3278671367609114,0.25859977526606925,0.5455124597074245,0.695903456833202,0.3831013713992461
99081,1.0156606092665472,0.5554183297387427,0.03612092066776285,0.1858262558752606,0.22028436220437048
99083,0.8290075480808841,0.10051894670630186,-0.24611235504536974,0.17375762624754165,0.06538458925054405
