iter,txx,tyy,txy,mu,phi,likelihood
4,1.4032797409520983,0.6780165051777606,-0.00819996271154366,0.2982871565514803,0.3168325711907323,0.8854405066282702
11,1.8156181170533177,-0.30190412140571715,-0.591588547902139,0.41014474727160416,0.26228466728521693,0.7331848097053528
20,1.2753870700832142,0.13622821335252444,-0.24048990546287907,0.28737476135530865,0.3070646616647973,0.8489296076207598
27,0.17644400026972684,0.15452064030093463,-0.8036086345738774,0.40112392113273737,0.6747121427982506,0.34537647064415355
37,0.9573212416667518,0.6158493250494922,0.30953121233468145,0.08258555079386178,0.03245902930234319,0.9240953010759404
41,1.6337816070076776,0.8004045609143172,0.6798530661722154,0.2843406059345884,0.3658080242640083,0.8063485528078292
50,1.8922780988864287,1.3332707832702781,0.6474438684960253,0.24076847204281238,0.22053357104489435,0.9046932082652276
69,0.6445096039594718,0.15114894256657835,-0.17999243831224024,0.7119112786768924,0.760625630389471,0.8602170779456313
84,0.8665842918298916,-0.31708776381044945,-0.42958120470686545,0.20914069956001138,0.23156679062025984,0.6723746896271025
88,0.43093296322368474,0.09338055152574931,-0.14958620943377782,0.11924847264561828,0.38604914742268137,0.8284262930491568
90,1.01116987583919,1.0677556841042135,-0.004118287357085578,0.17189595907199026,0.10444798880890593,0.31028958138676954
99,1.4460703005506634,0.9055395513873414,0.20406722249998657,0.22188722148590967,0.2228199681228368,0.8572375982815029
110,0.2986681982743372,0.2701309339905297,-1.9418489989352634,0.5262900087434379,0.48926056575280596,0.3590392559930919
113,1.9539696985480999,0.7437822565300393,-0.3915241820326422,0.35718075759822676,0.18751211896057401,0.8679774544016459
128,1.0765649438519431,1.0524361533252449,-0.018208095748027047,0.17725559537165836,0.10315293662427752,0.40841914492067816
133,1.121792653897795,-0.5998725324641329,0.14923814250710135,0.7844628334643491,0.6890852791311822,0.15408706701057973
134,1.626109957154182,1.7029411790446254,-0.188166833456993,0.38029269552110695,0.22056108059354373,0.3451039591679065
147,1.8270293740902224,1.0123714896731573,-0.43437377246072917,0.33262292723055786,0.15499574026417673,0.7521133680667604
148,1.0805646176338726,0.41108107564014057,-0.6623858441093144,0.23676813446719627,0.12064733458120704,0.7361931207882189
162,1.662708858490533,-1.4605998928282424,0.38968378941254966,0.5967039278911669,0.38500840526319263,0.05288341388226727
168,1.6708954167734276,1.4209306529615178,0.17241183588401882,0.4871935352582664,0.37346396818498795,0.5824752393432037
170,0.7747906624396546,0.8182024896092791,0.025395789002592255,0.11130537537099071,0.004451615098711071,0.29070877685322905
175,0.422929215245317,0.23172345735747604,-0.10528162647607711,0.06738889691290616,0.016594768820371975,0.6733154325821623
191,0.9486232928870778,0.9529345997527796,-0.39966954739278326,0.2828157302794543,0.25901603881511753,0.3720847054285496
194,0.6456213420434125,-0.36149120860902056,-1.1081942421820217,0.35728037726840883,0.47589334925285676,0.7885987715787109
199,0.5345369642374509,-0.2139138818751141,0.09545164244995366,0.2249729205462641,0.6019463559199284,0.14684150057301454
204,1.9361018390131832,0.049860193624364356,0.43098769573643,0.2758546884413097,0.1523506101949361,0.3920097820922036
205,0.8821241244183967,0.782499616147338,-0.006738651530752844,0.16684836965201175,0.2110653956471939,0.4872897273153976
207,0.5302060603810347,0.5663039542605476,-0.028472781390418204,0.21271533015795477,0.4966784956107233,0.2567557098677916
208,1.4585528124188039,0.11696906165371954,-0.39399632753762887,0.5375093779369835,0.4767458404599205,0.8606680980478625
217,0.4914530236718537,0.0012382079169730924,-0.24799306707968957,0.38672245913418685,0.7287669840909337,0.8357198506917115
221,0.7308583476851854,-0.5936981052858724,-0.422782200086121,0.5827954478379679,0.7622349243751511,0.4461344318186083
225,2.4167446084638162,1.4663145530083426,0.164530871232786,0.4827274459423393,0.2690727727503342,0.8469497512615379
230,0.354821692589358,0.2548149484442185,0.1660311603058234,0.038134889298135494,0.3257791678962923,0.3932925326983801
232,0.9609863063720256,0.6458777325453865,0.2389710568478449,0.5006016388199802,0.6070548960795814,0.8521468332601744
235,1.114364985539232,0.7472255054528877,0.08136466301951367,0.12928067121525133,0.01651050939998226,0.7656775508952148
237,0.28767710931673646,0.10995378894415311,-0.1538014867870404,0.0678096126783649,0.1822675115778529,0.6550936436657977
245,2.320705022908962,0.8158711487635631,0.27690696996690306,0.250890932394706,0.04471996186110632,0.8963391763230112
250,0.5610832236412905,0.547205123954427,0.027859753071387598,0.10176386322010081,0.19955363555249156,0.3506448162023783
258,0.7476424910508586,0.5716925259721405,0.35145136638414004,0.06226330334239071,0.1528195334367748,0.8160359104255169
