,index,ul_lon,ul_lat,ul_z,ur_lon,ur_lat,ur_z,lr_lon,lr_lat,lr_z,ll_lon,ll_lat,ll_z,s_slip_m,d_slip_m,slip_m,s_slip_m_err,d_slip_m_err,slip_m_err,lon_center,lat_center,easting_utm48,northing_utm48,z_center,ul_east,ul_north,ur_east,ur_north,strike,dip,fault_seg,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs
14,14,105.37799999999999,32.583,0.0,105.345,32.56,0.0,105.337,32.566,2.8,105.37,32.588,2.8,1.2,1.68,2.07,0.08,0.19,0.21,105.3575,32.57425,533555.7236265736,3604146.229347125,1.4,535476.463741621,3605122.848158649,532387.5605705546,3602562.6975924675,219.6526827496836,71.30414034048292,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1391.3035704948702,691.0097090380696,-0.45100000000000007,0.0,0.0,0.0,0.0
15,15,105.345,32.56,0.0,105.31200000000001,32.537,0.0,105.303,32.543,2.8,105.337,32.566,2.8,0.0,0.52,0.52,0.0,0.12,0.12,105.32425,32.551500000000004,530442.4734930719,3601614.324506651,1.4,532387.5605705546,3602562.6975924675,529297.0760318469,3600003.5241602995,219.62753077288482,69.97964365273036,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1387.6334565400894,688.0249250057154,-0.45100000000000007,0.0,0.0,0.0,0.0
16,16,105.31200000000001,32.537,0.0,105.279,32.514,0.0,105.27,32.52,2.8,105.303,32.543,2.8,0.0,0.0,0.0,0.0,0.02,0.02,105.291,32.5285,527327.7236079947,3599055.697507362,1.4,529297.0760318469,3600003.5241602995,526205.0112131473,3597445.326789607,219.60240794836812,69.44077395865447,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1383.9615745747246,685.0086390497236,-0.45100000000000007,0.0,0.0,0.0,0.0
17,17,105.279,32.514,0.0,105.24600000000001,32.492,0.0,105.23700000000001,32.498000000000005,2.8,105.27,32.52,2.8,0.0,0.59,0.59,0.09,0.07,0.11,105.258,32.506,524234.7313021268,3596553.5433327868,1.4,526205.0112131473,3597445.326789607,523111.1115335911,3594998.9559293035,218.33369994311963,69.53291540679093,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1380.3153419441878,682.0589271540102,-0.45100000000000007,0.0,0.0,0.0,0.0
18,18,105.24600000000001,32.492,0.0,105.213,32.469,0.0,105.204,32.475,2.8,105.23700000000001,32.498000000000005,2.8,1.39,0.25,1.41,0.13,0.09,0.16,105.225,32.48350000000001,521140.1946786626,3594052.36303804,1.4,523111.1115335911,3594998.9559293035,520015.9238435168,3592442.7069391436,219.55256839251442,69.43712081548294,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1376.6672887655695,679.1103633349999,-0.45100000000000007,0.0,0.0,0.0,0.0
19,19,105.213,32.469,0.0,105.18,32.446999999999996,0.0,105.171,32.452,2.8,105.204,32.475,2.8,0.85,0.0,0.85,0.11,0.02,0.11,105.19200000000001,32.46075,518044.16459635453,3591524.4428636143,1.4,520015.9238435168,3592442.7069391436,516918.972235531,3589998.281321374,218.2840517548851,70.31591300045484,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1373.0174749946727,676.1302767017755,-0.45100000000000007,0.0,0.0,0.0,0.0
20,20,105.18,32.446999999999996,0.0,105.147,32.424,0.0,105.13799999999999,32.43,2.8,105.171,32.452,2.8,1.3,0.0,1.3,0.07,0.0,0.07,105.15899999999999,32.43825,514946.5337875104,3589025.2072782973,1.4,516918.972235531,3589998.281321374,513820.6658152731,3587443.976451665,219.502842300061,70.20534492130687,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1369.3657741769457,673.1840054403528,-0.45100000000000007,0.0,0.0,0.0,0.0
21,21,105.147,32.424,0.0,105.11399999999999,32.400999999999996,0.0,105.10600000000001,32.407,2.8,105.13799999999999,32.43,2.8,3.31,0.0,3.31,0.18,0.0,0.18,105.12625,32.415499999999994,511870.90112840704,3586499.2576656006,1.4,513820.6658152731,3587443.976451665,510720.7844214771,3584890.642271933,219.47786362461238,69.96882548107335,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1365.7400062951792,670.2062418411892,-0.45100000000000007,0.0,0.0,0.0,0.0
22,22,105.11399999999999,32.400999999999996,0.0,105.081,32.379,0.0,105.073,32.384,2.8,105.10600000000001,32.407,2.8,2.14,1.26,2.49,0.09,0.06,0.11,105.0935,32.39275,508793.722834011,3583974.2634398662,1.4,510720.7844214771,3584890.642271933,507619.24520461005,3582449.126838625,218.2096359957333,71.37183104000492,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1362.112416311939,667.2296045180633,-0.45100000000000007,0.0,0.0,0.0,0.0
23,23,105.081,32.379,0.0,105.04799999999999,32.356,0.0,105.04,32.361999999999995,2.8,105.073,32.384,2.8,1.11,3.35,3.53,0.12,0.08,0.14,105.0605,32.37025,505691.46575012454,3581477.9224606045,1.4,507619.24520461005,3582449.126838625,504516.25129158143,3579897.730335236,219.4283084431402,71.28880601758453,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1358.4552617221525,664.2867456178774,-0.45100000000000007,0.0,0.0,0.0,0.0
24,24,105.04799999999999,32.356,0.0,105.015,32.333,0.0,105.007,32.339,2.8,105.04,32.361999999999995,2.8,3.8,0.79,3.88,0.15,0.05,0.16,105.0275,32.3475,502587.6775435646,3578954.836847292,1.4,504516.25129158143,3579897.730335236,501411.6855622278,3577347.3012645375,219.40341636836757,70.50444781880209,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1354.7963021393684,661.3123582986968,-0.45100000000000007,0.0,0.0,0.0,0.0
25,25,105.015,32.333,0.0,104.98200000000001,32.31,0.0,104.97399999999999,32.316,2.8,105.007,32.339,2.8,7.25,0.0,7.25,0.11,0.0,0.11,104.9945,32.3245,499482.3335945159,3576405.0058331206,1.4,501411.6855622278,3577347.3012645375,498305.5490775714,3574797.8385302355,219.3785534127647,70.50264455858232,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1351.1355085400514,658.3064416565549,-0.45100000000000007,0.0,0.0,0.0,0.0
26,26,104.98200000000001,32.31,0.0,104.949,32.288000000000004,0.0,104.941,32.294000000000004,2.8,104.97399999999999,32.316,2.8,9.25,0.0,9.25,0.0,0.0,0.0,104.9615,32.30200000000001,496375.4391970847,3573911.564444653,1.4,498305.5490775714,3574797.8385302355,495197.8956006239,3572360.1885487167,218.11071251898633,70.56813585789567,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1347.4728871652574,655.3670009939606,-0.45100000000000007,0.0,0.0,0.0,0.0
27,27,104.949,32.288000000000004,0.0,104.916,32.265,0.0,104.90700000000001,32.271,2.8,104.941,32.294000000000004,2.8,9.15,0.1,9.15,0.04,0.02,0.04,104.92825000000002,32.2795,493243.46764637367,3571419.1030464214,1.4,495197.8956006239,3572360.1885487167,492088.6548243668,3569812.654816145,219.32922652299237,69.95792400466146,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1343.780703112795,652.4287156114383,-0.45100000000000007,0.0,0.0,0.0,0.0
28,28,104.916,32.265,0.0,104.883,32.242,0.0,104.874,32.248000000000005,2.8,104.90700000000001,32.271,2.8,7.82,3.0,8.38,0.11,0.08,0.14,104.895,32.2565,490109.8960141683,3568872.1958449865,1.4,492088.6548243668,3569812.654816145,488977.84641456924,3567266.0841314564,219.30445012373247,69.41854852390351,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1340.0866327739213,649.4262457613836,-0.45100000000000007,0.0,0.0,0.0,0.0
29,29,104.883,32.242,0.0,104.85,32.22,0.0,104.84100000000001,32.226,2.8,104.874,32.248000000000005,2.8,5.77,5.97,8.3,0.11,0.08,0.14,104.862,32.233999999999995,486998.3702798608,3566381.6586613813,1.4,488977.84641456924,3567266.0841314564,485865.6261425588,3564831.3218547273,218.03689843345364,69.51195915705698,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1336.41855165983,646.4902287757618,-0.45100000000000007,0.0,0.0,0.0,0.0
30,30,104.85,32.22,0.0,104.823,32.195,0.0,104.815,32.202,2.8,104.84299999999999,32.227,2.8,2.75,4.76,5.5,0.08,0.1,0.13,104.83275,32.211,484238.61877938616,3563836.103264545,1.4,485865.6261425588,3564831.3218547273,483316.87281222537,3562064.0347339013,227.35401103972347,69.53285589319425,bei_a,0.0,0.0,0.0,0.0,0.0,0.0,1333.165166271799,643.4893525261919,-0.45100000000000007,0.0,0.0,0.0,0.0
