,lat,lon,x,y,z,slip,rake,easting_utm48,northing_utm48,depth_km,strike,dip,strike_slip,dip_slip
14,31.924,104.473,118.36399999999999,116.802,3.76,11.2,133.3,450180.7053303425,3532132.874513759,4.24,224,55,7.681165552786614,8.15105488576076
15,31.859,104.4,111.429,109.67200000000001,3.76,11.2,135.7,443239.77325921186,3524963.953546638,4.24,224,55,8.015758617481838,7.822251196827269
16,31.794,104.32600000000001,104.389,102.546,3.76,16.0,110.0,436194.51228804345,3517800.2510386044,4.24,224,55,5.472322293210699,15.035081932574535
17,31.729,104.25299999999999,97.435,95.414,3.76,0.0,146.2,429234.2142746449,3510640.640976098,4.24,224,55,0.0,0.0
18,32.262,104.823,151.488,154.144,7.04,0.0,149.7,483329.1082292624,3569490.762938745,7.52,224,55,0.0,0.0
19,32.196999999999996,104.75,144.601,146.98,7.04,2.4,164.8,476436.7601932025,3562299.38809014,7.52,224,55,2.3160395867335475,0.6292540287380755
20,32.132,104.676,137.61,139.832,7.04,2.4,111.2,469440.3225175659,3555113.006725097,7.52,224,55,0.8678989681970215,2.237577122917229
21,32.067,104.603,130.703,132.689,7.04,0.4,180.0,462528.3903372468,3547931.100297287,7.52,224,55,0.4,4.898587196589413e-17
22,32.003,104.529,123.69200000000001,125.539,7.04,0.0,129.8,455512.7599834644,3540865.1278846865,7.52,224,55,0.0,0.0
23,31.938000000000002,104.456,116.766,118.405,7.04,13.2,110.0,448581.40309251397,3533692.625921953,7.52,224,55,4.514665891898827,12.40394259437399
24,31.873,104.383,109.831,111.27600000000001,7.04,0.8,121.7,441640.3620564863,3526524.770944035,7.52,224,55,0.4203773208578143,0.6806488875392409
25,31.808000000000003,104.309,102.791,104.14,7.04,5.2,122.8,434595.00325577904,3519362.1481739627,7.52,224,55,2.8168826934702467,4.370946338177559
26,31.744,104.236,95.836,97.02,7.04,0.0,111.2,427635.36789163685,3512314.444117411,7.52,224,55,0.0,0.0
27,32.275999999999996,104.806,149.891,155.731,10.31,0.0,180.0,481730.7519668998,3571045.3943212973,10.79,224,55,0.0,0.0
