,lat,lon,x,y,z,slip,rake,easting_utm48,northing_utm48,depth_km,strike,dip,strike_slip,dip_slip,segment,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs
0,31.695,104.219,94.189,91.649,1.32,0.0,117.2,425986.18923497,3506894.5994267007,2.64,221.0,45.0,0.0,0.0,beichuan,28.47989481693235,42.01128090251279,34.71527905301184,0.36171089122718636,4.516633635732171,-6.640204127440877,1264.4931850936018,576.3627809755722,0.7890000000000001,42.09564939045461,-0.38474220994832997,-6.150242778363711,-19.095124401346574
1,31.627,104.15,87.596,84.177,1.32,9.0,130.0,419388.29271918203,3499406.2431782107,2.64,221.0,45.0,5.785088487178854,6.894399988070803,beichuan,30.83427610697099,44.44515404180338,44.19780255687651,-2.0160156479799936,6.772384151609893,-4.914225485904906,1256.715129673571,567.5349902143325,0.7890000000000001,49.778594955217955,-2.7544128023505827,-4.444529102874261,-24.638330256548066
2,31.559,104.081,80.994,76.69800000000002,1.32,1.8,121.0,412780.9340998672,3491921.97728658,2.64,221.0,45.0,0.9270685348380976,1.5429011412638023,beichuan,38.28060229786009,40.60698631598987,40.002226075182,-0.5606574504418252,11.41557018706218,-4.423846392083521,1248.9259196733738,558.7120214478405,0.7890000000000001,51.43741280920879,-0.08255781824797026,2.065224359402958,-28.79557385095645
3,31.491,104.012,74.383,69.234,1.32,6.3,119.5,406164.13592539716,3484441.786118372,2.64,221.0,45.0,3.1022684286518416,5.483240884421368,beichuan,41.84923110317247,51.86079468104976,55.984404120127216,-4.375617922838749,3.7024501447652254,-10.251889196099242,1241.1255816745834,549.8938562463213,0.7890000000000001,62.75800983983407,-2.7465133461557905,-7.689225739132808,-29.489787347402583
4,31.423,103.943,67.763,61.775,1.32,0.0,123.2,399537.92067657603,3476965.6539229257,2.64,221.0,45.0,0.0,0.0,beichuan,45.414445816375036,44.14035986213798,55.84675501627451,-1.3309252955481132,17.093379932190278,-4.449787488147198,1233.3141421791242,541.0804760418109,0.7890000000000001,66.83525581398122,-4.831360054192924,5.870105854038808,-32.4985103486069
5,31.355,103.875,61.228,54.31800000000001,1.32,0.45,130.0,392997.4298173265,3469492.592458776,2.64,221.0,45.0,0.28925442435894266,0.3447199994035401,beichuan,44.29201794091596,56.62204253346978,64.42018346160584,-1.1379209545321118,10.542392615999006,-17.50690866303799,1225.6037605058568,532.2707158271182,0.7890000000000001,77.01503850690946,-6.847155158558838,-8.880966049008379,-34.99496533146507
6,31.288,103.806,54.588,46.867,1.32,1.35,101.5,386353.7168450464,3462135.313357439,2.64,221.0,45.0,0.2691467114632161,1.32289835123812,beichuan,39.97069412611466,53.84821924812846,48.773449799519604,-0.7303206750079537,4.0571449140109435,-16.178465381461628,1217.7716934872979,523.5974478463459,0.7890000000000001,61.3962097379756,-1.0532344852184075,-11.682247078715182,-25.108096705894347
7,31.22,103.737,47.94,39.419,1.32,4.05,113.5,379699.52090033685,3454671.204396878,2.64,221.0,45.0,1.6149337291472468,3.714093301259752,beichuan,37.159330133184206,47.73197657339706,43.19667519054282,-1.672936526624798,9.45880347402958,-9.804794730441145,1209.9272684179068,514.7982414602702,0.7890000000000001,56.85280879558002,0.08495989543819071,-4.7107057377225985,-29.40021345516277
8,31.152,103.668,41.282,31.964,1.32,6.75,130.0,373035.9968031974,3447211.090477905,2.64,221.0,45.0,4.33881636538414,5.1707999910531015,beichuan,34.30289074848236,39.187649240872645,33.86359185034015,1.222684489665433,2.188534236460602,-6.207408251560355,1202.0718466791395,506.00374470472593,0.7890000000000001,40.25321545664014,0.6654896213313091,-3.887268771371734,-20.20810689753486
9,31.084,103.6,34.71,24.524,1.32,8.1,85.0,366458.5623786425,3439753.751138932,2.64,221.0,45.0,-0.7059615162560308,8.069177054543138,beichuan,30.126344695945367,35.57690432799876,32.54448035764606,-0.4905077746456755,4.530811062197424,-5.731432829221872,1194.317913383371,497.2125188154282,0.7890000000000001,39.930881478152784,0.20679634902339927,-2.913358304907137,-21.037840381976984
10,31.016,103.531,28.034,17.088,1.32,9.01,110.5,359776.51761199406,3432301.520418922,2.64,221.0,45.0,3.155368505147801,8.439416425128062,beichuan,29.212847621539584,36.45390822326557,29.25165357895521,1.0099392471569328,3.1500751044966786,0.5890916251406356,1186.4406582021556,488.4273153184665,0.7890000000000001,32.281433222427886,1.03886666326399,-0.6600918626854826,-18.138020703002628
11,30.948,103.462,21.349,9.656,1.32,4.95,85.0,353085.21086642216,3424853.2355549037,2.64,221.0,45.0,-0.43142092660090775,4.931163755554142,beichuan,33.30874736870604,34.597871460218165,34.69627549603383,2.267127914071084,0.47825791531590967,-0.46815075111125914,1178.5524843614558,479.6467634686642,0.7890000000000001,33.82548777308632,-1.5388680806490171,-0.25619781419403587,-18.735243853833918
12,30.88,103.393,14.654000000000002,2.228,1.32,0.45,124.8,346384.66408363765,3417408.879872505,2.64,221.0,45.0,0.25682110545799425,0.3695171441101669,beichuan,35.14214053558137,33.437724480785,42.65496866185654,2.7038210370500777,-0.07511703630142308,2.776983079878915,1170.6534177276744,470.87084360912104,0.7890000000000001,35.314442613803635,-5.461969678209847,2.3099397199584746,-15.258325419898984
