,index,depth,utm_lat,utm_lon,strike,dip,fault_seg,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,sig_nn,tau_dd,tau_ss,tau_cs
795,795,-16.0,3310146.7204691814,254113.1438417809,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,796,-12.0,3312851.718304628,251509.64109217172,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,797,-8.0,3315557.4221238918,248907.47499510567,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,798,-4.0,3318263.832759285,246306.6467504124,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,799,0.0,3320970.95104079,243707.15755962246,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,800,-28.0,3299224.3320672987,259047.43784566227,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,801,-24.0,3301927.912215703,256439.8816055384,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,802,-20.0,3304632.196217335,253833.65765634566,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,803,-16.0,3307337.1849121004,251228.76719422475,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,804,-12.0,3310042.8791375738,248625.21141701887,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,805,-8.0,3312749.2797290008,246022.99152426308,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,806,-4.0,3315456.3875192865,243422.10871719487,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,807,0.0,3318164.2033390044,240822.5641987437,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,808,-28.0,3296413.382291442,256161.7592827776,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,809,-24.0,3299117.657407963,253554.15138055358,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,810,-20.0,3301822.6367597305,250947.87499694127,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,811,-16.0,3304528.321187238,248342.9313294817,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,812,-12.0,3307234.7115286537,245739.3215774187,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,813,-8.0,3309941.8086198145,243137.0469416933,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,814,-4.0,3312649.6132942154,240536.1086249407,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,815,0.0,3315358.1263830205,237936.50783149872,225.7005,47.0,s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,816,2.0,3501656.7228510845,426789.0288722149,225.7005,47.0,s3,23.140987890024725,38.32543230137938,32.852692771129874,-1.1459041748813197,3.8698416690622177,0.3145081549228952,34.90265531659307,-0.5660182866017376,-3.4917543504621205,-17.40426013456811
817,817,6.0,3504337.9199684355,424182.64733193186,225.7005,47.0,s3,28.852171414769316,37.15779211794702,41.23128073462827,1.5142280883398391,7.424884982132969,-4.433344607306572,44.414020928031825,-5.390593087228517,-1.5508783512532802,-21.039159710631647
818,818,10.0,3507019.809594947,421577.6227962268,225.7005,47.0,s3,30.92469795687666,36.29769299244543,45.64831937158625,2.0336183664816345,8.54867350969297,-2.805836945517254,46.116813181993514,-7.541727526429771,0.8356386741014656,-20.082206381617905
819,819,14.0,3509702.3925518813,418973.95641648775,225.7005,47.0,s3,32.826369410269564,37.842277821811784,46.805770086201576,1.499065600478123,9.917114118601289,-2.2025370048884216,48.38300661140889,-7.031758449192251,1.9310398505311226,-21.73771635134551
820,820,18.0,3512385.6696581705,416371.6493457768,225.7005,47.0,s3,34.355084781076066,39.335725820143274,48.35630511597117,0.9546905930972153,11.388605140724309,-2.7973030727736723,51.65313126000972,-6.881591197528907,2.388614059735172,-23.707527409710686
821,821,22.0,3515069.6417304175,413770.7027388385,225.7005,47.0,s3,35.56060936846464,40.45793341120612,50.355067777697016,0.5706762504268412,12.681949997783352,-3.7450055828151885,54.98782136723885,-7.217372016572661,2.60582357551859,-25.319311861969446
822,822,26.0,3517754.309582892,411171.11775208986,225.7005,47.0,s3,36.51777794182962,41.26625208278946,52.58875071596472,0.34712009803950955,13.753837869156902,-4.737747282232882,58.073048450303816,-7.882414505339863,2.714573444152377,-26.507081058056123
823,823,30.0,3520439.6740275263,408572.89554362866,225.7005,47.0,s3,37.28552859340324,41.830298912850886,54.89463092655294,0.25080629253682396,14.620189948994273,-5.644742438020871,60.80305536443104,-8.741113450522295,2.781619991748844,-27.30880350468742
824,824,2.0,3498822.061963566,423952.1351013564,225.7005,47.0,s3,29.14421692510265,39.42432480835531,32.30338601520556,1.0496208415052508,1.7663042957227335,1.1344678248037738,33.289524564146994,0.4979234799095078,-2.3743369091743816,-17.547729670497677
825,825,6.0,3501503.9628817136,421345.73062827904,225.7005,47.0,s3,29.963121423726957,37.504538518442544,43.586812647344125,1.0710285019007804,8.12343748771008,-4.30271368836881,46.52488740280291,-6.013130288193855,-0.8603967437662408,-21.840558529954063
826,826,10.0,3504186.5566376387,418740.6823874697,225.7005,47.0,s3,31.8844748263453,36.92077820628306,47.544035354031266,2.084710853994424,9.528895033658237,-3.1221235751335654,48.301092024341635,-8.18359984990842,1.2856083650031271,-20.696689052699973
827,827,14.0,3506869.844053178,416136.9915317092,225.7005,47.0,s3,33.4327981814276,38.17877311188002,49.19624705384056,1.6583997845708802,10.662630982716898,-2.343386225843393,50.28004774719798,-8.113376146092698,2.323672059066583,-21.728459682662265
828,828,18.0,3509553.82594784,413534.65921546187,225.7005,47.0,s3,34.719813482802365,39.5973175486856,50.677968902453834,1.0506561686569709,11.852001444984925,-2.78043836866876,53.15931240317884,-7.953611183840149,2.658820740085914,-23.509333296484684
829,829,22.0,3512238.5031388025,410933.6865948653,225.7005,47.0,s3,35.802643827645525,40.68643952085755,52.45245399894087,0.6212510452166166,12.945803029195725,-3.6683103957333776,56.19114207723733,-8.180488280577244,2.7751838307755543,-25.076280659657442
830,830,26.0,3514923.876440911,408334.07482773904,225.7005,47.0,s3,36.700102054460466,41.47528415247425,54.43018664145509,0.3762498177238042,13.882429241770698,-4.6382804649675595,59.03737850169949,-8.718950057556421,2.814432570667882,-26.260488397830322
831,831,30.0,3517609.9466666738,405735.8250735753,225.7005,47.0,s3,37.43910422069037,42.02669200615462,56.493938164270794,0.2733562557656455,14.660376837467378,-5.543368047290848,61.58436710879389,-9.459419941974451,2.833465554612875,-27.075947982724294
832,832,2.0,3495988.1592997294,421113.6952287713,225.7005,47.0,s3,22.74661587048876,37.47193749816642,37.939174017983106,-0.35032824073513963,5.882175641546909,4.570672461826389,34.86964597971568,-3.6993209184117397,-0.3286389047179652,-17.207897607351672
833,833,6.0,3498670.7637329637,418507.26695008384,225.7005,47.0,s3,31.197022107616707,38.43486519293842,44.61843099530745,1.1032120815487867,8.631026631305923,-4.763562836722227,48.24698748717786,-6.053579694274347,-0.7217472283879043,-22.85173891857909
834,834,10.0,3501354.0613342663,415902.1941313531,225.7005,47.0,s3,32.940995702057656,37.51454070085665,49.87284446703914,1.9776624959232239,10.605206651202424,-3.5839012781209423,50.95940033774086,-8.958536399070757,1.7620944132734984,-21.445451204887384
835,835,14.0,3504038.0529260463,413298.4779267607,225.7005,47.0,s3,33.96713016276326,38.465302310651126,51.97191397913435,1.7407665800178185,11.411663053041996,-2.5425683248076965,52.40900145422778,-9.38213114243582,2.68352131680824,-21.687036694477502
836,836,18.0,3506722.73932839,410696.1194921631,225.7005,47.0,s3,35.03467288207435,39.826924753682995,53.19412597978236,1.1294084257435262,12.215786854555722,-2.8115557719993913,54.70824431890843,-9.13190494642695,2.8513219636104195,-23.258247845657273
837,837,22.0,3509408.1213590517,408095.1199851007,225.7005,47.0,s3,36.02904533991106,40.89057135337523,54.6419760028588,0.6710181972797924,13.092341837580106,-3.6385818258030005,57.37879069442548,-9.195817653888664,2.86812151652623,-24.794560190792925
838,838,26.0,3512094.199833452,405495.4805647867,225.7005,47.0,s3,36.88559331349315,41.65902541211441,56.316672002923944,0.4075693147318375,13.904422320420625,-4.581720732012046,59.971754186380196,-9.581687125144812,2.852187403044791,-25.98586785082213
839,839,30.0,3514780.975564673,402897.2023921171,225.7005,47.0,s3,37.6098058018088,42.19599523018212,58.113324863538004,0.29753045800710165,14.610830907442624,-5.478073835699322,62.33443796814046,-10.18873576116008,2.8404613797980476,-26.823396722924567
840,840,2.0,3493155.0137778283,418273.7105657704,225.7005,47.0,s3,29.544740108661536,39.044447786240276,50.85293737511086,-1.1996622654646523,-5.175212472382541,-1.8451660815652982,40.41159350355572,-7.442878709105312,-6.85626058301111,-14.127432760562199
841,841,6.0,3495838.3214410944,415667.2576070668,225.7005,47.0,s3,32.70121625463508,39.187766918374855,47.812038412267,0.5874892049457493,9.137063441546378,-5.323148528490186,51.35897247737596,-6.8836093453871445,-0.4574163852631774,-23.91659320338258
842,842,10.0,3498522.3226043875,413062.15933601256,225.7005,47.0,s3,33.7536956665864,38.23932574573279,52.571600743357955,1.7861856959342945,11.417766598604834,-4.266298242145319,53.78096337650625,-9.899907160784569,1.8692369285067363,-22.193747581323212
843,843,14.0,3501207.018090697,410458.4169081825,225.7005,47.0,s3,34.3914825671593,38.77141704859385,54.91129094394665,1.7465639169983929,11.935127151748892,-3.0018507589251913,54.66026074471421,-10.718111213382386,2.7633846022276494,-21.727543053893434
844,844,18.0,3503892.408720684,407856.03148083563,225.7005,47.0,s3,35.30745004823244,40.01475707314685,55.81397615662583,1.179895621630814,12.419632317769551,-2.9689261730994327,56.27680294644399,-10.367247502025611,2.9060126440791274,-22.999247030776573
845,845,22.0,3506578.4953126763,405255.00421290507,225.7005,47.0,s3,36.252884336661054,41.05379493021515,56.87123683604227,0.710297498770446,13.113877834675872,-3.678794315234956,58.54149860378653,-10.23421531214776,2.8809362529379516,-24.492921136105203
846,846,26.0,3509265.2786826743,402655.33626500773,225.7005,47.0,s3,37.09257532353243,41.80649599444946,58.21005208981619,0.4370012708581551,13.825966529537736,-4.575788960832142,60.872178242419885,-10.448594008523987,2.8379472539574193,-25.69616229087158
847,847,30.0,3511952.759644339,400057.02879943367,225.7005,47.0,s3,37.81590511562148,42.333057241285175,59.722175559251774,0.3233070166801669,14.4805662188665,-5.452838834486659,63.05151649956795,-10.91128806088036,2.8136751358014855,-26.56268133810173
848,848,2.0,3490322.673765504,415432.2332821285,225.7005,47.0,s3,39.69254628503803,44.28419040612014,33.922873969714075,0.08068788037313207,-0.1404442700260163,-2.18504191345149,39.68598378212225,3.908442453234091,-2.7893161068769796,-19.00990236247163
849,849,6.0,3493006.6843618094,412825.75476755813,225.7005,47.0,s3,35.11696847707844,40.13179459609307,46.90938249232134,1.3094099372947003,10.031437207091667,-5.302001752800143,52.0500358684721,-6.006946045006966,0.5143106225735941,-25.201098217199153
850,850,10.0,3495691.388791769,410220.63016834547,225.7005,47.0,s3,34.49997616161834,39.05358331753255,54.52380417836416,1.8927752935510014,11.959175644135714,-4.821302328180623,55.82322573446136,-10.59126660231347,1.8423893301195036,-22.743617925132497
851,851,14.0,3498376.7878789473,407616.8606414576,225.7005,47.0,s3,34.74980591989062,39.202873911903374,57.52267744404506,1.7985966951752212,12.213145602008044,-3.5551147548245026,56.647450324927036,-11.89032525050665,2.6078939771533856,-21.815510589383344
852,852,18.0,3501062.8824445824,405014.44734555343,225.7005,47.0,s3,35.571638350562054,40.21233925736693,58.335005991336196,1.223204328319316,12.456010222907054,-3.254166269723735,57.778284278929874,-11.547544522191423,2.8114797144999653,-22.7820977166692
853,853,22.0,3503749.673307583,402413.39144096687,225.7005,47.0,s3,36.49721836362318,41.184809355260775,59.05875997302282,0.7377798159067687,13.015098665229276,-3.8132907226911463,59.67111403593534,-11.2480008630123,2.809593654118421,-24.20907795460111
854,854,26.0,3506437.1612845208,399813.6940897085,225.7005,47.0,s3,37.332485620486274,41.913489631167046,60.06720425822755,0.4584682613491749,13.654715393044249,-4.637707494869519,61.7413029873958,-11.294656166863938,2.773072149155875,-25.41468346645151
855,855,30.0,3509125.3471896355,397215.3564554725,225.7005,47.0,s3,38.054394886489575,42.43227335800217,61.29185597587221,0.3451302961302682,14.279359754493983,-5.478199593441214,63.73726914705442,-11.613190292542043,2.7539091860644405,-26.307110984959465
856,856,2.0,3487491.0891197026,412589.1634095296,225.7005,47.0,s3,34.64417523687341,45.681574624433395,31.630645879302403,-0.6864650762521437,6.6131266383464995,-0.19161475906105502,41.377807156387284,4.333569053704959,-0.8860057530660543,-20.40346974582597
857,857,6.0,3490175.8023782494,409982.6584742817,225.7005,47.0,s3,35.598547432788294,39.70964133253664,51.46734509139984,0.287667186022492,12.20170426195371,-5.840903729582126,56.623165367595064,-7.8942283252757335,1.6655885666943844,-25.90587429960589
858,858,10.0,3492861.20980576,407377.50668209826,225.7005,47.0,s3,34.97932015886356,39.39099408847816,57.17444662287279,1.9076615267405932,12.82198215505776,-4.834728751686283,57.87635123505586,-11.760661309142593,2.3087546740983367,-22.740674005328973
859,859,14.0,3495547.3122263737,404773.70919135073,225.7005,47.0,s3,35.04768777335189,39.62517078990831,59.993102054759305,1.860492479957753,12.422511881371594,-3.893999451155682,58.34463492840079,-13.00014590476257,2.50208245757649,-21.768041962346636
860,860,18.0,3498234.1104619117,402171.26716209576,225.7005,47.0,s3,35.832526462479336,40.42659272058322,60.70932974715033,1.25006147037753,12.372926962870146,-3.577680261769442,59.16812925152205,-12.639098324772267,2.633400011411779,-22.590354630312195
861,861,22.0,3500921.605331853,399570.1817560581,225.7005,47.0,s3,36.76083806636581,41.2963028918569,61.15124894697046,0.7470740699370917,12.80849458610224,-4.034339854707277,60.75260818538929,-12.20467923716121,2.65890651958099,-23.960609016592677
862,862,26.0,3503609.79765335,396970.454136657,225.7005,47.0,s3,37.60242904346238,41.987893923131885,61.84826814868112,0.46832579628455673,13.400984492555157,-4.779888227854218,62.57999144064836,-12.097986108311844,2.652808564153804,-25.162573549191286
863,863,30.0,3506298.6882412173,394372.0854689764,225.7005,47.0,s3,38.334040049345994,42.49721808105552,62.79540579873195,0.36169173181632774,14.019739698561265,-5.568813800226552,64.40231532226191,-12.278639081422286,2.662217799222077,-26.077457432068186
864,864,2.0,3484660.2084899982,409744.5522614588,225.7005,47.0,s3,26.919740329454896,40.535442519248534,37.09487880513403,-5.056873976289758,6.81516166769461,2.244929006631167,41.23222022421726,0.7050558334433568,-0.49122699407367065,-23.880025618798534
865,865,6.0,3487345.6241273307,407138.0200134553,225.7005,47.0,s3,36.31694872791935,41.39613647595272,54.5158512800203,-0.3268194430934025,13.341209457615177,-7.289634090140187,60.84739375259032,-8.630544991469682,1.188821096919519,-27.796398461790922
866,866,10.0,3490031.7342706025,404532.84013621404,225.7005,47.0,s3,35.325281834035344,39.62290568124109,61.02058437231034,1.6992558820316042,13.384708242284217,-5.454356963741299,60.764954643404614,-13.490056699430095,2.3337064274965655,-22.768544909472304
867,867,14.0,3492718.5397445317,401929.0137895009,225.7005,47.0,s3,35.24128895588038,39.87407829588802,62.82837767710564,1.7967012924890555,12.46059526859106,-4.24420806734878,60.09276574406482,-14.291166516050447,2.3347844363767667,-21.575028978333272
868,868,18.0,3495406.0413715127,399326.54213476717,225.7005,47.0,s3,36.069073007144894,40.60888609640884,63.017999898570366,1.2211241188510997,12.139282071788463,-3.9551980526319475,60.4758234119349,-13.679532873869944,2.3598903664566,-22.403898238717908
869,869,22.0,3498094.2399716093,396725.4263351441,225.7005,47.0,s3,37.042064625880094,41.39184586173543,63.11369015160518,0.7323771585574159,12.488618830148404,-4.348088170945091,61.77393216525264,-13.083430429886363,2.421473460747043,-23.75873321336446
870,870,26.0,3500783.136362548,394125.66755544033,225.7005,47.0,s3,37.91074889423624,42.03909359084479,63.5090777072164,0.4664434867310653,13.069195801751155,-5.012121985877362,63.38258974361777,-12.832766258812114,2.474273005178743,-24.960433112262706
871,871,30.0,3503472.7313597193,391527.266962149,225.7005,47.0,s3,38.653846597790746,42.535295182092,64.19943912221486,0.3739254934739945,13.709892766831747,-5.734145081383102,65.04485648526382,-12.890669515208064,2.5350026403385955,-25.889349469362365
872,872,2.0,3481830.080194717,406898.4520431661,225.7005,47.0,s3,38.939763136159556,44.813658144014155,40.52293090483458,-1.1892461473451108,-3.2107365947652076,-3.375969811114122,42.09470497750007,1.2919328581196048,-5.301239065410751,-19.800429842808313
873,873,6.0,3484516.1979154404,404291.8915889384,225.7005,47.0,s3,37.638791470855075,43.48510263579376,58.61234494249927,-0.3899820543045656,12.14940309009041,-9.505043838286843,64.45509916519802,-9.839545229017721,-0.72744232555392,-28.806660832386726
874,874,10.0,3487203.010480741,401686.6827331624,225.7005,47.0,s3,35.5962485272038,40.32705495001704,64.6293812753134,1.5595900616588838,13.153283030823351,-6.897343517572381,63.650775474899454,-15.035357119422134,1.377572011220546,-23.09213198769603
875,875,14.0,3489890.518715913,399082.8266370065,225.7005,47.0,s3,35.386414330291664,40.12594170031563,65.62758483339618,1.7117877158312782,12.016787143907285,-4.987359105242929,61.76838317788506,-15.560843603883377,1.7266845810169573,-21.404679971103004
876,876,18.0,3492578.7234439296,396480.324463316,225.7005,47.0,s3,36.33052559610396,40.77314458799854,65.13252881173895,1.167004106089771,11.674501741197037,-4.492507265495771,61.66129082363444,-14.60584152971864,1.913599505242717,-22.266110223424953
877,877,22.0,3495267.625485432,393879.17737662187,225.7005,47.0,s3,37.36273810441234,41.482550752753255,64.86248164774804,0.7057433603422989,12.047044124582591,-4.779013957065487,62.710102964457484,-13.841224803268094,2.0852278407612266,-23.628644902604478
878,878,26.0,3497957.2256587213,391279.38654313213,225.7005,47.0,s3,38.26183322301876,42.08280881767577,64.99193636812792,0.46061257522295757,12.66647184105314,-5.344132157862718,64.1354520557311,-13.469852103333317,2.232028650844813,-24.82774174162354
879,879,30.0,3500647.524779772,388680.9531307381,225.7005,47.0,s3,39.01990232907915,42.56071077824465,65.46655469946093,0.38735315966905604,13.36037095755512,-5.981279402893176,65.66243520617276,-13.429136985923156,2.370972526167409,-25.7606275137145
880,880,2.0,3479000.704025718,404050.76307467296,225.7005,47.0,s3,47.51619278563728,49.395776649476836,39.98543816130081,0.35324049107473976,3.671416645995147,-3.3211236731079845,49.26859388297183,3.7156078608163767,-0.483289962582956,-25.814249477018553
881,881,6.0,3481687.523560985,401444.17354459217,225.7005,47.0,s3,38.94741030034559,45.019530855135216,57.13156493374669,0.853255922579484,12.540304310815957,-9.641728437456086,64.23332314355397,-9.036338971257273,-0.7065254059593595,-29.4760764023548
882,882,10.0,3484375.0382811436,398838.9348406626,225.7005,47.0,s3,35.874853987294,41.3402989723879,66.3078263994647,1.909662357054753,12.55827357238924,-8.11390904380864,65.04858733691873,-15.752186407411491,0.23285792657519355,-23.27524496850772
883,883,14.0,3487063.249012073,396235.0481254456,225.7005,47.0,s3,35.66355566631444,40.52517287636706,67.55404198596698,1.7855698391108785,11.273246456978988,-5.874502300755405,62.92200459365361,-16.397156396082373,0.8952483679613801,-21.33162525834128
884,884,18.0,3489752.15657732,393632.51456318906,225.7005,47.0,s3,36.66925012076944,40.97460818686284,66.8119836364302,1.1553698082068677,11.050461921454092,-5.159466276528543,62.6336384241571,-15.306736415318133,1.34170666332334,-22.214755743207647
885,885,22.0,3492441.7617981043,391031.3353198185,225.7005,47.0,s3,37.73415392916876,41.590437208911396,66.31171810899782,0.6941400974418168,11.509752567215763,-5.31287118817336,63.523654949702966,-14.440841881378551,1.6652346023679776,-23.577655537410287
886,886,26.0,3495132.0654933117,388431.511562944,225.7005,47.0,s3,38.65871603472819,42.13627777201252,66.24295756468435,0.46430642907535413,12.209950052948047,-5.768859081671536,64.81872406051997,-13.984424407919732,1.9323694917770835,-24.773933778127642
887,887,30.0,3497823.068479488,385833.0444618573,225.7005,47.0,s3,39.425505471525405,42.58999794374858,66.55863249019407,0.4095922802318288,12.985333434765664,-6.30983064400922,66.24561810993413,-13.87690328746849,2.168592418901513,-25.702042890826863
888,888,2.0,3476172.0784460544,401201.5371370925,225.7005,47.0,s3,48.56836574714176,47.60464293294409,45.18610088937637,-3.8687088557566063,10.78331544458315,-4.785608842759746,59.729362408594625,2.6055911403074425,3.405426579315789,-31.549723395910796
889,889,6.0,3478859.599514718,398594.9176472223,225.7005,47.0,s3,37.76278665074319,44.38795150521272,58.807934586867866,0.5449909631217329,13.715744696990338,-8.669739604559432,64.820748319605,-10.177083046531148,0.13352228342631678,-28.71449008360449
890,890,10.0,3481547.816110265,395989.6482111992,225.7005,47.0,s3,35.86189702851118,41.76148420131466,67.46634344700003,2.0605668065575387,12.283241281838768,-8.554950165721355,65.7420289952965,-16.309443800306042,-0.27286747012602364,-23.133491132567084
891,891,14.0,3484236.729059148,393385.7299929868,225.7005,47.0,s3,35.95895024970618,40.91640510519961,68.76045099041235,1.8655132144811488,10.571744632275973,-6.6003482863703375,63.65412193777726,-16.868992430323665,0.17064642064205282,-21.322617626379294
892,892,18.0,3486926.3391854963,390783.1641582268,225.7005,47.0,s3,37.053046992694185,41.21143670259739,68.00110625973923,1.1816022818665148,10.375390446147374,-5.8603335728440085,63.3677772397296,-15.76114956201737,0.7316256218496426,-22.242545049880512
893,893,22.0,3489616.647311107,388181.951874248,225.7005,47.0,s3,38.154465714075094,41.726936786198706,67.39716848851032,0.7143105405062078,10.919804970437726,-5.911052968753957,64.18084745315224,-14.856292076553881,1.1957475850331072,-23.604172641301968
894,894,26.0,3492307.6542554437,385582.0943100567,225.7005,47.0,s3,39.10549024024163,42.21509310096148,67.21456834246509,0.4933176070829249,11.726463603394697,-6.262330783422459,65.40875380724601,-14.35576028781076,1.5953248022451638,-24.80112148094711
895,895,30.0,3494999.3608356337,382983.5926363441,225.7005,47.0,s3,39.880030642499236,42.63752470482291,67.44235258817213,0.4544447193760977,12.604703188325436,-6.7028589469865105,66.77969583372717,-14.218404367219193,1.9435833025838285,-25.717188984249955
896,896,2.0,3473344.2018620363,398350.826065462,225.7005,47.0,s3,46.27640465326918,46.722456260370464,51.603331011133214,-8.589722804202571,15.825447075925263,-6.319314100616429,69.00678485352148,0.6536222633802389,4.705043604894554,-36.65384382415746
897,897,6.0,3476032.4241706594,395744.1757176122,225.7005,47.0,s3,36.32886704820549,42.98646882433547,60.563538588413465,0.4411690775863183,12.716210439824085,-8.415389174099467,64.05676989288861,-11.646509605742452,-0.2432065999074169,-26.78501324294757
898,898,10.0,3478721.342349812,393138.8746513043,225.7005,47.0,s3,35.57413720738679,42.05292656585114,68.26399387384556,2.0476972973897594,11.540120898061755,-8.99015845713172,65.91766885486676,-16.681954108648213,-1.0543916786037555,-22.83535872733507
899,899,14.0,3481410.9572265283,390534.92403189867,225.7005,47.0,s3,36.23645857999926,41.239275547531776,69.46758443227822,1.8989089433936726,9.787429611089657,-7.228260213648186,64.02789193608334,-17.081482000510658,-0.5284452019412582,-21.32708093269545
900,900,18.0,3484101.269625517,387932.3250264388,225.7005,47.0,s3,37.478699767599394,41.4530628236791,68.70851044001729,1.2361718073738914,9.677959894706774,-6.536507177585962,63.841732702580565,-15.975688867870034,0.1354335470738699,-22.32877669655053
901,901,22.0,3486792.2803691537,385331.0788036476,225.7005,47.0,s3,38.637076488173456,41.88801731243248,68.08212468838227,0.7755400511777443,10.324783136474435,-6.527474704638872,64.66228207955383,-15.07168270068144,0.7281501627427707,-23.70810743379579
902,902,26.0,3489483.9902774845,382731.1865339356,225.7005,47.0,s3,39.61092240301265,42.322857289160766,67.87890325382705,0.5616551378364486,11.253856219202639,-6.790493982915014,65.89041727947289,-14.574036674344828,1.2572236782473016,-24.906087244369385
903,903,30.0,3492176.4001682117,380132.6493893908,225.7005,47.0,s3,40.37587076372205,42.713391673339615,68.09952686512138,0.5320068733962859,12.24467309339301,-7.134956681739126,67.25170147407204,-14.448880483988699,1.714178173468949,-25.800812842941312
904,904,2.0,3470517.0741373813,395498.5300889523,225.7005,47.0,s3,48.148542772228424,60.80395274015082,63.61741218922446,-7.939781435947645,8.861706456378739,-17.01686546757221,81.37960300279806,-1.8045356806157393,-8.26435441153922,-40.368689579375555
905,905,6.0,3473205.9974190695,392891.8480086864,225.7005,47.0,s3,36.33485588633399,42.096409312404525,66.59962354299438,0.013711130061545635,13.52031838763736,-8.839765572443657,67.7137738939772,-14.730360436888171,0.28235621254383503,-25.895198001389986
906,906,10.0,3475895.6169166155,390286.51443766354,225.7005,47.0,s3,35.59568367392586,41.86599522809644,69.53819570975318,1.9587330793910451,10.594057090345768,-8.821835329795361,65.73299988578586,-17.261164962438603,-1.3581924106091023,-22.125282829202845
907,907,14.0,3478585.9334576363,387682.5305426421,225.7005,47.0,s3,36.642473505605885,41.42137813722838,69.80378350115112,1.9128561256888774,8.990745013010034,-7.704165049435525,64.11734764418831,-17.095766715107448,-1.0623856413881843,-21.341663657931576
908,908,18.0,3481276.94786742,385079.89749206026,225.7005,47.0,s3,37.980725720822136,41.644437029692455,69.01052566306988,1.3151592643606298,9.006025452689089,-7.145640464986991,64.09013363519858,-15.992355894262989,-0.37052811018951115,-22.457432465763006
909,909,22.0,3483968.660968919,382478.6164560449,225.7005,47.0,s3,39.18787937291847,42.046925872244934,68.40064674392761,0.8772704069388938,9.773927798401221,-7.117711089263092,64.98089590591667,-15.109306264286733,0.31958170504000516,-23.875851870440457
910,910,26.0,3486661.07358276,379878.68860640173,225.7005,47.0,s3,40.16458515269722,42.450729938456334,68.24738509306493,0.6721665249780594,10.833470880975659,-7.315852297049871,66.26439550583824,-14.651308619977982,0.9554748358100769,-25.076206427121903
911,911,30.0,3489354.1865272275,377280.1151166237,225.7005,47.0,s3,40.910792569677845,42.817228444840865,68.53099790221232,0.6474775999722376,11.93623860139055,-7.576979089011276,67.65934957923574,-14.572037209059314,1.508614167237127,-25.945688753631686
912,912,2.0,3467690.693685953,392644.70102413825,225.7005,47.0,s3,50.58155413131772,53.79275709576568,52.09679296991158,-5.018672156302354,13.984112693710722,-10.559686762561912,72.13168472433065,1.3586526458736046,0.7118255135582392,-41.74518145233588
913,913,6.0,3470380.3176615173,390037.986322757,225.7005,47.0,s3,35.982500954663685,44.088789903853275,67.30990108101457,-0.06157826449536468,8.612575426638932,-14.86900223910801,69.42368044772455,-14.685696869249362,-5.840761424799767,-25.849646061572187
914,914,10.0,3473070.63819994,387432.6193583207,225.7005,47.0,s3,36.17031926205279,41.47839104783649,70.62452516675188,1.8363863465178738,9.015160703053764,-10.181056099514544,66.21781772293224,-17.692160825194875,-2.422324599880296,-21.873473293654378
915,915,14.0,3475761.656129416,384828.6012989821,225.7005,47.0,s3,37.18909798662494,41.40989995970087,69.94821863892089,1.903375902046015,8.172446100346942,-8.30738703008777,64.18962497027616,-17.023272870093354,-1.544931014653747,-21.42054149491421
916,916,18.0,3478453.3722758163,382225.933314583,225.7005,47.0,s3,38.56593402070704,41.74919356731918,68.97247749348216,1.4041339014921481,8.39103037723583,-7.732387484043476,64.19668162951777,-15.847933824053136,-0.77613967542134,-22.651081131169896
