,index,lon_c1,lat_c1,lon_c2,lat_c2,bottom,top,dip,azimuth,dip_m,strike_m,e_trace,n_trace,depth,easting,northing,lon,lat,utm_lon,utm_lat,fault_seg,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs,strike
10,322,116.0854,68.8709,113.2918,66.0081,-12.0,-8.0,47.0,45.7005,0.8085,-0.344,114.6886,67.43950000000001,10.0,108.17583034084969,74.11349954706948,104.14277631131692,31.6700790058303,418740.6823874697,3504186.556637639,s3,125.31022815179789,627.9239563083287,113.06543324661847,-206.8972082287748,38.32446998305154,-134.27304674563283,1255.9516819537425,573.1703533825153,8.149000000000001,490.5176209877604,229.11464082737652,-225.28939227990702,27.01298539104897,225.7005
11,323,116.0854,68.8709,113.2918,66.0081,-16.0,-12.0,47.0,45.7005,0.648,-0.0162,114.6886,67.43950000000001,14.0,105.57072247718952,76.7830993658973,104.11508250447815,31.694097965308803,416136.9915317092,3506869.844053178,s3,-50.06014661148384,433.9274842993708,-164.25411523452033,-234.0217136039777,28.2689961371304,-395.8357551522089,1252.8822716160284,576.3335976340718,12.149000000000001,456.8676855684323,276.16294088860195,-347.48933782517065,169.74289225257587,225.7005
12,324,116.0854,68.8709,113.2918,66.0081,-20.0,-16.0,47.0,45.7005,0.2914,0.0,114.6886,67.43950000000001,18.0,102.96561461352941,79.45269918472509,104.08738869763935,31.718116924787317,413534.65921546187,3509553.82594784,s3,182.55835803967122,63.90230173295275,-681.5314117606367,-66.08864410775303,56.707691235364486,154.90431168561332,1249.8144628183795,579.4976605855122,16.149,-287.60501193814054,438.6019808799397,146.02095096724523,634.833291469788,225.7005
13,325,116.0854,68.8709,113.2918,66.0081,-24.0,-20.0,47.0,45.7005,0.0238,0.0,114.6886,67.43950000000001,22.0,100.36050674986923,82.12229900355291,104.05969489080057,31.742135884265824,410933.6865948653,3512238.5031388025,s3,561.2211463307921,1615.397231659712,274.15424361824546,-127.35978564020022,97.72839536545723,-569.4141093120907,1246.7482569237327,582.6625432001802,20.149,1259.247072379619,442.8305183311089,-606.6132421962743,-4.4966516091571975,225.7005
14,326,116.0854,68.8709,113.2918,66.0081,-28.0,-24.0,47.0,45.7005,0.0,0.0,114.6886,67.43950000000001,26.0,97.75539888620912,84.79189882238067,104.03200108396177,31.76615484374433,408334.07482773904,3514923.876440911,s3,426.68436922453645,282.6750575563552,1143.7617620075405,-79.6334611956321,147.04784418697423,-484.69699500131804,1243.683655297004,585.828246438673,24.149,1211.8401937062863,-386.11245056438565,-105.023945231181,-326.9630741489088,225.7005
15,327,116.0854,68.8709,113.2918,66.0081,-32.0,-28.0,47.0,45.7005,0.0,0.0,114.6886,67.43950000000001,30.0,95.15029102254896,87.46149864120848,104.00430727712299,31.790173803222842,405735.8250735753,3517609.946666674,s3,313.4322967375292,1059.521198719765,1111.3395139674906,-102.51018609497527,161.38680297421126,-362.6597329413862,1240.6206593050833,588.9947712588314,28.149,1315.144578612317,-182.2178507003295,-364.87893227699857,-381.2387603715129,225.7005
16,328,113.2918,66.0081,110.4981,63.1453,-4.0,-0.0,47.0,45.7005,2.5493,-1.1293,111.89495,64.5767,2.0,110.59239606816992,65.9114999094139,104.16846580594371,31.596283864120213,421113.6952287713,3495988.1592997294,s3,-314.42378798123013,-579.2802573910899,-40.6642725968449,133.54529347073588,-45.59014860355735,197.0582367025663,1258.7491531398887,563.5055172188827,0.14900000000000002,-503.5200244706841,-258.7450502628441,166.04372279301072,609.5522835387916,225.7005
17,329,113.2918,66.0081,110.4981,63.1453,-8.0,-4.0,47.0,45.7005,1.5973,-0.9729000000000002,111.89495,64.5767,6.0,107.98728820450977,68.5810997282417,104.14077199910491,31.620302823598728,418507.26695008384,3498670.7637329637,s3,-301.2190871123006,-471.07482875133655,-248.0073012452225,-154.57191438186896,-60.35254329367634,176.49994779417307,1255.6765157392479,566.6679563237985,4.149,-408.4145892989094,18.889351641694226,119.46865601481397,366.001502103013,225.7005
18,330,113.2918,66.0081,110.4981,63.1453,-12.0,-8.0,47.0,45.7005,1.3015,-0.5067,111.89495,64.5767,10.0,105.38218034084964,71.25069954706949,104.11307819226612,31.644321783077235,415902.1941313531,3501354.0613342663,s3,237.66019830318118,-9.598525628458859,76.916373492576,42.904358863744065,-8.125285918222499,-61.49521749188963,1252.6054762482804,569.8312125830362,8.149000000000001,110.45346658795063,-7.06343672433097,56.365557728783934,-9.465669782477953,225.7005
19,331,113.2918,66.0081,110.4981,63.1453,-16.0,-12.0,47.0,45.7005,1.0046,-0.1339,111.89495,64.5767,14.0,102.77707247718952,73.92029936589729,104.0853843854273,31.668340742555745,413298.4779267607,3504038.052926046,s3,205.96861120941307,522.7407747574179,276.00913875967,-229.78635371548407,131.92492575367115,-187.07176385841584,1249.5360360276145,572.995286966107,12.149000000000001,673.6795550615574,144.80905955108437,-136.4043292429256,-205.27104772152575,225.7005
20,332,113.2918,66.0081,110.4981,63.1453,-20.0,-16.0,47.0,45.7005,0.5504,0.0,111.89495,64.5767,18.0,100.17196461352938,76.5898991847251,104.05769057858852,31.69235970203425,410696.1194921631,3506722.73932839,s3,-74.0101559948381,522.026296700288,-224.98929357823974,-105.56397660733639,52.493236081043044,-328.3281707286485,1246.4681964398537,576.1601804397869,16.149,346.49809661241216,261.274775128577,-346.76896568425286,226.28223752176788,225.7005
21,333,113.2918,66.0081,110.4981,63.1453,-24.0,-20.0,47.0,45.7005,0.1587,0.0,111.89495,64.5767,22.0,97.56685674986923,79.2594990035529,104.02999677174977,31.716378661512767,408095.1199851007,3509408.1213590517,s3,272.49836599413686,230.3603062478131,-457.05996266113374,-246.77625847223203,186.5694539767525,-100.67739234890453,1243.4019588495862,579.3258939681,20.149,255.43935907810481,462.05988141494606,62.928522833004806,313.0617355680032,225.7005
22,334,113.2918,66.0081,110.4981,63.1453,-28.0,-24.0,47.0,45.7005,0.0,0.0,111.89495,64.5767,26.0,94.96174888620912,81.92909882238068,104.00230296491094,31.740397620991267,405495.4805647867,3512094.199833451,s3,546.8342289478173,1160.6674035474648,687.9372847915586,-154.14570404211634,187.53989316104077,-609.9234094726003,1240.3373246233732,582.4924285123197,24.149,1429.184215882472,123.72291945335724,-420.6168613689863,-419.0747818241222,225.7005
23,335,113.2918,66.0081,110.4981,63.1453,-32.0,-28.0,47.0,45.7005,0.0,0.0,111.89495,64.5767,30.0,92.35664102254896,84.59869864120844,103.97460915807214,31.76441658046978,402897.2023921171,3514780.9755646735,s3,408.1348687166762,118.68212727205288,1061.4591624088741,-116.02849634966309,221.98750754628904,-339.435872803471,1237.2742951297582,585.6597850309672,28.149,1091.7516244918563,-369.7237606221309,54.564578928971514,-281.3225272332344,225.7005
24,336,110.4981,63.1453,107.7045,60.2825,-4.0,-0.0,47.0,45.7005,3.1584,-2.1236,109.1013,61.7139,2.0,107.79874606816992,63.04869990941389,104.13876768689288,31.57052664136715,418273.71056577034,3493155.0137778283,s3,335.904151167683,-464.51049246360134,312.2029945581574,-398.3538696465462,-128.69812995740315,587.5903859173611,1255.4011833667946,560.165609896962,0.14900000000000002,-190.58690560026818,41.56252115183449,516.7878698288914,632.8086464216809,225.7005
