,index,lon_c1,lat_c1,lon_c2,lat_c2,bottom,top,dip,azimuth,dip_m,strike_m,e_trace,n_trace,depth,easting,northing,lon,lat,utm_lon,utm_lat,fault_seg,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs,strike
0,584,130.5075,69.6271,128.478,67.4178,-3.0,-0.0,35.0,47.4286,1.6728,0.0,129.49275,68.52244999999999,1.5,128.04351870392142,70.1000569824515,104.35398135642671,31.633969206283172,438738.3327321001,3500046.2576881535,s4,0.0,0.0,0.0,0.0,0.0,0.0,1279.5262912672915,568.2894834556328,-0.351,0.0,0.0,0.0,0.0,227.42860000000002
1,585,130.5075,69.6271,128.478,67.4178,-6.0,-3.0,35.0,47.4286,1.8923,0.0,129.49275,68.52244999999999,4.5,125.14505611176428,73.25527094735453,104.32316901875872,31.662357339903263,435835.8559012652,3503210.485985755,s4,22.618713163793494,32.36806067699853,29.98223589942985,1.4279631289889025,3.2424163929572503,-5.319726164901518,1276.1046514171412,572.0196939858342,2.649,34.573728565095784,0.4461771693591974,-3.8473101822884352,-16.87114151601927,227.42860000000002
2,586,130.5075,69.6271,128.478,67.4178,-9.0,-6.0,35.0,47.4286,2.0691,0.0,129.49275,68.52244999999999,7.5,122.24659351960716,76.41048491225753,104.29235668109072,31.690745473523346,432935.1632476229,3506375.5709421504,s4,27.088782343261897,33.39281286236109,35.397431386583385,1.3350565600397792,5.650951936356874,-5.263789440066422,1272.6851148781066,575.7509144044993,5.649,40.5861388079433,-0.28911266540067526,-1.37431782523762,-22.94728461698644,227.42860000000002
3,587,130.5075,69.6271,128.478,67.4178,-12.0,-9.0,35.0,47.4286,2.221,0.0,129.49275,68.52244999999999,10.5,119.34813092745004,79.56569887716054,104.26154434342271,31.71913360714343,430036.2565955329,3509541.5137617444,s4,29.987170616345466,34.20220674407139,39.362648361516385,1.665919360325526,7.180795289881402,-3.780676369738513,1269.2676838008688,579.4831461314634,8.649000000000001,43.665384460324205,-1.497146625128523,0.9513289909009384,-24.425400113242603,227.42860000000002
4,588,130.5075,69.6271,128.478,67.4178,-15.0,-12.0,35.0,47.4286,2.3088,0.0,129.49275,68.52244999999999,13.5,116.44966833529287,82.72091284206356,104.23073200575472,31.747521740763517,427139.1377719847,3512708.315644817,s4,32.313499509353946,36.1579910734704,41.1216925306105,1.4420873341100195,8.321304052486438,-2.7285145292197086,1265.85236033921,583.2163905816992,11.649000000000001,45.61523313478154,-1.221364702945328,2.339169651607474,-24.730305593422635,227.42860000000002
5,589,128.478,67.4178,126.4484,65.2085,-3.0,-0.0,35.0,47.4286,1.3859,0.0,127.4632,66.31315000000001,1.5,126.01396870392144,67.89075698245152,104.33240606334437,31.614091662539874,436678.8546318925,3497855.3465518267,s4,0.0,0.0,0.0,0.0,0.0,0.0,1277.0984364560768,565.7066863174941,-0.351,0.0,0.0,0.0,0.0,227.42860000000002
6,590,128.478,67.4178,126.4484,65.2085,-6.0,-3.0,35.0,47.4286,1.6834,0.0,127.4632,66.31315000000001,4.5,123.11550611176428,71.04597094735453,104.30159372567637,31.642479796159957,433776.36099606653,3501020.1424334007,s4,23.079580764081086,32.43458115552043,28.130170168088583,1.6174999590820576,3.6112358065450905,-5.041900688975362,1273.6767767950437,569.4375659548245,2.649,33.392302891276344,1.3590413477540295,-3.3673755296446686,-16.404099407191318,227.42860000000002
7,591,128.478,67.4178,126.4484,65.2085,-9.0,-6.0,35.0,47.4286,1.8838,0.0,127.4632,66.31315000000001,7.5,120.21704351960716,74.20118491225755,104.27078138800834,31.67086792978004,430875.650783982,3504185.7952825567,s4,27.764728471892756,33.94064520129344,34.59990696024569,1.4613940205821356,6.208033412693351,-5.3027244620935,1270.2572195569069,573.1694558446393,5.649,40.59018456740776,0.450104762683714,-1.029359752388677,-23.230644765335377,227.42860000000002
8,592,128.478,67.4178,126.4484,65.2085,-12.0,-9.0,35.0,47.4286,2.0679,0.0,127.4632,66.31315000000001,10.5,117.31858092745004,77.35639887716054,104.23996905034036,31.699256063400124,427976.7258215185,3507352.3063042774,s4,30.65716985459825,34.6180522440966,39.78049482961049,1.7334774489556906,7.9290340340092555,-4.265443355904786,1266.8397668941384,576.9023574074549,8.649000000000001,44.909826087896555,-1.1798355416037154,1.2034110429851452,-25.26060338027896,227.42860000000002
9,593,128.478,67.4178,126.4484,65.2085,-15.0,-12.0,35.0,47.4286,2.2064,0.0,127.4632,66.31315000000001,13.5,114.42011833529287,80.51161284206358,104.20915671267235,31.72764419702021,425079.5879371817,3510519.6766994237,s4,32.8284941894886,36.29717411562983,42.33167770458308,1.5501421906217816,8.970251371815372,-2.974663371818729,1263.4244209623066,580.6362720589291,11.649000000000001,47.076981445616994,-1.4821006176623879,2.696385334804617,-25.169320960776766,227.42860000000002
